,cont1,cont2,exp1,exp2
C06267,0.65414639601985,0.660096983634105,0.32848843801985,0.0553427636341046
C00017,3.5641875992546,3.42609910300368,4.1685807082546,4.35294653700368
C06534,8.39956552016614,8.83518943871402,10.0108146021661,10.051038458714
C07194,4.86161344011828,4.94645021175383,5.24625904311828,5.27120775975383
C11863,2.44362231869968,2.633364773331,2.18816969969968,3.247184516331
C00814,3.84918453149748,3.65254856600523,4.12165661649748,4.70228949400523
C05328,2.22071102922783,2.60553851813391,1.87903600222783,2.27961989513391
C06850,1.99481498405815,1.96188888787414,5.38463042205816,2.94713569287414
C02431,6.86250743858259,7.06083566206921,5.94538927058259,8.04732959306921
C03792,4.41774183485429,4.33281976994077,4.65287190085429,3.95850009794077
C03233,6.35433958566546,6.15678737109557,5.50673704066546,6.60888278609557
C00559,3.74645921670564,3.26426611638782,5.46249611370564,1.80118730038782
C06604,2.11504464941704,1.56004219145483,2.45109407041704,2.00478455745483
C14186,3.81909687369558,4.72086160141055,3.22889391469558,5.45997263741055
C01028,3.41550640598878,3.15188361673787,0.330761393988775,2.24928638273787
C01224,3.13626005082096,2.90154170829272,2.92545908282096,1.71682324029272
C03514,4.96460686818567,5.34858018724762,4.10686891818567,5.18828843724762
C14439,6.98612562116526,6.93180729534639,6.68482698816526,7.72355023534639
C05117,5.08713004814302,4.9893843480894,3.68874900914302,5.1239194230894
C05855,0.952938040630499,1.09702799651353,0.0702959446304986,1.29266723651353
C00123,8.7896915906921,9.07154936882743,7.8421127756921,9.34332239082743
C16238,7.36063707708885,6.44032277838732,7.30037410708885,5.36968880838732
C03329,9.82832695605445,10.3251023674913,10.5196090750545,10.3286474094913
C11092,4.5186736721639,3.91740593428286,2.7808371601639,4.01424361128286
C06508,9.14257882857867,9.45378974699409,8.86789481657867,9.92112517999409
C03674,5.4654281552447,5.04185105284,5.6086661632447,5.66680725384
C11803,4.25306331181884,4.12273421138703,3.88641481181884,4.91152591738703
C12092,3.33330873535671,2.73071063407577,2.91544428235671,3.69222577107577
C10847,2.07318384013639,2.52081583096743,1.61224239413639,3.63324550396743
C05298,7.07143852093839,6.98203004433491,6.55009849593839,7.83646021133491
C08346,7.5857494212968,8.09890689511173,7.6605941232968,8.69686042911173
C05551,7.2879690883428,7.59395741313814,5.7023675933428,7.68752800013814
C00691,6.41041716124008,6.3923700294964,6.25119394824008,5.3463180634964
C01275,5.57568988711036,5.29890841441379,3.64852000411036,4.86286003341379
C07320,5.5152662858799,5.67773059604649,5.3570359678799,5.50328587604649
C07118,8.98997248744779,8.52857433819929,7.22902142144779,10.6482583611993
C01068,4.1087913259119,4.25258518994776,3.6397254299119,5.05805971994776
C00039,3.64721209808204,3.89455381647001,4.43548761308204,2.40716905547001
C14089,5.82321118280877,6.05513210127001,5.18145931380877,6.20493821827001
C05913,3.82629716061551,3.55994167760114,4.69155819061551,4.14176871860114
C10962,2.45126477429302,2.94355501132583,2.48070851429302,2.31829756332583
C01965,3.2062088452784,3.58296137180039,1.8232407112784,3.52831939080039
C02990,6.00532028467271,6.58544768909891,4.95075159267271,4.68005653109891
C06089,8.80005952760493,8.45029244263591,8.77067899060493,7.72298222063591
C05921,8.1176677191121,8.51607500544644,7.1021130571121,8.18963734844644
C00957,2.78891220633334,2.69839730576211,2.79812091833334,1.78662175476211
C01760,5.3543973512767,5.70908694909807,5.7495833732767,5.96369664509807
C00120,9.06382666313407,9.05345206612765,8.86003921913407,7.72682345512765
C02923,7.81812252094949,7.9014349789828,8.09162174794949,8.2238084309828
C06758,6.89958627861051,6.48356701022463,7.97750867261051,8.21598304722463
C07199,5.41941860636762,5.7858841378139,5.44129239836762,6.4758575328139
C03999,7.44631357237505,6.85057056874674,7.63209903037505,7.74023851774674
C01118,7.17410592537299,7.42164872452514,7.85520342037299,6.67208759852514
C04084,4.61301768837019,4.58124140077181,4.34747017237019,3.35429370777181
C02817,3.40899977526236,2.83652102589137,3.43555652426236,3.24915689189137
C03227,4.42048528748263,3.68488050703426,4.80015034848263,4.85013714903426
C00624,2.12789930859462,1.22298465986037,1.73053467959462,2.63648951286037
C06970,6.75471249800091,7.10247768128275,7.3770898240009,7.07425523028274
C13832,4.7895703912008,4.64002040905183,4.9638906842008,4.68420047605183
C03374,0.33063231278856,0.767401344442122,-0.19674530321144,0.339436182442122
C00755,2.80586959921653,2.3921825279629,2.25114844921653,2.5278201079629
C07287,5.77238686851389,5.93507484169643,7.05640205451389,5.15318465769643
C10580,7.04183829825262,6.81664072530909,6.61787937225262,6.42341816230909
C06139,5.75033639541418,5.56360649297888,5.59688963841418,6.28468839297888
C11378,2.71821006565732,2.95553295277716,3.13258812865732,1.84072872477716
C09718,3.49660308178542,4.07707431888773,3.32490697378542,4.33835557788773
C00975,11.1290477853962,11.3458010958719,12.7129305203962,10.8633417608719
C06949,7.87360929095019,7.84953597645382,8.06808894895019,9.49054469745382
C07750,5.64511082876259,6.061430394877,5.18943860176259,8.080457230877
C02868,4.78503022968249,4.76243147027396,4.79077350068249,6.07874858527395
C13503,4.89693432610171,4.88132880173421,4.69338671510171,4.68270739973421
C01117,6.57954817863743,6.68261067176777,6.70494241763743,6.12518868776777
C07096,4.56418891516932,4.64075387212915,5.70127867716932,4.84675735412915
C01346,3.91099524323106,3.920632772632,4.41691503723106,3.409421331632
C07441,4.45083934875712,4.16839824205675,5.59067936675712,4.56271016005675
C02253,5.05524780123787,4.91156857875449,5.10792005923787,5.45389392075449
C09655,6.93935443501354,6.68460308041281,8.96064390101354,7.68973641841281
C01168,0.601187011990122,0.707917813229739,1.42520084499012,1.98403683822974
C03058,8.89618759555008,8.85370169541258,8.31503456155008,7.99198240041258
C13802,5.35970643744627,5.88282195575748,4.54544896344627,4.71448025275748
C04072,5.83011352654748,5.92472508504296,6.44354677054748,6.87144457504296
C08584,6.2936810068724,6.4098767145721,5.8559212028724,6.2737872645721
C09915,3.69200003109792,3.49069090731711,2.57926742009792,3.02674631431711
C03241,2.76010106738287,2.43828525048226,3.50250234638287,2.53302432448226
C07997,2.99050948652049,3.44974038842824,3.86514246352049,3.81288141042824
C11840,6.13353708267075,6.79658717267225,6.24286016167075,5.51570224567225
C00041,6.26825613897637,6.78378851553271,7.05874953697637,6.03613559553271
C02348,2.5799280829083,2.730027006828,1.5590611169083,2.177198740828
C10595,4.81415516707855,4.59334915597201,3.51809069807855,5.59745261597201
C08380,2.04318184474022,1.66556198767128,1.88670730074022,2.16768835467128
C14369,5.77576133645476,6.01343366088327,5.24850012745476,7.42997873188327
C07861,3.97874905924488,3.7775817704627,2.92971878324488,2.9838912614627
C01695,3.39439115047091,3.45377861466388,3.12232101947091,4.50519837766388
C01882,5.55260144968449,5.47549112927496,5.11254146268449,3.52929893827497
C09825,7.27371717164528,6.81607068145322,4.89576945464528,7.00525435145322
C06946,1.61834378652121,1.37365492819705,1.84255886152121,2.49508882719705
C00288,3.99306478203122,3.58536080995973,4.93127386103122,5.35976800295973
C13493,8.84347066865073,8.45682524228318,7.02669109065073,8.25138524928318
C02682,6.13208941403122,5.37202236195271,4.98129072203121,7.12382031295271
C14824,10.2376187080158,10.2300931903628,8.58197314201585,11.9011879943628
C01595,2.20163844092908,2.10422675906747,1.63519814892908,2.22218345706747
C04733,5.30807414853543,5.54541847202318,6.04637280153543,5.99900974002318
C04670,3.17312833192296,3.49806588992062,3.14567095192296,2.81956782792062
C10263,7.38200994387028,7.71779863639341,8.47076613287028,7.95525706239341
C05579,7.67419478058553,6.97389185782735,8.08861663458553,6.75371774682735
C01626,5.92086659188865,5.88201449697978,6.80871596088865,5.94172651097978
C18019,8.3550551908877,8.92874842422986,6.8705970228877,7.90466631922986
C00513,6.93382394084754,6.60615882910743,6.27735290284754,5.17456855910743
C01819,2.11470409900397,1.67046470729459,2.64636876200397,1.88271030329459
C07816,4.4716968306179,4.85719583143443,2.6611233606179,5.67975854843443
C01351,7.04703839130334,6.82282960310198,9.22171193530334,8.33202000110198
C07539,0.396916042532879,0.66024692708782,1.68379121553288,-0.21313084091218
C06573,5.64440848155235,5.12507200988931,6.45691726955235,5.92517436388931
C11695,4.12409185866366,3.98116378296885,5.59998148866366,5.78993095896885
C04299,4.15357510367985,4.75199250871028,5.29264138167985,4.44005273671028
C07160,2.78241475474553,3.19300254558716,2.44602424074553,0.407206677587158
C06171,5.73803838066392,6.13127517141348,5.91185048866392,4.93641148441348
C05837,5.54422863497705,5.15363697722183,6.43628376997705,5.52755859722183
C05951,6.17980004215062,6.17228239360962,5.39702225515062,5.36518141760962
C00382,5.7439752677511,6.04575180927076,6.7390163947511,5.97320510727076
C11080,5.89194899683495,5.74379426392581,5.11502333283495,5.36047704892581
C07113,6.05369687924922,5.50329068202958,7.43661602224922,4.73684403802958
C05184,3.70386488390168,3.79647767491787,3.21666019190168,4.61153326291787
C10517,7.04367413674548,7.01709524300531,7.23426678574548,4.84920824300531
C03312,7.18846057136098,6.7851717261156,8.57492482636098,5.7333428671156
C05635,5.15461196502241,4.77107271664794,6.66248465902241,3.98404023864794
C04073,4.45072358319596,4.06744832822542,3.42311265919596,3.99550264222542
C11754,5.15054288850935,5.56964758900665,6.03093618250935,6.82565112800665
C00215,6.94103825953938,6.93132281682654,6.53008987653938,6.49153098582654
C12251,3.95735295363013,3.76620295662202,3.64238740763013,3.12297097762202
C02059,6.66666261672408,6.65477562688481,6.97417006972408,5.61864104088481
C00676,6.41049494988081,6.49436113402427,6.57779575088081,5.82289094302427
C02295,0.89098979927975,1.27479282925668,0.98334705927975,0.409419652256677
C08879,3.63150111838577,3.806142568309,3.42060851038577,5.213768611309
C14214,2.47352450351299,2.67327112900028,1.78794258151299,2.85098753800028
C00033,7.31255568861158,7.67014762065635,7.74966975761158,7.69465029265635
C14353,2.90362867744444,3.00658350189705,2.98780430144444,3.43790094189705
C00805,4.14890237682169,3.82716973688524,4.07842009682169,4.24718953988524
C07755,4.53025374371402,4.10764348205375,4.43367357871402,4.39934855705375
C03789,7.38057817601502,6.96641986238406,7.86335492501502,7.69304201738406
C03204,6.08142744542973,5.60720330398589,5.52816001542973,5.50871762498589
C14530,4.82147098283261,4.62129517813585,5.64750521283261,5.16688099613585
C01971,3.57566149670717,3.36566601387703,1.31681419070717,3.33176445987703
C00479,6.00842230397567,5.88744912136159,6.82567276797567,7.24483436536159
C11809,4.78671386956073,4.97550112250869,4.68419915556073,4.40911964050869
C07185,-0.167386391681098,-0.266739971195375,0.282553671318902,0.235827927804625
C04025,6.90439909261554,7.40812630440128,6.59805936261554,6.08621575740128
C11937,5.94932522436914,6.08969360999906,5.72789278036914,6.73434352599906
C03069,4.11441645636035,4.45974387468976,3.96683427836035,4.39345635668976
C08318,5.313520205103,5.12195568149159,3.951848511103,5.19374835849159
C06606,3.50253961466345,3.02714792734281,4.37565042466345,1.26078856234281
C11151,9.05858926536293,8.95116271599417,9.46504441036293,10.3195790729942
C02915,5.22866908167733,5.19658065944898,4.93373958567733,5.92952496644898
C05175,7.77636856244281,7.72707428823635,8.04474959644281,7.22059738823635
C00225,7.71296817844709,7.67319225616446,6.96605421644709,7.77052671116446
C14417,3.57523664868262,3.24133505719201,2.87897825568262,4.29871654219201
C13860,3.61974201343235,4.36285383066217,2.80634127343235,4.77332556866217
C06530,5.54849094863596,5.34913214081081,5.91488593263596,3.29555457081081
C01239,4.23842673919029,3.73040489598133,5.31345673119029,4.11229503998133
C00644,7.23165754973717,6.85688006475877,7.50187498673717,8.14227505075877
C07418,5.34470037400183,5.55807607099219,6.35942296100183,3.77473497399219
C09877,6.02512903091966,5.3784237887508,5.89789806591966,5.1694943397508
C01570,1.46559311960402,1.33877046383586,2.17850946160402,0.795115101835864
C00897,3.65955313745417,3.49164766731448,3.22206278845417,4.64584404231448
C07349,5.55390589500935,5.48156356525637,5.99026510000935,3.64284018625637
C11434,5.8639355521204,6.18466003680713,4.3092655771204,6.74037580780713
C01132,3.07821689012535,2.77664972833088,2.92416969912535,2.02635312233088
C00272,5.05486113169675,5.12597101127164,4.68692855169675,5.71889677227164
C15556,4.26079649134751,4.34413363095937,4.42774842234751,6.28661481395937
C07112,6.61568487659372,6.93693976657394,5.51389610459372,6.51697447957394
C01319,5.59506547594717,4.95703288133541,4.38697451994717,6.34220987233541
C11414,5.04611138900951,5.68594485176599,5.21538474900951,6.66533678876599
C00296,7.20382892279124,7.4035371760652,5.53644943079124,7.6800403860652
C15885,4.67589301261896,4.82293865081039,5.76048366561896,5.18784537881039
C10330,5.17308944320488,5.00887737848474,4.65136149320488,6.73267839748474
C05125,5.03399580386615,5.40493597152577,3.73816191186615,5.15024657752577
C05489,5.300344859007,5.64615129063604,4.763905640007,5.39856217763604
C01026,5.96582906561603,6.25468998013467,4.91625965261603,5.51140520913467
C04483,6.76521678877472,6.87372301013815,7.37589886077472,6.91591508013815
C16352,5.63184965783752,5.75749291603878,5.09553238283752,5.93869467903878
C14297,5.45647674956301,5.75868624898493,5.87948251956301,7.64877118698493
C03460,4.78323122577419,4.70756736950944,6.24125860877419,4.17763819450944
C14687,7.21012199306254,7.36101906733093,6.70657228306254,7.86356994533093
C07774,6.17743819386496,6.01414501583986,6.62702292486496,6.52062723783986
C01290,4.36723455158268,4.26079770795525,4.39566702558268,5.10130273595525
C02424,5.73271326455699,5.76721932740758,6.15154860855699,6.18849938540758
C07014,3.47782088343857,3.3984158045878,3.30217272943857,3.6957733645878
C07403,4.22474738110303,4.44918247327301,4.44837667410303,5.52174197127301
C04661,0.298393987211981,0.47726297234645,0.851923942211981,0.73525991134645
C15616,3.46940029106269,3.36238273945646,2.68754902306269,3.85503065145646
C03279,5.92433503515514,5.79878142620636,5.42196196915515,6.54900476820636
C05802,9.34780494225327,9.10348593254969,10.2595794722533,8.84362641254969
C00984,0.926566193567132,0.973093621942731,1.14753880256713,-0.234014963057269
C10522,5.31727513217808,4.99562912674779,5.96225127017808,4.59280002574779
C02191,3.48677043810582,3.40652017025603,1.59053436910582,4.11588254625603
C03712,4.57873601246443,4.71433480300615,4.27856185046443,4.28815598400615
C17432,6.51253015748013,6.64781870387779,7.78834737148013,5.21588090287779
C00857,3.00053103756124,2.71683927015291,1.96499718656124,0.280466101152913
C02213,3.1125109502135,3.32169850236619,2.8212114202135,3.18374164936619
C05501,4.93573786184575,4.79427974841339,6.12704386484575,4.62282271041339
C00862,1.97099500378695,1.65976349927187,0.755624959786946,2.44930072427187
C05823,1.76193096047167,2.08085225171567,1.05207402447167,1.26685489471567
C09902,4.22357250444841,3.86139189524899,3.70142361444841,4.41033840424899
C02518,4.24279404576332,3.85837985570666,2.96664966776332,2.73151750970666
C01060,1.80990267150817,1.70696833438419,1.86735856450817,0.310457396384189
C14770,2.78212667996193,2.94646123108727,3.65641016296193,3.14501993308727
C00389,5.11100135355556,4.95298527501155,5.13658480955556,6.09937088401155
C04271,2.25476212363701,2.68757982054818,2.47325423463701,2.17422890154818
C09287,7.742631439275,7.76357529947628,8.526603305275,6.28741295547628
C04290,0.881929906085018,1.38389804787316,1.47180175908502,2.75790322487316
C02473,3.01694902072993,3.02577784384216,3.69900795172993,5.11854566984216
C00072,5.50386778841121,5.9488033323868,4.28466496941121,6.6021673753868
C06505,2.87210980819782,2.72882784007178,2.48153207419782,1.96919150607178
C05659,4.56619549008813,5.3394370731744,4.23882159308813,3.8070342721744
C03294,3.32350205366726,3.27846515111348,3.28286978066726,4.01486039511348
C07218,6.31754725961973,6.65035934961992,7.18569321461973,5.45347240961992
C00829,5.90401509471595,6.29664049781596,6.80981132071595,7.95901894081596
C06660,6.59992758523411,7.01636217694449,5.71175947523411,6.52200009494449
C08305,5.72945737695121,5.70711844370743,6.15683120195121,4.89799994170743
C01906,9.17189234740916,9.24217918613997,10.4192647804092,8.85963087513997
C06121,4.85703028887609,4.49265979411183,6.13835899487609,4.70177340611183
C14685,5.40467643148577,4.79162294946988,5.45819069048577,4.89964357946988
C06093,1.9404627326118,2.35799199555592,3.3790012566118,5.56815342555592
C03177,4.32382370892466,4.8306787983672,3.70891574992466,4.1394868973672
C08416,6.90827272361651,6.60997575852622,7.83625451261651,8.64468022352622
C06055,5.16368504544625,5.07783666935317,4.22631178344625,6.62405972735317
C02538,8.41603603372019,7.83970333867597,6.37458911372019,7.38813608567597
C08279,9.01210607640722,9.4266909931049,7.78030404740722,9.1905382381049
C04623,3.42415730572663,3.4987742263895,3.69791113472663,5.1327150693895
C00505,0.979501625245176,0.972960427758724,1.21078058624518,1.93184299875872
C12136,7.27274769168883,6.82388371857039,8.40546714768883,7.40775646157039
C07561,8.73015422304153,9.21748127237147,8.54199677904153,9.28662700437147
C04480,7.04923500595255,6.96546696070584,7.23072366895255,7.62877241970584
C05956,4.57522752168358,4.69958538111928,5.20014769668358,5.62159421711928
C07591,5.42207256950466,5.3799609502587,5.72308777250466,5.3932718752587
C04548,5.89215120217293,6.33065064226031,4.45522032817293,5.81144576726031
C07394,6.04119935646423,5.94162387778901,5.21607916646423,6.26834565078901
C00012,5.75512383622889,5.55331932399445,5.06006033922889,5.76182650099445
C03201,3.75268238226817,4.27067674481158,4.44664884326817,4.91730026381158
C03093,3.85477894959447,3.91581300869298,3.04921978859447,2.93249896569298
C04226,5.62500230639365,5.50037255681759,5.30788516139365,4.19375705381759
C11450,3.58514433382105,3.15706416998663,5.58430302182105,4.88830326698663
C00178,6.0424069706955,6.27035035292298,6.7524962876955,7.47769729092298
C11832,5.89637596181636,5.70059369068572,6.18735049281636,4.84619362768572
C01375,3.98935478803044,4.08966063175434,4.59338215003044,3.84540175775434
C06091,4.58677569302977,4.48229054815627,4.65766463902977,6.41066695715627
C02255,5.05922803925282,5.16384095966796,4.24279469525282,4.30764110366796
C00078,9.10468830485718,9.67711989308642,6.91973372685718,9.94649443108642
C06742,3.46288479904398,3.621318733383,2.48196095804398,3.819633809383
C02154,3.86948244107248,3.67940855614811,3.58838895107248,4.70856946914811
C04858,8.33332681559624,9.04877991142365,8.13241561459624,8.45385059042365
C07103,1.91919798582457,1.8987540110409,-1.02600895717543,2.5205438040409
C00245,7.29009225267197,6.99430885224253,6.81265736867197,8.52013856924253
C03230,1.87610087170065,2.70784697519321,2.10447745070065,1.27981245019321
C01550,5.94244317567179,6.09311229187931,6.61284107467179,6.70059667587931
C04881,5.07152207446875,4.15572697309875,5.37767786746875,3.24864715209875
C06831,4.2962995353448,4.77023025314499,3.1984677133448,4.24414083214499
C05413,3.11249000033047,3.23466076133711,4.35671865933047,2.45373408233711
C06078,5.73475323170956,5.9926050645955,5.26686743670956,6.3889257695955
C02105,1.26905657498345,1.73454732392973,1.02855494498345,1.23546381592973
C14087,5.22110787285212,5.59524154321375,4.57878339685212,4.00227618121375
C00187,4.02674011641404,4.06593324144736,3.80161811841404,4.32073506944736
C00093,7.39506425049527,7.70235839055149,7.75020466549527,5.71528020955149
C00663,8.02566485694307,8.46897274023615,9.30712862394307,9.44014901223615
C02916,3.54646652580556,3.39229454021292,2.78446349880556,3.60192932121292
C03013,4.50427726733,4.66550015541268,6.28988865133,3.80706236341268
C00831,5.26885837853819,5.1578748619882,5.01942233253819,6.3018074689882
C03925,7.17063573085023,7.39356113680555,9.47014795085023,6.74462331180555
C03690,7.59229183411123,7.51363044591621,6.28131016111123,8.94586497991621
C07760,7.57525991134076,7.54248685672992,8.69995520834076,6.74989094572992
C00363,4.32259282350974,4.5875313678629,4.32168709850974,4.5009019158629
C07301,6.20859308443407,6.06213442892878,7.12202423143407,6.84225465992878
C08920,6.84153481451037,7.07962458647023,7.86515369951037,6.83845503347023
C00413,8.28952748606732,7.96328528722757,7.36360958906732,7.96577638722757
C03045,3.22749676638905,2.86477435326022,2.94149770938905,4.04352966026021
C06108,9.34500025814668,8.7755575201933,8.20889947914668,9.1023053411933
C01092,6.42970860309655,6.56982993475032,7.88237786609655,7.56739322775032
C00346,7.07482514239301,7.13804017177815,8.64067761839301,8.09266261477815
C12142,2.84885673862019,2.01974863401754,1.15336008462019,1.51343525301754
C00459,4.05148946045451,4.38013175969045,3.52875321445451,4.28080941169045
C06869,4.86037483932127,4.62322027734324,4.83726257332127,6.45587430434324
C01353,3.47495361240904,3.08304400331933,5.21050048440904,5.56456348931933
C00020,3.85478059293737,3.91959708811285,4.94072692293737,4.36774599611285
C13813,2.74461602280572,2.98737963440874,4.93347126980572,3.17619119540874
C06547,5.24545308141832,4.98136863345647,6.01279580741832,5.24845689545647
C03269,7.45757906840403,7.25757013596891,6.80830042440403,7.96092753196891
C02477,3.8248539629477,3.62627849785113,3.2316384399477,3.30428503285113
C11043,1.32166377306669,0.563958647608308,-1.28647258293331,3.42596914360831
C08419,5.9956522773168,5.79173535692328,4.5216878493168,6.22470529892328
C05220,6.01296329928675,5.70191140830518,4.81633172928675,7.65487644730518
C14337,6.0472088103416,6.34179240815787,6.1370743273416,6.99618632715787
C09315,6.24989981679855,6.79286124050391,4.90990193979855,5.69556540750391
C05790,-0.961709558756472,-0.956157745849167,-1.29427089075647,-1.77294928584917
C03170,8.77385343861655,8.17196387119327,7.17281150961655,8.04475254019327
C02627,5.91976052072855,6.27697130561617,5.37612362272855,7.07143291761617
C01923,5.78285527919995,5.61033858198883,4.48642665119995,4.56337879798883
C00360,2.6254929699726,2.79438244515725,2.2378193489726,3.71189207515725
C07139,5.88864711834643,5.75270166278595,6.54446846234643,4.48989935878595
C07405,3.49211200486635,3.29287117433805,2.16853523486635,3.95853262933805
C04318,5.4220228473248,5.00997040698004,4.9335541413248,6.06324660198004
C00536,4.72649584014389,5.02651021599572,6.75307469714389,5.73749867099572
C01191,5.02648798930901,4.79096911577248,4.61124990430901,5.29840873677248
C07384,6.36021117409332,6.90280556974309,5.26223173109332,7.97366506474309
C04887,4.88854926698625,5.14512954108704,4.50275417098625,3.33671934608704
C07564,4.00180396287866,4.4464844404435,4.67917510787866,6.9176898254435
C07608,3.34614567290669,2.9919835200411,3.53327591090669,4.0961341760411
C03444,4.42033602605236,4.00475949807683,4.15186471305236,4.48241444107683
C05389,4.01492139214265,4.40938448254068,3.46522743714265,3.82768313454068
C00979,6.95022029730787,6.67074710799394,7.15026202130787,7.86893946999394
C04581,5.19591884173811,4.85746737136424,3.01779845073811,5.31016533536424
C03680,4.00567914749444,3.83772977295835,4.31205953549444,4.00253435995835
C14763,5.8464904759065,5.9562986622346,5.0706142209065,6.5793935702346
C06069,3.96153371030322,4.67656892192146,5.58033159030322,3.18236468192146
C04426,8.83822286019146,9.27263792319106,9.75592610619146,9.41168380019106
C02315,2.51052330199127,2.08945702646947,2.11830869499127,1.18700231846947
C04441,4.67912000845941,4.79408797678423,3.97969879145941,3.95418879478423
C14449,7.04316175225549,7.48563049268356,5.52168211325549,8.31727087568356
C01523,3.73433827029687,3.47327279067415,3.88484529429687,3.97158104567415
C09906,4.59313030913989,4.9233734297847,5.47984632813989,3.7407256637847
C00603,5.82255640758699,6.12253777513534,6.20734580458698,6.25077230313534
C04716,2.97083915771199,3.06290009009137,2.65927141371199,3.78338982709137
C00556,6.99657534105462,7.67594224334705,4.73741056805462,7.49384501534705
C08665,1.7354201906881,1.86176273889818,2.4795717106881,2.18051358189818
C02962,4.53167757620505,3.78203334613002,4.34702940420505,3.58896749813002
C07360,1.68978099703417,1.93229888874495,2.65882730603417,1.97146544074495
C01175,3.33305842309261,3.68466580055426,3.28213662709261,2.95003894155426
C00581,9.61776670174223,9.18052591780386,9.33456718274223,8.39015931080386
C00872,4.47288874233429,4.37790685028557,3.14179043333429,5.31040056628557
C01920,8.99421700518242,8.79756161846804,8.40848357418242,8.91571426246804
C04058,4.51431605668205,4.7608299215574,4.80569187368205,5.0214064345574
C12394,3.89052090724376,3.79194939351978,3.33678613624376,2.20848258551978
C11147,3.94104684900496,4.31049640768913,4.81978296700496,4.14586125668913
C11472,6.4094712971196,6.12021212236413,5.0494040651196,7.99722192236413
C12303,3.12222841421877,3.37601943193833,2.29124923221877,3.82218429493833
C00454,6.75053226713845,7.28304619485687,5.60203020013845,5.93520171185687
C06622,3.51126590926803,3.88365370265742,3.22640895226803,4.38229087565742
C00704,8.45814562473363,9.10157446284177,8.21508284873363,10.9545828348418
C05394,3.37001544465382,3.26706847545759,3.79919662165382,4.04881766045759
C01998,1.6195340317944,1.36913921379636,0.641055167794403,-0.0410418892036379
C02360,7.9818889256748,7.85982779002572,8.4199144376748,8.00903895202572
C10208,6.40726614990962,6.34027140324077,8.73994612590962,6.45125053824077
C06807,3.07461283988509,3.47304720079152,3.91795031588509,2.37881315979152
C05151,2.60492601581148,3.07928671162643,4.03790210881148,3.64113486162643
C02134,4.99824515443748,4.64237467978417,5.37840213743748,3.37781655378417
C00848,6.40201640703358,6.41814036774364,7.19885472203358,6.87002696574364
C02371,4.50531755268792,4.24874337077849,4.76463868468792,3.93770014077849
C04674,4.98744657942588,5.02057166745714,6.74410815342588,5.11736677845714
C01450,5.28932741906531,6.22797986244714,4.01755482206531,5.16083039444714
C04815,6.06489223640827,5.95313741256891,5.74975076940827,4.68008167056891
C12367,2.64792829681518,1.53969511122435,0.54193325981518,3.24907927922435
C07331,9.96730813567092,10.0287789919454,9.20920832167092,8.99156785294542
C01693,2.33666187457272,2.22218142829678,2.51895033457272,3.10088794629678
C06011,2.27846334099917,2.40276498835897,1.99158900999917,3.77176948535897
C01990,4.52981508733495,4.36783878772724,5.04954756633495,4.05037085472724
C01489,4.82089003521428,4.75644205984196,6.09997560621428,4.57998555884196
C14580,5.40165747545967,5.67925130446809,5.21542777045967,4.34661985346809
C01752,4.46926931625313,4.97732812566297,3.87170586825313,5.11053736666297
C00166,4.77997243381755,5.08625810017685,3.71803321381755,6.36283345017685
C05031,4.57243435593045,4.18625361087101,4.63005592493045,5.42396956587101
C00966,6.51189651048308,5.39785239504237,5.55574158648308,4.83504164104237
C09402,4.68954725585681,4.65740100110866,4.77080183785681,4.66111185410866
C03419,4.49398660215155,4.99342854152335,4.00864729015155,4.67268557952335
C05556,1.69739291243322,1.63043690868876,0.974758161433225,1.86951414168876
C04178,1.48094664107521,1.00394464114198,0.924233457075206,3.34665645214198
C03717,4.21442800519189,3.79107641502007,3.86045943519189,3.86996468302007
C16312,3.12697052417201,3.1333519343554,2.77595321417201,3.4998935523554
C00786,1.46951921520463,1.34956702313262,2.42313410520463,2.02637304313262
C00747,1.48137710230005,0.863945464061394,2.57685586830005,0.106551094061394
C12376,6.44496438903466,6.7282326071362,7.81561828503466,6.1595664511362
C13391,5.21180597039807,4.68364630519027,3.67542267339807,4.31847896419027
C08101,5.78027400568348,5.96394038770099,6.83206619068348,6.59444112270099
C06819,1.7120731236049,1.80917886936182,1.3505094416049,2.80733708136182
C03964,3.69037075779492,4.13092139755471,2.75403846779492,4.65528031355471
C17931,4.82171450349079,4.80693908026294,4.55140158449079,4.37385443726294
C12347,3.62117706640102,3.37749781622045,2.21232659740102,4.10546851622045
C04000,5.2847967690084,5.14053910410547,4.6641684490084,5.61132798610547
C07582,3.92662175731737,4.17557158536046,3.78575291031737,4.07850205336046
C04880,7.83917799756106,7.50701215958934,8.28113705856106,6.84278180558934
C04436,6.05147513481041,6.21731506206832,6.04290790881041,5.80455740306832
C07770,4.27999510327921,4.32669817754223,4.53058854427921,5.83344940354223
C11522,5.85110972980298,5.12805767657616,6.24953556280298,5.81036312257616
C06307,4.17742033929682,3.78729320057361,6.39804339929682,3.16190973757361
C06528,7.14184957358889,7.1157253439311,7.56423964058889,7.8631259189311
C07163,7.09364434787855,7.23247649805768,8.94450391087855,7.51376834305768
C02503,4.27885136724213,3.847168344134,3.85809716424213,5.162753954134
C00758,4.50775888953871,4.63911470010024,4.34671811753871,4.56600813810024
C12646,10.2656879890192,10.0476339344029,9.78792640901921,10.7022185094029
C03578,5.16574642821518,5.3630940460942,4.68334047321518,4.5793918310942
