cont1	cont2	bcpd	bcpd2
Arsenite	6.19757705426017	5.7964958679187	3.32052604325608	5.72026852181885
d-Limonene	5.9940852340015	5.95623999717197	5.15625427163696	7.46751343927496
Methidathion	4.08386039744324	4.87092917450105	3.11747915509932	5.98623122906564
Ferricytochrome	6.83493058478487	6.40519042871137	5.95802837124295	7.57491412871274
Cinnamyl alcohol	4.17932337730445	4.23912698786847	3.09139768954602	3.84839108560407
Ergonovine	3.34779431993374	3.93950036391856	3.5059625161147	3.84574518682266
Hypoxanthine	5.09166687466355	4.65075080099848	6.71819685972027	3.61046548925846
(E)-3-(Methoxycarbonyl)pent-2-enedioate	5.04992456193119	4.56987225988097	3.4178852519296	4.51216096333118
Magnesium cation	3.20992255878905	3.02906136808981	2.73318275806445	3.17689296297639
Pentadecanal	3.7020165226304	2.57289778497756	3.81632779033249	2.42411021659591
UDP-L-Ara4FN	3.89057352360808	3.50610798735285	5.9217321546788	4.34457504280857
16-alpha-Hydroxypregnenolone	2.89690629786433	2.31827472103098	3.02540647544729	2.65005323334976
N3'-Acetyl-2-deoxystreptamine antibiotic	4.79333917395606	4.75850574532431	4.44318292724339	3.96571673063705
Pyrimidine	2.13111459833419	2.0197543471629	2.85657246865309	2.22804089662881
Nucleoside triphosphate	2.23876296045268	2.14973022541889	2.32760990649904	1.69683868401616
(-)-Camphor	2.00121494200297	1.92038237846409	1.9963188394166	2.07074942772576
1L-chiro-Inositol	5.04403772013301	4.89525330579314	6.27857314262248	5.06762597657265
Chalcone	5.19992744363115	5.30446082927544	4.35134088024054	5.51935504419545
Lycopene	4.76975874055509	5.49875394419318	7.38367588329779	4.38449303939376
(+)-Medicarpin	4.19692238482411	4.08764624332406	5.31513990365785	5.04640651613324
3-Methyl-cis,cis-hexadienedioate	9.68924681547717	9.84536730950727	9.31291500848286	9.47566990610324
Aromatic amino acid	3.04556631681056	3.38430944545322	0.856222416428294	2.58758860374017
Epimelibiose	6.79446354136785	6.81974529559251	4.82873250309052	7.55804727817103
Streptamine	4.81651541439568	4.70557660013816	5.15280129416336	4.42503339939367
Amine	4.36697725431254	4.69269325692779	4.74516183865971	4.51567130071337
GDP-3,6-dideoxy-D-galactose	2.19421052166457	2.93130631342343	3.7708305707252	3.18549806696132
cis-2-Hydroxycinnamate	4.69081215528231	5.02942720043164	3.76603944001886	5.18887887489221
(+)-8-Hydroxycalamenene	6.28358258045473	6.14555487772593	4.01330700725135	5.45572407956753
1-Pyrroline-4-hydroxy-2-carboxylate	2.18776209534099	1.9144261060439	0.517407284087545	1.95996407943111
UDP-L-arabinose	3.22247297984218	2.77403116414303	2.80420728415959	3.60282833966999
Dihydroergotoxine mesylate	5.23929486857771	5.22810000786001	4.62155861452362	4.88793495210598
Isopimara-7,15-diene	6.85087225708226	7.41307561659252	5.90242401253766	8.45049600311957
Ammonium chloride	3.63934615498003	2.92522039767591	4.70602837172972	0.226324092655564
2'-Hydroxydaidzein	4.7411697795817	5.1343885584882	2.27377452462535	5.98098493350484
Strychnine	5.25083043890237	4.68267135359962	5.2278757772312	4.33349607898907
D-Cathinone	4.57791746017379	5.19055631918721	5.55174166030231	5.73502233385933
(9S,10S)-9,10-Dihydroxyoctadecanoate	6.7427535516886	6.60820312479249	6.85690974383847	6.04230838226715
20alpha-Hydroxycholesterol	8.11736092298663	8.29274575270554	8.2323451293303	8.54237876449036
Estradiol-17beta 3-glucuronide	5.43637651402797	5.30465897196163	4.36078271101319	3.8446453445063
Tetrapentylammonium	5.81230948284942	5.1617158914971	4.67608540175759	5.75753486115842
beta-L-Arabinose 1-phosphate	4.48358529547885	4.41393480332273	4.3459405913477	5.52903590885716
tRNA(Asn)	6.77056819786367	7.19754771461497	6.60652086313111	8.66326587061521
Nitrate	6.11705725888864	6.41282242149496	6.17496229879634	4.91875311403409
Promazine	5.36356884319042	5.43014686765746	5.97847199307851	3.76040549723312
5-Amino-6-(5'-phospho-D-ribitylamino)uracil	7.89627230894772	8.46244437330286	8.4769357050292	7.90151424764653
Naringin	5.74640581881099	5.23088678568615	3.95463861006443	5.1772679355867
6beta-Hydroxytestosterone	4.2098982243513	3.98507358356581	5.28609088473431	2.91387611330438
alpha-Amanitin	4.04494119977036	4.51637673895869	3.93200909723533	3.25671765448004
2-Methyl-3-oxopropanoate	4.67401196164797	4.65825943293707	5.02387638443547	4.19785093600243
(9Z,12Z,15Z)-Octadecatrienoyl-CoA	4.62197915076688	4.7492007801587	5.67399998399511	3.41350596197078
Uracil	5.36272539557587	5.39434677717723	5.32678610715651	4.3290982497271
Clavulone II	6.65233750327587	6.11260775092166	6.11353497238584	5.85946459154572
Galanthamine	5.78883137635086	6.34717956654969	6.51414005451564	6.71299094745557
3-Oxo-5beta-cholanate	6.47716988147983	6.39868879603145	6.72270826004967	8.75611815580849
Smilagenin	4.45773955724377	4.38011107657408	5.32132002110496	4.2068605088709
Naratriptan	4.87681785383973	4.57136577357586	3.14615751140209	4.26882614576841
Pentanamide	6.69887073536349	6.76067514914608	6.24040017534709	6.75304696990849
Anastrozole	2.58354167531629	3.20115217161342	2.64032616584061	3.70231392423451
4alpha-Methylcholesta-8-en-3beta-ol	7.11540408619784	7.21962637323957	4.47018664063251	6.7307517220222
Penciclovir	9.74868804765037	9.90933334737685	9.85388438592714	9.57144402764405
Leukotriene F4	4.1995051512081	3.78055169983405	4.31053746261733	3.48065689381993
Formyl-CoA	6.98323174428333	6.9516888557161	7.18220718195401	5.50065421375125
N-(Acetyloxy)benzenamine	6.92695560486728	6.9829159874027	6.87699671777912	7.17975466781335
D-Galactonate	5.19938586918645	5.27221782470309	5.06754740672398	4.9120419596066
(9Z)-Octadecenoic acid	3.69419564981311	3.83222039096705	3.58083627501667	3.35523729850509
Procainamide	2.27599074342404	2.23564663591919	2.24663369200647	1.36083393008236
Haloalkene	5.9060405034218	6.3756561114709	5.62626318000722	6.59842088251492
16-Methoxy-2,3-dihydro-3-hydroxytabersonine	5.02161540377998	5.24533859332363	1.99924219493631	5.85896483396718
UDP-N-acetyl-6-(alpha-D-galactose-1-phospho)-alpha-D-glucosamine	2.95300655365344	2.97945208590405	4.38421998927658	2.99679801032347
2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	1.76816005802677	2.19789423834243	2.82067542092157	1.49714658132883
Cefprozil	3.27712575884228	2.8747422298946	1.92779702551292	2.52394729242741
6-Deoxoteasterone	6.73159392770483	6.76451889329092	6.32836204153744	5.74448997841106
Paromomycin	2.98168556433209	2.95666954598453	2.3442277794772	4.5256835779747
(2S)-Flavanone	4.72850384681783	5.01744290488831	4.89604985704505	5.56812341910634
Hemoglobin	6.14867402128265	6.2868096574117	4.38494251641226	5.94549328406543
epsilon-Caprolactone	0.204341862836258	0.216719024293687	-0.0664836368287455	-1.26194984311693
Potassium hydroxide	5.56357560657072	5.85267703803865	4.63737480790155	5.89652268764768
11-Oxosteroid	5.08263326652635	5.31253586172878	7.3266881682012	4.32602010340545
Sulfanilamide	1.29875357867574	1.7644058356361	-0.243296009859809	1.39037561093512
alpha,alpha-Trehalose	3.41104565035871	3.18559136388456	2.87026079377549	3.65049031004118
4-Quinolinecarboxylic acid	4.0094274802255	4.17575297279087	4.2407200321803	3.59970294112592
Sedoheptulose 1-phosphate	3.62823825727201	3.25685091850733	4.41340323332948	3.76688643309747
NA	3.8944880815516	3.32053036532966	5.00941102342678	3.65903467864313
Delphinidin	4.79491198246063	4.2303721334061	3.41799426488791	4.77446193363449
2-Methylbenzaldehyde	6.64975699231096	6.59686769556619	7.38126916490598	6.91322686728339
Chitin	4.74407506980311	4.05280433422871	6.18131402039	3.51947521109371
Sulfinate	3.82345899265505	3.80787335565699	2.03548256715221	5.21782891688591
Cephalothin sodium	6.33637697438387	6.55232725484222	7.13584342926387	6.21586936765821
(S)-3-Hydroxyhexadecanoyl-CoA	7.01029664623389	7.25896764132583	7.84319095826377	8.5270833880735
Doxepin	4.71559235403405	4.86160975090197	3.7497225755972	6.10959127678409
2-Hydroxyisophthalic acid	6.72857184895392	6.4923759756445	7.12051919779184	7.78921843468421
3-Deoxyoctulosonyl-lipopolysaccharide	4.95619081277373	4.89702988843333	4.64526294860479	7.12387707356995
3-Oxoglycyrrhetinate	4.47053824686704	4.06379193788657	5.04296246942895	3.94764653532481
(2E,6E)-Farnesol	3.17337393991409	3.30357732812765	3.66954876287949	4.29027649740484
NA	2.7307396363144	3.05253986394739	5.7609107217608	2.85202172675879
Vicianose	6.52911419797099	6.88059879200218	5.04975180865924	5.63094064289763
N-Formyl-D-kynurenine	6.14142027624154	5.6380158460008	5.16276728482095	5.10751734445588
Myrcene	2.29661214252002	2.19232393931087	1.72971719037163	3.87242051123134
Tetradecanoyl-[acp]	0.940229062159707	0.549686692894525	0.612339088816551	-0.887973380102392
Pyrazinamide	6.18095730732538	5.95147476145777	5.16543238333504	7.4444296286033
(Z)-11-Tetradecenoyl-CoA	2.17386007282214	2.18056014908379	2.29177618577449	2.69470703486817
2-Amino-4-oxopentanoic acid	8.22068310192097	8.43757216682801	8.84525383110809	6.85845496452162
3-Ethoxybenzoate	8.68088509378195	8.69469107754562	8.15478138725866	9.0955040042141
2-Butyne-1,4-diol	7.73659581936162	7.96749743810436	9.17286933291244	8.18400651043557
15-OxoETE	2.48885373082087	2.73501347243561	3.37103784030445	2.37261643696844
Hexobarbitone	2.2313058236199	1.92747133720723	3.02330152860808	1.92626854322993
2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	4.96084064148461	5.12175592279636	4.23977770749115	5.81049497163974
Ferrocytochrome b1	5.32517130952509	5.49619138546025	5.27573206980871	6.32898142028945
p-Mercuribenzoate	4.73058329706009	3.96311444286501	5.0443653545055	5.42252795525728
Glutamine	4.83040272410039	4.8080504387459	6.65395061870551	6.35931591389059
Chorismate	3.85407628563296	3.45321490505903	2.88311763657219	4.16804354341127
Benzaldehyde	8.33521287256414	7.79128406408161	9.1634828380418	8.22379541898434
6-Acetamido-3-aminohexanoate	3.84659653033816	4.27580649051875	3.76803703032715	4.33467883089628
2-Aminomuconate semialdehyde	5.60371268617508	5.53253138277733	5.77739495346882	6.80303518496048
Ferrichrome	4.22035534441065	4.11312203813171	3.5149079395052	4.80456423928895
Acanthicifoline	3.38810746241596	3.85036665413738	3.99943373450787	4.27538282008606
(S)-2-Hydroxyglutarate	3.69825221445254	2.94319023421248	4.69815917383539	2.52353692422741
Trimethylamine N-oxide	1.34759460528791	0.910015648771606	1.73018581667613	2.01568542833319
Urdamycin A	4.800337212165	5.74054201867166	5.02056696691176	5.12668058191324
Rodiasine	5.25880693158428	5.31211443240019	4.12430411786419	5.30427289332208
Megestrol acetate	5.83093780581026	5.88232937106247	6.35738889994265	5.50521180722433
S-Adenosyl-L-methionine	7.6230251149204	8.07368026113188	12.25544888467	7.33402378896835
Etomidate	1.68858349799066	1.76888263111801	2.42472300425826	2.25988763981953
Mononucleotide	3.88896221938783	3.84974712329217	2.21836552797222	5.44827485140642
Ethyl (S)-3-hydroxyhexanoate	1.72040508662731	2.04984772773106	1.48413143627488	1.70794250175121
Anthragallol	5.57786121284449	5.8956220319553	4.65917140291776	6.5079070376933
Tamoxifen	9.58350906504548	9.7963275021844	10.6304044924214	11.1312257636397
Acetylbrowniine	6.7441801990581	6.71827727763293	6.30399783627473	5.80833901774553
CMP-3-deoxy-D-manno-octulosonate	4.25977071524593	4.44963078221326	5.55447400189604	5.81506087114464
alpha-D-Glucose	7.59705855652367	7.74706794188827	9.0063569111329	7.226809054589
Acetoacetyl-[acp]	4.68961252874786	4.54047490522149	4.21703294986957	4.32470526680867
Ferricyanide	5.63607111306462	5.96280335049599	4.30969357420126	4.31465212323091
p-Benzoquinone	4.85806354096051	5.0020102361956	4.07667445819777	6.16703796248598
Tomatine	5.36693465380668	5.04077406574335	4.88315136903061	4.2324280946235
N-Ethylammelide	6.55817857963475	7.23409484455995	7.04230837716655	5.62060610574477
Testosterone acetate	2.48660710586597	2.23742768108202	4.18379283598925	2.85175670318541
N-Cyclohexylformamide	8.98657289567742	8.97233007603961	8.23696315542879	10.2037440057764
(3S)-3,6-Diaminohexanoate	4.29844672416095	4.43598126440006	4.13808203130252	3.67736463239101
D-Glucose 6-sulfate	5.80207701069049	6.02346010520049	7.3384031762721	7.01522498289135
1-Nonanol	9.26923704812314	9.73698342845737	9.29521590324756	9.93985323336226
Cobalt-precorrin 5A	4.85546785945614	4.53691736514129	2.57844108049709	3.44593662428892
4-Toluenesulfonamide	3.79524460945925	4.00493086254173	2.05025491036468	2.46019932100839
Cyclobenzaprine	9.10574946597294	9.04515475269093	10.8243415950998	9.65161215557844
Cefsulodin	3.01638985506482	3.14356046473228	2.12995213010706	2.35181797256616
Phosphodimethylethanolamine	5.27062523295556	5.61795292119441	3.39420038155553	4.71001020298237
Isoquinoline	4.08479353613542	3.92431010111355	3.38617048647502	3.72756460924847
Vanillyl alcohol	4.90315766600227	5.60858097459376	5.28915956104317	5.24090824015516
(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene	4.61541208019596	4.75971270645868	3.82438546441391	4.52224123010734
Nicotinate	2.95829286693195	3.60863918202673	2.8933274858923	3.59897474293936
3-Hydroxyisovaleryl-CoA	2.11834646458256	2.14951867246364	3.23718263713601	3.68239272378452
n-Decanohydroxamic acid	6.52333741897532	6.42798742861757	7.09590681810493	6.9990689466097
2-Ethylhexan-1-ol	6.39496531135756	6.23464314370528	6.74051572941158	4.86041456399681
3-Dehydro-L-gulonate	2.89926931322629	2.94931804836115	2.60073888641644	3.70482550172291
beta-Endorphin	2.03254526996662	1.88310177457422	2.93212843047896	2.08288388994421
4-Sulfocatechol	4.94604673996827	4.98342290074383	6.54854108090977	7.33487170557244
Adenosine 2'-phosphate	6.88502980332379	6.47658215364003	5.84362557615594	6.23336858815367
Vobtusine	3.74202092959014	3.8751281223389	5.11346615916318	5.03160059366416
Herniarin	3.73839788202266	3.70631825188807	4.24607545821545	4.26552909427217
4-Hydroxy-2-oxoglutarate	2.95237424010336	3.02046194022795	1.98076116587279	2.66319651623641
Delphinidin 3-O-glucoside	6.57812422441536	6.48820344623466	7.06286209465477	5.77880336726072
Fenoldopam	7.40103237404035	7.23702664843566	8.43248371240717	6.51413676145169
alpha,alpha'-Trehalose 6,6'-bismycolate	7.50514571780286	7.59775933335394	8.28353404085512	6.87458047037865
D-Psicose	3.61194435961346	3.80142198543406	0.904465249400603	3.43529439696043
Cerebrosterol	3.92770273110423	3.47443183758474	3.75241713649366	2.28817734483673
2-Hydroxy-5-methyl-cis,cis-muconate	5.17795314056639	5.30513753337353	4.87519284082846	5.15650108459864
Retinyl ester	7.05898703583759	7.67935380435125	7.54493879856011	6.45380666269451
Cefepime hydrochloride	6.04231729057488	5.9308189871759	6.20536378982105	7.2967829802558
5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde	3.96300147371086	4.24199114567401	5.00142842367194	2.7996223932104
Lysergic acid diethylamide	6.28963535296585	6.63685148673924	6.2583644564431	6.11668701379774
2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	5.64965833362791	5.88891590399373	5.17809353482396	5.39466328282049
Glycerol 1,2-cyclic phosphate	6.0467354030652	5.80324623433569	5.67168601532757	6.43755722195778
Cisplatin	2.00919545932295	1.51759481876637	1.65897847145897	-0.514770984570204
NA	4.88068513606449	4.33004717837981	5.2010690295024	6.31577145050298
2,2',3-Trihydroxydiphenylether	5.35105960096066	5.29367209528597	5.18906092702614	4.1018897436721
Trichloroethene	3.09762313207095	2.44721590369856	1.86628807022986	3.10847545283883
Danthron	5.92822644653467	6.28101085014558	7.11479343027046	7.07907674588726
Bile salt	6.821783995328	7.33528698000064	5.33946767010977	6.66673637521969
3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	3.38760523055883	2.89522236105174	2.15964051715982	3.41296798061168
alpha-D-Mannoside	5.42734275565502	4.58590309246814	5.39738405049232	4.41689747764811
6-Aminohexanoate	2.75929445917001	1.73479255936293	2.27629280005526	0.620270600566462
16-Methoxytabersonine	5.66157555846418	5.65367710846959	6.50691779756437	7.18363329981705
Tangeretin	4.84440578685665	4.82968023861756	3.68479176318843	4.28623770712382
4-Glyceollidin	6.84606935093975	7.09763428903438	6.63777647761983	6.68169089707588
Ceftizoxime sodium	3.50109427697189	3.47380486558344	1.52914548586439	1.63405491182982
Haloperidol	6.70831032555506	6.35148966942896	7.49048040653626	6.89138918135178
Magnesium oxide	4.17625640859013	3.66071683932605	4.85955388887867	4.49248415785972
Dihydrocoumarin	4.93831711619564	4.9226480569935	4.50701958439562	4.30260755734377
Glycocholate	5.70581888898292	5.89797410801245	5.07903051861834	5.56305081866855
(-)-Menthyl O-beta-D-glucoside	7.66562953711764	7.79646163170292	7.8883160792232	8.77520364701942
Iminoglycine	4.2053984292525	5.1394458380967	5.69446262519682	5.75805584471612
Netilmicin	6.42648919476098	7.31806344079738	5.68552037408212	7.03596514991639
Phosphonoformate	1.99019888937548	1.93681331798984	2.23915639579749	1.9340440809992
Glycolaldehyde	3.02607235543282	2.62781537350256	2.3876466919088	3.13506163081003
Nitenpyram	4.95644328776237	4.81992011385709	5.06039366278093	4.63069460415978
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	5.81662583714717	6.10217274676289	5.70142466389975	6.82364940725951
Sulfadiazine	5.85211702459204	6.60655986368651	7.50564923758206	4.64295485927066
Cortisol 21-acetate	2.79766833941352	2.62608012177178	0.345668963204144	1.92640388728971
Ceftizoxime	4.33530062303326	4.56376947222379	2.77856195088404	5.93278473658338
Threonate	5.46041517530598	4.98710180435964	6.84884161407468	4.63094226653708
D-Mannose 1-phosphate	2.65769319017674	3.17943744843674	5.20940560158632	1.17440810991416
16alpha-Hydroxyprogesterone	6.18273907620905	5.87419147470106	5.47987522868802	4.65657152549269
Gibberellin A51	5.29455204513595	5.00722267493031	4.86187376428224	3.79838552719431
Nitrile	5.69590241596508	5.42683715887676	5.04415027692374	3.76993397500001
tRNA(Val)	5.97162715104621	5.54158652219608	5.5996083444583	5.02714135228674
Feruloyl-CoA	3.30453772755542	2.90965944404015	3.35319537050633	3.97795814719953
(+)-Iridodial	6.25394660380892	6.31029039272699	5.44250817533819	7.83337750196323
Amodiaquine	5.9586768394929	5.6534795206845	7.23626983447981	6.15207073753646
3-Ketolactose	7.91048876420226	7.64561964836902	8.17204854403392	8.56440719535964
3-Amino-L-alanine	-0.48130534144963	-0.0418288090172678	-0.946132532241754	0.296413749020674
Phenylacetylglycine	6.53178569460191	6.43010712658564	7.24490860101657	6.42158519497021
tRNA(Ile)	0.282092833970922	0.685520870176831	0.00510302486326375	0.687078017565708
11-Deoxycorticosterone	2.45607572966925	2.48490552616411	1.02669265841307	4.12195177260149
Benomyl	4.14325122602492	3.52173811123874	4.4847789524717	3.85668917273064
E-Phenylitaconyl-CoA	4.12322371301894	3.42701086971387	2.65536406581015	3.29937704848128
1-Deoxy-D-xylulose 5-phosphate	4.07500874513391	4.23784212998242	4.31431563471586	5.93787013513923
Procaine	2.73877666004536	3.07692249279591	3.19403762995251	4.35951135201271
D-Galactosamine	2.35667254885418	1.60896400892034	3.65277725021648	2.29148736630049
2-Phosphoglycolate	5.29793058633466	4.95145201049231	4.70364230539862	5.53797940038602
Pelargonidin 3-O-rutinoside	1.79207613211369	1.83906124482053	1.49136265616028	3.01505978472306
Geldanamycin	5.86851493124651	5.92061439972229	5.60049179748478	4.61547641236585
4-Hydroxyphenacyl alcohol	4.5402720642916	4.72318900431358	3.35191911365052	3.92788599841779
6-Acetyl-D-glucose	6.09819894560751	6.37916706466068	5.46921972706162	6.17969425707836
2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	5.01353913554887	5.12898351829941	5.43731336491205	2.53960586266053
Fexofenadine	1.49826124750535	1.85529662121754	-0.3704070464995	2.25087571413348
1-Alkyl-2-acetyl-sn-glycerol	4.10898813570998	3.92127058610337	5.27075736158991	5.30854526864203
dTDP-D-desosamine	6.04280759903588	6.85365235161777	5.10032588408591	7.49771554801924
4-(Benzyloxyl)phenol	5.83138353117663	5.91065709911343	5.93063813609283	5.98524265065185
Pidolic acid	7.01625889991345	7.48734351077132	6.61932319220588	7.78290186659042
Coproporphyrin III	6.38140125687394	6.19093452854083	7.73943399194542	6.33616362280155
Ellagic acid	3.10338975937038	3.06104074387746	3.48010188206069	2.76322790103677
2,5-Didehydro-D-gluconate	4.0698677094892	4.36817434728495	5.08519927537258	5.35615868989275
S-Formylmycothiol	7.50971398439576	7.14336381457695	6.502032729564	5.81788957122684
5-Hydroxyectoine	5.66751528471243	5.63207459686103	6.39148559123647	7.10766270286815
Morphine	5.40537571726442	5.25374099852356	4.51715031964665	4.53462826383308
Streptonigrin	7.84048076310172	7.75329366753556	10.3443649620743	7.3410095676618
11-cis-Retinol	5.97908803208925	5.96516261930192	7.38677940771512	6.52030148157032
D-Ribulose	3.7288982952747	3.19160932772725	4.43071979908655	3.73133628387504
Prenol	7.99813367621601	7.11305329248126	7.91924594065279	7.60024812317921
Gypsogenin 3-O-rhamnosylglucuronide	9.76931256905471	9.86212406044534	9.49123410623471	10.8242301286709
Paraquat	5.0297588347886	5.00230928198228	4.3004281308232	4.57555505583684
(R)-Lactate	7.30098252216341	7.1399777911789	6.95201702557656	6.83916185228019
Galactose	3.24094395620568	3.25878203187984	2.9843878152447	3.57556677777424
D-Tagaturonate	2.05081384939508	1.69464916716608	3.52822737175654	0.198391209658199
N(alpha)-gamma-L-Glutamylhistamine	4.59820191759475	4.39603030971065	5.79839875884153	4.39326194224032
Sulfadoxine	1.99856234275513	2.68083054082889	0.546459048923279	1.32105514313858
Cardiolipin	8.94665664132863	8.54466307982774	9.6514894593361	9.39154827492881
6-Hydroxyprotopine	6.18565562846318	5.83314959161183	7.36540965466314	6.49873842451681
L-Aspartate 4-semialdehyde	3.20440813736807	3.43894905931783	3.02648700594265	3.24252870146185
Guanidinoproclavaminic acid	9.13617226050656	9.04472838834431	9.95327740715114	9.49526625549704
Antibiotic G-418	4.17699641752558	3.88778360309819	3.76136444735769	5.6214267905545
6-Benzylaminopurine	5.1001863648681	5.71963313584757	6.25680241369443	5.53620508315175
Vellosimine	4.70160615030951	5.19028633937904	5.10030136543802	6.10015836820786
L-Glycol	5.06623008013376	4.91040660989724	3.99621500648957	4.15553516814946
2-Deoxy-scyllo-inosamine	5.96095278107782	6.54975591869152	6.10918209396888	5.23367728002548
Epirubicin	2.80265859866434	2.98908597734392	4.11498790974112	3.01096026749239
Geranyl diphosphate	5.66629235587215	5.69383799396698	5.7786291392152	6.00019152070394
(6Z,9Z,12Z,15Z)-Octadecatetraenoyl-CoA	2.45393435113741	2.20163232061769	1.41366460582642	4.49523728334487
Propane-2-thiol	3.99622996889606	3.87035681442839	3.46089533978881	1.50927981952638
Quercitrin	4.86876739626358	4.81849717239292	5.74149091635383	3.32170611038074
NA	1.68629242999972	2.05919229494741	1.73760149098023	3.11662544449538
Diltiazem	4.98371231536721	5.08068469669191	5.26653254972625	5.86664044369206
3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	6.84118596232488	6.87027390483865	5.50889445544068	6.98284087194472
16-Epivellosimine	5.76645268546284	4.97996548581364	5.710142076123	4.45947215854976
20-OH-Leukotriene B4	3.53882272835723	3.55923722415273	4.1102185806315	2.7183743372446
Caffeate	6.40666260446646	6.0593566761546	7.06786689608099	7.83270878611795
Laurenobiolide	4.16275519670926	3.92012762528658	5.09004410370873	5.10886371173834
1-Butanol	7.93485921639447	8.07500952064773	8.97516724098269	7.77152920348304
Lead	5.16083254292297	5.06954588384293	5.0403254027558	5.40160975116668
Thiethylperazine	4.69634916703822	4.85547693805683	5.06044411019956	5.3284205110008
beta-Carotene	7.03084120172293	7.21409136620867	6.75976455052542	7.61057134848671
Long-chain fatty acid	5.65607946365625	5.69592464356208	6.09906866346186	6.19183059082198
Dehydro-D-arabinono-1,4-lactone	3.84605365440028	4.31276722151388	4.8749231527113	5.94861262994824
Tridihexethyl iodide	7.61861979760675	7.62857544828393	6.39294632750943	7.56970446443746
Alfentanil	2.72642182286436	2.58896392800993	4.52952624189009	3.24191852479124
Dicarboxylate	3.23867217217067	2.97737693043728	3.00938245579527	3.0467555851064
(S)-3-Hydroxydodecanoyl-CoA	4.02883397072547	4.4056193910493	4.60096158576364	6.31405546144406
Ammodendrine	5.45486561097028	5.6735368237867	6.6508286485494	6.6531283866361
Dimethylamine	4.86707730204197	4.71906316073069	4.92611223021042	4.91609865560536
dTDP-4-acetamido-4,6-dideoxy-D-glucose	5.70322718194844	5.01196979107155	5.66021673418946	5.21156845595463
Fenofibrate	6.37250549634566	7.03824567819857	4.45299272063406	5.11520889328669
GDP-6-deoxy-D-mannose	4.40275173381883	4.70347205483761	5.2158197731923	5.30477281598115
Anthrafravic acid	9.17787791074131	9.86035261781675	8.5135212679808	11.9131550893732
tRNA(Pro)	0.570698124653579	0.88086806392555	0.325064970641379	-0.329241562720318
2-Oxoadipate	2.51861043926363	3.28440162505895	2.44060856977855	2.88148266319722
n-Butyl-2-cyanoacrylate	6.52722143464771	5.93141828575009	7.17574746169384	6.04350309079856
5'-Methylthioadenosine	5.30204296138621	5.72617861599385	6.33336782628523	6.36153797272876
Phosphorus	5.48453560837481	4.92678640512888	4.92268415593072	4.34015310027408
10-Formyltetrahydrofolylpolyglutamate	5.94515914476149	5.2656242990469	4.89068341576739	4.9691798483613
gamma-Linolenoyl-CoA	4.00398134434392	4.21497247753909	4.38189166806132	4.25428809301171
Acrolein	3.76797262976644	4.3532615857899	4.60414916971594	6.93634054460162
Deoxyloganin	5.04145609645532	4.62081057968076	4.84339273463633	3.26682395006837
(E)-4-(Trimethylammonio)but-2-enoate	4.17433654324897	3.94762018545768	3.87182832679923	1.74966244453423
Porphyrin	5.82425698260273	5.85584903655946	6.13368737373442	6.53240321055146
5-FU	2.32347838007067	2.51501118989413	1.38335626783414	2.10836050358826
Cyanuric acid	2.04033147205674	2.26168700660577	2.41613398191833	1.53031400179121
Dihydrolipoate	7.05669314472287	7.43259622770907	7.15459048800667	8.14696834729522
Hexadecanal	0.557897830419483	1.29880381003609	0.564981972640799	2.26697404668084
Rubber particle	1.72288473969883	2.11908193622513	2.19200672046541	2.90452328895557
Phosphoribosyl-AMP	5.71447886336705	5.27091504938877	6.98864654158743	8.23322673447043
2,6-Dihydroxyphenylacetate	5.05256743761294	5.08565611283956	5.08815163314873	7.21548359603296
5-Aminoimidazole	4.704626552522	4.57160058877979	5.10395427364796	4.54528518570818
Acrifoline	6.61622355492	6.75021010182836	6.5565204415552	5.96713840076431
Tritriacontane	3.85173201824376	3.94721495781053	2.42851662729769	5.64012554083584
Amobarbital	6.16481913552066	5.97192944434143	6.62423077399428	5.44358039399212
Fe-enterobactin	3.05589945910861	2.72556071969861	2.20376856709154	2.52603190598419
Clavulanic acid	8.67392670881178	8.04382197567783	8.94205623920132	7.3322745318289
Propazine	7.40172512837671	7.37574242550556	8.08224786842846	6.97485734230509
para-(Dimethylamino)azobenzene	7.13636162353938	6.5639865921512	8.53136652551818	6.43287210948295
Pyrethrin I	6.2701204231453	6.52665793662567	6.32344249788963	5.52672245996928
N-Acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-D-galactosaminyl-R	7.57377424274848	7.25826249759761	7.82549855280115	7.19056400099616
Celecoxib	6.24350096264159	6.85762262154488	5.91101028293463	6.6745720779797
Isoniazid	6.33035071867929	6.30946037976172	6.59482752206821	6.47403936867483
Homogentisate	-0.246219416121895	-0.702583427361624	-0.296486499954327	-1.46916859188344
Androstanediol	3.79780996266621	3.78144292504025	3.81432432137053	3.40964709764709
