Compound ID,cont1,cont2,exp1,exp2
C02083,4.373414229,4.3165327,3.775596569,5.238108416
C02485,3.23865854,3.58437291,2.981482951,3.585692104
C03049,4.161426217,4.15266438,3.170237027,5.840145285
C16436,2.034496644,1.928604293,0.818227072,0.929224537
C01593,3.605363601,3.240038389,4.368868271,3.303223762
C01124,7.269930177,6.816078105,7.917905885,6.885186711
C02801,7.22386369,7.52968653,8.049438357,6.126748498
C01023,3.258444733,3.486728788,3.430822028,2.487489224
C07309,5.42146317,4.880785599,4.395646536,5.004521022
C03986,5.138791295,4.326837107,5.014097211,3.574207972
C03579,1.674702294,1.910893756,3.913899638,2.018855314
C12989,6.62167996,6.056451975,6.554074362,5.652903386
C00735,1.175308408,1.819445028,1.528247794,1.241760674
C11542,2.506493142,3.242670161,3.831952112,5.225507465
C06771,6.99630889,7.543628054,6.629166052,8.749745471
C03747,3.918254511,3.416025257,3.913061045,3.625207726
C04099,4.567248418,4.013509583,4.710158447,4.448866117
C05898,1.756125414,1.748293543,1.071147948,1.704183528
C05868,2.098072069,2.163106331,2.843760606,1.754545694
C09276,5.701819461,5.647936121,5.182967944,4.770425889
C02230,4.650906143,4.616986687,4.764789098,2.438310083
C06506,3.81714306,3.587958317,1.354335566,1.516046181
C04333,2.331945478,2.998988053,1.150221467,2.585039308
C06442,2.805402998,2.574722304,2.724099178,2.380106192
C01962,9.072207219,9.192949756,9.303414977,8.875784901
C07042,4.347020813,4.191091882,3.593502113,3.612672147
C09762,6.548010424,6.225631917,7.0193288,5.442642974
C00774,6.570012801,6.309663244,5.367018687,6.732407173
C05267,6.526492161,5.796011082,5.974120076,7.176913004
C02088,5.589617519,5.549684962,6.402421037,6.061165309
C04036,2.495288152,2.547049538,2.178123297,2.346996122
C01874,2.980992494,3.147180056,2.696260876,2.763338118
C02517,6.502782389,7.027387412,6.693991581,6.509719859
C03885,2.383292975,1.721009674,2.8433768,2.363526401
C11625,6.055080194,5.832872638,5.26325509,5.618288891
C14822,3.932920853,3.27700187,4.046029905,1.740690876
C03499,4.203247972,4.318820214,3.499699689,6.184282668
C09844,3.420861099,4.337562912,2.051989095,4.601918348
C12629,4.539717727,4.888553767,3.423627887,4.927635454
C04744,6.754369683,6.606323826,7.329786697,5.262580148
C03097,5.907466355,6.426878066,7.554332018,6.937414203
C00216,4.535071705,4.47299421,4.252212283,5.673675722
C08255,6.740011049,6.867225272,6.954853815,6.868264939
C06902,8.312007468,8.283620176,7.212019745,7.122064496
C16695,4.987262142,5.060649073,4.481794135,5.442140797
C04648,5.940978906,6.252614622,3.940730834,8.021124236
C11099,5.556437298,5.053758719,4.514092204,4.66088234
C14784,3.044194118,3.841508697,3.362757412,2.688291047
C01602,3.146827716,3.006517061,3.130508324,4.154904722
C00026,8.839540925,8.999956327,8.902275309,10.69788119
C00139,6.762555576,7.616402985,6.376526945,7.911168118
C08044,6.484163544,6.455257116,6.558003361,6.411147101
C12599,5.295146808,5.05419573,5.526636301,3.163153316
C14175,5.97077713,6.791927023,7.169084416,6.903200757
C02502,5.303712079,4.90699005,6.069265747,7.24917528
C01401,5.083997508,5.138122555,4.44122099,2.681253129
C01370,5.446844624,5.263803331,6.459185145,6.603766488
C02884,2.979069828,2.959701361,2.35436615,3.161299746
C01949,9.802444204,9.72552662,9.682231058,11.5808902
C07427,6.603923581,6.195582154,7.373834248,5.649489226
C03599,4.497584082,3.921253375,5.813537112,4.149258511
C03065,7.425778742,7.730446225,7.461953882,7.044778594
C14515,3.745483828,4.02447689,4.348016602,4.822324845
C06527,8.422317015,8.002170878,10.11611558,7.72665336
C04628,4.211252894,3.617761948,5.800207591,4.314790929
C00506,0.357018287,0.346227635,0.078647975,-0.99491773
C02605,7.728238391,8.105244351,7.761015869,7.884808459
C06623,7.264458265,7.012862451,8.025840193,6.922629448
C01165,3.451367361,3.199046938,2.864656671,2.283468603
C06805,2.179250068,1.769724916,1.429437226,1.330711977
C02543,1.330944839,1.646569683,0.71618087,1.927249983
C01109,4.461972924,4.942179399,4.08812762,4.964513919
C02530,1.332142845,1.833171989,2.236706257,1.149985637
C11917,3.371063962,3.093452834,2.698919378,1.99946027
C09816,5.327144245,5.112684791,4.698364832,6.010808101
C00129,6.711038444,6.746629072,7.595757226,7.370335603
C06723,3.360073746,3.771871153,2.794879047,1.244056032
C06546,4.75279448,4.961257938,4.620514588,6.42374832
C10998,5.509896472,5.302496767,4.945695197,4.200678199
C01314,8.437852676,8.695779747,8.080669367,6.90303106
C09803,3.082912945,3.212844612,0.932791608,1.231623125
C05842,1.791379476,2.000726557,1.581058612,3.9379456
C11306,1.308781157,0.710620248,1.385897361,0.766545463
C03149,6.111474371,6.087611398,6.815533865,4.789528792
C11581,4.879761617,4.949973537,4.918843304,6.043952087
C14704,6.544172609,6.163697235,5.484734489,6.92364388
C14573,4.718321226,4.903966515,5.955369738,7.285274691
C06720,5.786187851,6.15054465,7.479986416,5.443617717
C12317,5.448437148,5.125958194,6.87570617,5.264015392
C00593,5.04708397,5.132552521,5.880609096,3.848897275
C15740,3.75407468,3.305933572,4.140835151,2.637943845
C01576,7.524018761,7.656333873,7.689474084,8.65832085
C04303,4.188451914,4.157333072,4.483177638,3.431396485
C01228,6.333527543,6.702741413,4.430387811,6.548134179
C11189,5.329278309,5.029497164,4.169429272,4.260140619
C05675,8.56304895,8.904711015,7.994313697,9.946031759
C00398,6.422427929,6.25767921,6.809698023,6.333219051
C05704,4.324617688,4.312281112,4.026233107,3.544887509
C06680,4.981702095,5.122865873,2.838011808,2.827819518
C00212,4.749381583,5.282507491,4.892291612,6.437398153
C05782,0.818307806,0.659387492,0.995425809,0.307134928
C00029,8.39478779,8.680085629,6.335427118,9.546475811
C06419,7.127762309,6.525802087,7.22507561,4.525554015
C03228,3.466766728,3.071981199,4.550217258,3.303188957
C12219,5.764015118,5.755303776,5.318750902,6.239492436
C02133,5.483791807,5.647116975,2.448193423,5.148994585
C08229,2.734481178,2.904904583,3.010329989,3.214485633
C14771,7.979814827,7.539348495,9.063807191,7.834113628
C02441,4.50350579,4.370565915,3.826127268,4.26237408
C15874,5.367167416,5.459250451,4.653990532,5.589031384
C08896,5.809742019,5.341280657,5.292934763,4.758683315
C03031,3.011751061,3.248298877,4.271727555,3.662981183
C04833,2.829141341,2.88805175,3.536179651,1.441433623
C15853,4.902914891,5.042095374,4.477160516,6.064760434
C12831,6.152171201,6.346496631,3.925368224,6.616122952
C12935,5.147661064,4.808568609,5.117275379,4.791434281
C00990,6.411891143,6.662680463,7.017972901,7.702313706
C00108,5.669960207,5.861695575,5.839141845,5.207783032
C11935,6.090775612,6.672873365,5.476654861,7.398680852
C07837,2.194188188,1.09792712,2.928569837,0.495886353
C02336,6.354107782,6.660464921,7.811618415,6.229797958
C00552,3.420399108,2.476817675,2.679888932,1.557945426
C12661,4.068542221,3.559757367,3.258340351,4.431926526
C07612,4.79029587,4.618946115,6.076049598,2.551679451
C00184,1.704297825,1.528942568,2.019753434,1.193750513
C09719,4.800926096,4.615927845,4.162638481,4.625318455
C11502,4.120284726,3.668040058,2.624560276,3.782261281
C16149,3.562977096,3.034311606,4.079063843,2.923730753
C06730,3.890804807,3.950390925,5.402625585,3.809091605
C03366,7.490978354,6.84939358,6.207323107,7.552840403
C05568,2.482157298,2.655860284,4.181371668,1.07695381
C03256,4.569231037,4.47728545,4.291764503,5.706924171
C00555,0.05607658,0.275716369,0.766368673,0.722826605
C00250,3.65166136,3.654369187,2.743198545,4.554579967
C11715,3.997405629,3.297057879,3.395364862,2.801632968
C01150,8.084651576,7.906449203,8.533520019,7.895021484
C02356,3.07596387,3.284525389,1.932599494,3.617101762
C02006,3.255640927,3.421917633,3.722248251,3.156398567
C00787,2.204740764,2.607992544,3.937855549,2.737773477
C06672,5.359610334,5.635890585,5.107447164,6.895429448
C01579,7.308183976,6.928861927,8.449640733,6.082750667
C00540,2.60293278,2.416906322,1.974009187,3.133349887
C09690,4.148551197,4.650493994,5.554345833,3.9834872
C00287,7.732617218,7.866120275,8.324975029,7.581388656
C01910,3.631405211,3.712480354,4.418351668,4.315336681
C03766,6.371024417,6.939120569,5.668062976,5.649319636
C03574,5.779007086,5.974824692,6.135435367,5.124350091
C07871,2.389208152,2.134987811,1.832993503,2.780018627
C06342,7.433776022,8.033402757,6.834821089,7.43583043
C07212,6.590348037,7.54421055,6.241318631,6.44570409
C00900,4.023594981,4.029546748,4.167590094,3.437158744
C07529,3.192013091,3.652209595,3.873566261,3.490051923
C13110,4.219163164,3.867351955,4.793609281,1.882799292
C06398,6.62812683,6.0382896,6.333303327,6.187656205
C02380,3.87150144,3.791141823,2.863828304,5.030419511
C04216,1.251589362,0.651301831,1.517373946,0.209790545
C00054,4.714190578,5.503521906,4.220088747,4.083059453
C01719,6.543808019,6.780939145,8.312752676,5.850556518
C14366,2.68176414,2.322645767,3.025204929,2.874235695
C07974,4.524168945,5.351403397,5.229918056,5.508017183
C01040,2.555613348,2.391012631,3.394349912,2.801630084
C08319,5.233612426,5.253649699,5.7717534,8.080346955
C00417,4.735000744,4.675321974,4.51669283,5.191408721
C09306,4.932630448,4.945876464,5.036989411,2.347167931
C04300,3.755347164,3.94753772,2.612083301,4.22821802
C05339,3.581273077,3.141804797,1.867318327,4.503938137
C11002,6.742890829,6.8761493,8.17749506,6.285414912
C00258,5.210276038,4.701062908,5.773858247,5.789579311
C04655,4.626129465,4.425375459,3.959720051,2.674723052
C09824,-1.426377065,-1.452623586,-1.200774439,-2.177807168
C06616,2.448762594,1.78602108,4.007132284,1.25300873
C01044,6.525812636,6.522555099,5.344169748,6.039947205
C01678,4.186369713,4.554606906,2.638286828,4.442558047
C02116,2.583364432,2.736654969,1.480318035,2.715831163
C02811,4.121354686,3.829119232,3.303120323,4.143587201
C13742,4.248838508,4.530171029,3.057580377,4.891796356
C08278,3.99711521,3.829666249,3.470635925,3.222365468
C09767,5.993225152,6.580196995,6.844451669,6.114077458
C01488,8.041761876,8.073928385,8.230941902,9.5515381
C05774,6.976183656,6.915453489,8.23854733,8.176471809
C00362,7.492245068,7.898413308,8.054355749,8.392542649
C07340,4.340265345,4.471481238,6.214996785,3.906286538
C02066,6.688689428,6.457900159,7.767018811,6.203271941
C00573,3.03784849,3.561572449,3.284088109,5.043758883
C06586,4.72155719,4.266841554,4.114104491,4.882109298
C12294,9.370875813,9.018610247,9.537192767,8.740045605
C14221,4.97434398,4.780110774,5.247319248,4.709614707
C07088,4.389382148,4.48035527,3.174488181,3.259588287
C00604,3.831573079,3.804988539,2.927758717,4.118962701
C03738,6.542537004,6.68318244,5.770944715,7.19697862
C00668,9.212378724,9.486879823,6.454405734,9.1730317
C11390,5.824314074,5.70486442,4.607037446,5.37335181
C16513,4.477470244,5.313045826,5.434602556,6.460237068
C05615,9.147567292,8.261706917,7.93129772,8.041881982
C07319,3.442339553,2.946061641,3.250217238,2.661330022
C18413,7.263065027,7.568509313,6.475206043,6.883531847
C02946,4.157309744,4.217718336,4.598464814,4.31798525
C07669,2.95650526,3.053412382,2.336047694,2.540066293
C07609,7.436610757,7.625642586,8.108544445,6.899706
C01988,1.40047865,1.201274919,2.421728093,1.065019216
C05361,4.383500123,4.137094649,5.028897789,7.058040794
C00969,5.031030487,5.039321706,4.807572314,3.306836922
C16168,4.115364563,3.950231871,4.671876226,5.439806393
C00240,1.723984534,1.888835931,1.567723757,1.458111837
C01017,3.717197688,3.181893364,3.400234327,3.850925091
C04702,1.885928511,1.293994806,2.029423468,4.040596391
C03536,8.846327306,9.257665935,9.193737936,8.998850993
C00265,1.286340743,0.397920309,-1.749257641,-1.24666154
C11721,0.787763129,0.132340077,-0.507210496,1.144403629
C06266,6.395297054,6.538192827,6.005333661,5.384957656
C03691,6.814888815,6.825402303,6.616557031,5.397352466
C02845,4.608023602,4.548948913,5.31556896,5.681883965
C08216,4.586359024,4.909603735,4.462524183,4.657440566
C02846,6.450086341,6.220432745,7.566051712,6.707011492
C00655,7.797437911,8.030401738,7.869489351,8.406804338
C02101,1.818889701,1.430069593,2.176379831,1.29939685
C00247,7.608994153,8.343779495,5.263774659,6.848055045
C07295,5.392023467,5.872368493,5.248854812,5.977752726
C15520,4.321313109,4.748585434,4.447354554,4.450869303
C04293,7.53028828,7.784312365,7.812751613,9.028940102
C00023,6.87954737,7.394302219,5.831260795,7.53549347
C11506,7.555904972,7.804605164,8.705523918,8.034911813
C04485,4.417679713,4.683749856,5.798581635,3.449183665
C03588,6.552344899,5.503101016,7.491787665,5.485911551
C11901,5.591451266,5.351013259,3.568368579,3.006716349
C12490,3.96560089,4.371369703,3.943645929,5.577730789
C10329,8.514466049,8.458930111,8.45834105,8.648662301
C03212,5.323453638,5.336978148,6.881252706,5.867048173
C00840,4.890631248,5.096962794,2.906078585,7.818327906
C04103,6.057943201,6.027910146,5.511399976,5.176690469
C01716,5.779469043,5.498887628,5.099595072,7.736502579
C04280,3.58845717,3.148227239,4.334145707,3.064445641
C03360,4.89364305,4.00293742,3.848149374,3.921707087
C01917,10.21288898,10.13902896,9.513211903,7.708434788
C00318,4.85481379,5.055472954,5.102941349,4.704696302
C00009,4.407456217,4.172578222,1.756017952,4.990119211
C00151,6.468660672,6.691118634,5.870198165,8.902599573
C11164,5.802961493,6.116459013,4.65499656,5.117079257
C11136,3.923397848,4.083549971,4.372266291,2.739806293
C00028,2.834554378,1.921781793,5.257075493,2.131186049
C01849,6.695602815,6.612725612,7.621897842,8.298307148
C02582,5.23769003,5.343107981,3.919210803,5.045451409
C12242,5.964494446,6.008459664,5.295957984,5.926584075
C01262,4.417350391,4.672405316,4.444644373,4.403718179
C12631,1.695779457,1.621995979,1.078674305,3.589723851
C05341,5.138189197,5.380987555,4.354262574,5.025791835
C08862,9.7811534,9.476083179,10.49144549,9.632699622
C07275,2.076456627,2.343813893,1.529913402,2.731069202
C02991,3.030387415,3.018966072,4.799332071,2.650863147
C02656,2.327892511,2.242761971,2.826715937,3.855931391
C00628,4.269736777,5.295773131,4.48579297,5.345864245
C00086,7.762908496,7.49762516,6.911688819,6.556966849
C04037,4.693365488,5.606096862,4.637074345,4.998785681
C14365,4.488856732,4.689819933,3.076491249,5.523345059
C04608,2.422745793,2.501224255,2.040354503,1.235402123
C05455,5.130532834,5.33200086,4.242855209,4.382080958
C11251,7.070652843,6.502920626,7.805756001,7.729445355
C10390,9.520431584,10.26285723,8.361306634,9.007785996
C03996,7.629392551,8.509846422,7.16899757,7.425103559
C02261,3.259953309,3.210780825,2.195343956,4.722601603
C14512,3.993739929,3.614429185,3.531891465,4.874405678
C02077,6.214911111,5.761239479,4.902373366,5.488505316
C00195,4.979917167,4.711589207,2.466827147,3.917300303
C00837,5.550660599,5.279432229,3.85857953,5.689287596
C00898,2.375402433,2.507189575,1.681690929,3.113271333
C00936,4.146940265,3.979642995,2.621982865,4.447278988
C04563,3.147191505,1.678671532,2.952575393,-0.755100057
C11171,3.142884151,2.730992604,3.588636952,1.60471626
C04861,3.562198796,3.392698768,2.843856161,3.176319376
C14328,4.170418861,4.539960079,5.009231816,4.755748023
C02221,4.988664214,4.713017559,4.124631716,3.387746978
C01001,6.266897839,5.817482164,5.278627922,5.843087255
C02106,3.981638453,4.497171834,5.005748921,5.21078008
C00481,3.285982761,3.672446908,5.268820065,3.138538121
C01761,8.232335154,7.664515863,10.44533793,8.14804108
C06686,6.987732814,7.048321236,6.423248843,6.616850037
C09869,6.393691719,5.60613079,5.345405144,4.654060743
C09846,8.399941346,8.74604203,8.771670223,9.383038236
C02235,3.044516109,2.236301227,3.211314918,2.787596871
C14309,9.097635164,8.783352452,10.12160439,8.657482435
C00374,7.452898648,7.752666935,8.715262322,6.813542658
C05955,5.614046024,5.165468283,4.637333221,5.454914928
C04286,6.248665968,6.425797624,6.4393834,6.741253233
C11922,5.122682885,5.412239596,4.515230186,5.791117077
C01097,4.778348417,4.501026922,4.529707185,3.025832153
C14811,1.84753288,1.965146008,1.49313475,0.509907702
C12630,6.485179692,6.746635997,6.516547992,6.360146457
C06728,9.284646796,9.058444818,8.719626239,9.248177009
C01432,9.179545913,9.26752519,10.13712149,8.252265168
C06353,5.339588654,4.872913922,7.205611296,4.624137223
C02666,4.784244422,4.911764567,6.064665423,5.783259845
C08721,5.363988989,4.994260378,5.260410065,6.497090025
C02822,7.291856357,7.331376009,6.268997784,8.129311735
C04359,7.954597645,7.810194249,6.137484712,9.382536991
C10700,5.815888305,5.460772429,6.319755623,4.421759074
C00996,7.22855747,7.948202099,7.845230484,8.444633153
C00036,4.945848312,5.027924936,4.284448947,4.453800649
C03752,5.995444407,6.599600829,6.612298834,5.815674207
C11798,7.371280027,7.301874174,7.307734422,7.230983944
C02693,12.27914725,11.9369644,13.8886082,12.84455054
C13622,4.891994809,4.711039938,6.628889962,4.820105639
C14359,3.663705366,3.694270214,3.144853849,1.760080456
C11643,5.891615915,6.77421356,4.344163844,6.969854858
C04719,4.188349507,4.074496228,2.799676636,3.193482849
C02762,6.270566289,6.745574982,7.767690722,8.444789352
C00533,5.682496798,5.519397736,6.299169812,6.32247107
C07666,7.632334326,8.031360975,6.715432924,8.316366289
C01090,3.080447033,2.692739937,1.956979578,0.290257926
C08797,2.588849577,2.892299618,3.584532169,0.818810705
C00992,8.135146116,8.168246405,8.63157717,9.094541432
C03156,5.4505716,5.062992192,5.080286467,6.146984556
C09286,3.155178685,3.557785522,2.166358743,3.80591308
C11249,2.852455179,2.76549397,2.353964036,2.403844908
C18620,3.895283429,3.548902073,4.063711068,1.818718102
C04576,6.180922802,5.592465823,5.615902245,7.133108309
C07052,3.945449179,4.806341268,4.125106273,3.943236545
C02975,7.683692328,8.320631268,7.463461716,8.525067913
C16922,5.487689257,5.479283152,5.763538068,6.41106081
C04758,5.391761579,6.085559511,5.345485547,5.743062945
C09894,4.968960543,5.102335307,5.369614398,4.321811192
C07290,4.404845344,3.988653555,5.537475551,4.424933281
C06980,4.664641706,4.858069339,3.863747496,5.142116046
C02306,7.31295716,7.180003803,6.049283158,7.932492466
C04844,2.322471982,2.69011348,1.684184366,4.823664031
C06589,7.173537551,7.030614887,6.566835658,7.811910212
C06877,4.298631607,4.770250324,2.991048429,6.665077569
C00783,6.469446489,6.829418082,5.778929348,5.534783208
C02347,4.883171032,4.782746642,5.770819855,5.439693132
C06789,2.308374191,2.572254537,2.776286831,3.797104517
C13207,5.693810539,4.954486319,5.212978811,4.878685124
C00436,3.723190706,3.470248561,3.760450808,3.492583081
C13719,7.248784709,7.458515295,6.570009039,8.651854629
C08735,3.344533938,3.00988415,0.949750454,5.229346442
C13880,1.424439725,0.45931184,2.50510501,0.277336653
C02992,3.291979995,3.164894584,0.840497834,3.329160618
C04285,3.855954555,3.740109798,5.073152449,4.34815198
C07063,3.348138643,3.106560365,2.232048803,0.578831689
C00890,4.524831812,3.844327715,4.844501907,4.857498503
C10498,3.809347008,3.982455801,4.233229052,4.71080773
C02989,4.17851561,4.607964624,4.583387722,5.140359793
C07443,5.655982877,5.831388797,6.805601823,7.09136529
C02017,2.672706777,2.928964345,2.203236385,2.37659226
C01368,6.52035533,6.994048773,7.098060954,6.742355151
C08877,4.994888328,5.07214092,5.187978922,5.228757363
C02132,4.923544458,5.269439601,8.174967006,3.844533533
C01421,0.92752516,0.917104124,0.899387308,2.56497157
C04006,4.397541841,3.826176978,4.293962917,4.503452218
C11108,3.888707791,3.827798609,3.704272787,4.676764017
C04631,6.694590831,6.640419642,8.493047905,6.801833898
C04922,7.781641022,8.666404029,8.401453002,8.211569948
C00521,7.46249243,7.197937445,6.580757006,6.264413794
C04351,2.773325076,3.025067549,2.376885599,3.777342967
C05819,3.407892215,3.298992096,2.743476586,3.688643767
C15606,4.820960246,4.534076951,4.577651311,4.745538866
C00293,2.880686224,2.802555754,3.859408794,4.142518911
C05682,1.791375612,2.316681293,1.524131031,0.961312318
C06536,6.582701332,6.587774302,7.055446733,7.4619394
C14610,5.136313056,4.686628419,5.974624395,4.916691751
C06407,6.228791999,6.571443212,6.803486045,5.441154928
C01911,2.593864494,2.719537342,2.08998074,3.348449026
C03441,4.319090329,4.45375909,4.124784395,4.039810346
C05348,2.657502731,2.762313105,4.520673446,3.081983199
C06026,3.341170465,3.468956008,2.616888026,2.998914785
C15566,5.458424084,5.337586914,5.778094178,6.545252479
C06978,3.370014163,3.576950495,3.389179916,1.847411337
C11170,3.013108971,2.547474348,2.976511897,2.004024228
C06878,2.387663082,2.897535021,2.516578448,3.089058743
C08573,2.131556457,1.950377167,3.324764122,1.720644613
C00804,3.274304134,3.321405625,1.999443469,3.803358983
C04643,8.407598408,8.951570914,8.419032077,8.029498197
C13728,3.688734807,3.265407298,3.323811709,2.794883824
C07307,2.773662749,2.788787444,2.418467029,3.402481926
C14277,2.188989107,2.421911079,1.780054088,2.947480099
C01817,4.698712626,4.937036115,5.110940138,5.760683116
C05444,4.211986175,4.070931094,4.287526015,3.031289464
C01547,5.504138639,5.094485362,6.026278738,5.431143593
C07615,4.434587125,4.680408902,4.207334657,5.517198004
C07339,6.735335225,6.364022613,6.744725835,5.676272982
C07024,6.440182243,6.437576461,5.332977315,6.305296569
C06557,7.112139203,7.202091526,6.905761256,7.028745351
C03958,5.487004121,5.566786294,5.368070171,6.577953885
C04134,7.228725324,7.300008468,8.161717778,6.519484353
C06698,4.846894573,4.960952156,5.296473142,7.651120148
C14242,6.865850108,6.961436716,7.594782574,7.036976556
C06305,4.684036523,4.934005632,5.430128087,5.424778735
C00061,3.63698097,3.073615862,4.112999046,3.214198862
C01486,2.559797817,2.789382805,1.237682542,2.670294561
C03251,3.582174017,4.116484326,2.98371151,4.583936483
C05668,3.502640804,3.318046361,4.176574809,4.603307052
C09880,6.152155052,6.075209514,6.394349254,5.218395175
C09421,4.895801072,4.062575227,4.231662145,2.750037482
C07921,3.739325653,2.975765787,4.342685134,3.111210608
C02095,3.203327869,3.767431047,3.045238074,2.763179723
C11837,8.025371751,8.236384723,7.917179917,9.053785593
C04399,4.526501414,4.784184466,3.243867214,6.365286392
C17568,2.502393157,2.862906909,2.349420322,2.847721096
C10113,4.139981327,4.043082649,4.878997838,4.514150465
C01495,5.186598873,5.74766623,4.532583882,6.042391953
C00238,6.666082177,7.104454582,5.762267816,7.620541329
C02790,4.830135044,4.604056274,4.102575218,5.105383987
C00004,5.223706078,5.347896097,5.466845091,5.390917991
C11435,2.921128114,3.118695271,2.910494117,2.423271733
C06825,6.592845627,6.028126665,5.616489137,5.305229618
C01718,5.199806752,5.243300765,4.973162693,4.184302487
C00469,6.473919506,6.636810637,6.474295316,6.03834813
C00411,8.093762669,7.757889276,7.119139995,5.158465417
C02364,5.357841944,5.536294055,6.01293536,2.932459193
C06174,4.434906817,4.288740136,3.58947661,3.650743939
C02572,3.465402443,3.681074383,4.068258769,5.400944417
C07252,3.84719152,3.523760771,2.629860493,3.664952023
C17055,3.17028832,2.976523793,3.059409036,2.776832217
C03015,5.739821923,5.335365724,6.115019766,5.857505823
C07459,2.064631273,2.112280948,2.422300501,3.364808867
C09819,1.509276043,0.831182794,1.201214614,-0.078140607
C05421,3.665236392,3.733959712,2.718644832,5.657720028
C14502,7.168558013,6.897240762,8.019192292,5.853618277
C12712,5.245663283,4.962120915,5.68224778,4.939276531
C03819,4.01150121,3.604762642,4.726641069,2.598774155
C07888,6.339176368,6.471708011,7.29061903,5.933917684
C03174,4.297042293,4.698282414,3.115318283,4.891373008
C00220,4.770039198,4.647609696,5.441972886,5.916189769
C04385,5.145973884,4.745432076,3.599620342,3.524479557
C01034,7.177549225,7.694563818,6.534041871,7.643452594
C03971,7.585137477,7.048900388,8.149503768,9.243849401
C03840,7.565022588,7.550046108,6.678435079,8.152578883
C06634,6.958112237,6.873153954,7.999432981,6.464218935
C00512,5.658939567,5.936702844,5.848671758,4.963590262
C01897,8.759271435,8.74030431,9.996319948,10.10714917
C05519,9.085798062,9.448137252,9.52411317,9.293530018
C01835,7.657152745,8.205233421,7.855028909,7.684215509
C06722,4.560662713,4.804075402,5.116664096,4.180702024
C00532,2.919905137,2.608262568,1.697059108,3.018082317
C13721,5.385899565,5.747161785,5.7742634,7.358995713
C12685,3.889527496,3.837461183,3.325043526,4.112556394
C04489,5.54998178,5.525704682,5.080308923,5.85879168
C02395,3.89897319,3.912676024,4.318203271,2.946091203
C01857,6.842519786,7.237721338,7.513082956,7.473452497
C00745,9.378911985,10.25885829,10.32508949,10.77374805
C04277,6.92798958,7.164051865,5.685036521,6.392488808
C06963,6.483636953,6.302500834,5.609137393,5.664213219
C03427,5.07471313,5.126136121,4.75024709,7.185654042
C00590,9.361667372,9.471346144,9.305004485,9.881165893
C05933,4.840829593,5.354861262,4.607835417,5.18221238
C07541,7.752590058,7.586289889,8.328452313,7.007542154
C10983,8.150633354,8.301650464,5.411711184,9.173145742
C01866,5.320753957,5.098813957,5.46968421,5.956795343
C01443,-1.506440146,-1.562627559,-3.095631011,-1.871071245
C09793,4.340139025,4.535840653,3.963920714,5.832955581
C09545,5.914179651,5.167697699,5.891335267,6.888374657
C05299,2.391792485,2.777659389,1.809482702,2.541036122
C00157,2.417653122,2.331781944,3.23362238,3.591320807
C13749,6.812759463,6.663320521,6.16220019,5.674500579
C01312,-0.59192299,-1.13565994,0.403759601,-0.900150835
C10773,5.467121143,5.50909786,7.44044105,4.855071457
C01080,4.461928123,4.826471193,4.443978024,5.805193763
C04089,3.68290989,4.162021375,3.25118721,4.515759278
C05638,5.126691586,4.449785101,3.856919053,4.160542
C02633,5.108953678,5.015069942,3.720280807,3.759113359
C03216,5.494018647,5.368826234,4.616508415,4.329812878
C01772,5.248071096,5.43838313,7.033297146,4.669220128
C07598,3.929486601,4.431816719,2.827445063,3.708919672
C01709,5.516965183,5.235359983,4.842684196,3.780121678
C14029,7.775417736,8.019939422,8.064768525,8.824508645
C02613,6.334340893,5.897262105,5.853509165,6.386331613
C02947,7.994098904,7.671295443,8.956363446,8.743239915
C06886,4.450239193,5.052514314,5.37911763,4.253681748
C00508,6.166151687,6.040180704,5.575375185,5.281634224
C08247,6.006717053,5.24520884,4.651348078,4.971648352
C00986,3.513504636,3.48328916,3.230645215,2.438309522
C01848,3.366244829,3.468637774,3.213466227,2.443897291
C04778,8.740567362,8.206622644,8.048044985,9.554601899
C03914,3.345493912,4.254991367,4.268352597,3.527398479
C03972,6.901425387,6.959775956,7.155346137,8.408161571
C14201,4.467655298,4.294143439,6.320517813,4.303794084
C00213,2.801835637,2.365943975,0.625465521,2.222775319
C05271,1.931564914,1.577687976,1.569915852,1.590465647
C00014,2.587380281,2.931316367,2.570245952,2.099325545
C13629,1.099949454,0.944982774,0.652837359,0.2944235
C00692,3.231919941,3.907986998,2.54259415,2.80078207
C03237,6.94681197,6.44057446,6.501090722,5.732600992
C07606,3.838057368,3.779047753,5.811377276,4.255320158
C03494,8.473534763,7.810109789,6.2763025,7.966723575
C14209,4.654649364,4.520888545,4.785292533,2.447399633
C01171,3.124014937,3.649279678,2.903225867,2.523003334
C04845,4.43081268,4.331713197,6.642586245,4.964080739
C11073,3.821963797,4.17042244,3.268649752,3.306365704
C07267,4.112137148,4.487339721,4.984306307,4.904092216
C09617,5.119993147,5.31487592,5.463133528,5.957392646
C02455,5.164465898,5.009513314,4.564718767,5.357052513
C06893,6.516795047,6.675808145,6.373997845,6.545168034
C06866,6.079325982,6.486610145,8.291383395,7.118977686
C06570,6.553295293,6.441208184,6.29303865,7.912578479
C05141,5.264343329,5.355643937,6.935715902,5.930337982
C15531,3.3862694,2.75245285,2.787741576,3.069441721
C01004,5.898700172,5.948207222,6.078784525,6.627635625
C03734,5.825282914,5.837762358,4.49127866,4.448327485
C04610,4.192771902,4.863215229,4.342138506,3.828618141
C00249,4.223823445,4.189400351,4.296705998,4.542339737
