Gene.Symbol	p7Ct1B	p7KO1B	p7Ct2	p7KO2	p7Ct1	p7KO1
Nek3	9.583267911	9.520889409	9.410612552	9.090202592	9.581424752	9.552932799
Nek4	7.908754436	7.939697437	8.052141774	7.812236385	7.965874994	7.89036942
Nek5	7.725518336	7.658107771	7.725571297	7.737426973	7.756214753	7.700359839
Nek6	7.926748004	7.806754422	7.892604702	7.800777112	7.895867178	7.926117104
Nek7	7.961230137	7.988782049	7.933992497	7.891774685	7.949065442	7.905503368
Nek8	8.792334439	8.81215228	8.909529563	8.664503429	8.81671797	8.817319971
Nek9	10.36520716	10.59789579	10.55208934	10.72865399	10.50687528	10.5614561
Nell1	7.791348169	7.845998429	7.773763722	7.824301532	7.840589616	7.796979932
Nell2	7.770995796	7.700234747	7.748626238	7.704474001	7.741677531	7.693584886
Nenf	11.320397	11.47571699	12.08209188	11.86437246	11.33029945	11.63578044
Neo1	8.293461659	8.383570292	8.197554749	8.626213706	8.299552866	8.404934611
Nepn	7.840726947	7.776047673	7.800215908	7.751828638	7.804284021	7.74279993
Nes	10.08601279	10.08622665	10.07164859	9.030379346	10.11683834	10.06342673
Nespas	7.963504477	7.96505529	7.890759955	7.909054232	7.924913999	7.910241409
Net1	8.61832225	8.601564167	8.593650075	8.635917705	8.61484073	8.654382688
Neto1	7.728659465	7.643957641	7.701622814	7.714725133	7.713232069	7.701522707
Neto2	8.791074269	8.821851529	8.556918829	8.407728834	8.810274778	8.859245199
Neu1	9.984066904	10.17711555	10.23371909	9.721074524	10.00850493	9.980489261
Neu2	8.248065553	8.466574324	8.299716992	9.668881548	8.247651516	8.423693132
Neu3	7.99490103	7.960098854	7.925049352	8.001406825	8.025679176	7.927819307
Neu4	7.867039149	7.89869684	7.941354894	7.824764117	7.944678062	7.940723641
Neurl2	8.010196291	8.007304956	8.109543471	8.453990484	8.015100214	8.006994007
Neurod1	7.739637468	7.754093885	7.808006457	7.69595475	7.774374832	7.748288959
Neurod2	7.922719569	7.80138447	7.829272512	7.839273352	7.824672188	7.786253586
Neurod4	7.826965678	7.755534145	7.806979847	7.733081117	7.756214753	7.777532936
Neurod6	7.765213349	7.80138447	7.763485962	7.758890942	7.748236949	7.760070653
Neurog1	7.925049352	7.930697468	7.8579036	7.934166787	7.936398042	7.908754436
Neurog2	7.830494267	7.780517041	7.808564719	7.876149614	7.70460393	7.717154858
Neurog3	7.782372498	7.758815252	7.812803357	7.793298714	7.767933392	7.716509741
Nexn	7.732045251	7.753412974	7.676497528	7.717848789	7.688574966	7.741632469
Nf1	9.026424416	9.086683113	8.748075186	8.131455644	8.960484936	9.091394365
Nf2	7.724031759	7.777689404	7.810190846	7.721127662	7.698231441	7.723434649
Nfam1	7.895070081	7.82291866	7.924637084	7.834660866	7.778073206	7.827700025
Nfasc	8.228467266	8.067721006	8.067240999	7.807028208	8.107736986	8.052519609
Nfat5	8.941841414	8.916880841	8.599710116	8.783048531	8.91591802	8.890074617
Nfatc1	9.37139841	9.551482488	9.614359694	9.539645956	9.173371353	9.525386225
Nfatc2	7.834068801	7.784861817	7.864632571	7.787952338	7.860016298	7.833514943
Nfatc2ip	8.049127599	8.0558947	8.146628536	7.94641261	8.105718	8.086287329
Nfatc3	8.508408655	8.572846935	8.43173665	8.521700882	8.518476872	8.532289532
Nfatc4	9.090545282	9.480674277	9.494758391	10.06957633	9.049309981	9.450336821
Nfe2	8.929338017	8.29672651	8.665033343	8.595632757	8.902033952	8.393790634
Nfe2l1	10.17545243	10.50784157	10.46452545	10.96181848	10.25481863	10.51569256
Nfe2l2	8.694484591	8.371827579	8.501765375	8.246769891	8.748671448	8.466398654
Nfe2l3	7.78306932	7.830243508	7.833663062	7.897207787	7.813591515	7.786253586
Nfia	9.132422562	9.153744817	9.086266086	9.256330358	9.115113056	9.160868117
Nfib	9.388582917	9.802603172	9.547728238	10.24532549	9.656939409	9.861855341
Nfic	8.652965187	8.935227749	9.015538477	9.096752469	8.607612198	8.956855418
Nfix	10.19531263	10.73089155	11.00190646	11.61778193	10.21383335	10.71372545
Nfkb1	9.737649765	9.787389206	9.688702439	9.716603403	9.705359617	9.756404076
Nfkb2	7.766987647	7.854089778	7.854089778	7.756316419	7.849439667	7.792468601
Nfkbia	9.195041615	9.130218051	9.178745804	9.473100588	9.149409894	8.933122366
Nfkbib	8.596272717	8.331195202	8.423567886	8.347428256	8.537196943	8.322638311
Nfkbid	7.945740243	7.958414918	7.988145203	8.023993	7.954832858	7.863781951
Nfkbie	8.060985576	8.023993	8.115717617	8.018181682	8.004436671	7.928867091
Nfkbil1	7.832835535	7.811819791	7.799654491	7.79815843	7.744893755	7.790826635
Nfkbiz	8.713946088	8.671476655	8.812682629	8.902911628	8.770485408	8.68950973
Nfrkb	9.201903449	9.13377424	9.177032192	9.011427709	9.117323021	9.021195708
Nfs1	7.912738728	7.940212745	8.030931569	7.968012237	8.018349768	7.849991911
Nfu1	8.136522614	8.067721006	8.23356435	8.337171631	8.218645147	8.187493731
Nfx1	8.410500486	8.280823347	8.086747932	8.252521218	8.288862535	8.270797228
Nfxl1	7.861038888	7.857665191	7.824975066	7.871041296	7.851066369	7.80140839
Nfya	7.905435348	7.949826529	7.961577776	7.96505529	7.88092494	7.879735767
Nfyb	9.898709103	9.802155353	9.765842078	9.668210265	9.956447095	9.870336913
Nfyc	11.73724794	11.67560933	11.51460939	11.78672918	11.70542857	11.71271142
Ngb	7.904525488	7.805631509	7.803444379	7.865394417	7.794705822	7.816135582
Ngef	7.944678062	7.996726423	8.000614527	8.057016191	7.985943175	7.96141247
Ngfr	10.46303695	10.07189272	10.44296431	9.177332877	10.40089295	10.0496323
Ngfrap1	11.34108108	11.34354007	11.50150354	11.49486456	11.23667666	11.30998725
Ngly1	7.772037084	7.767258283	7.747514363	7.73151009	7.773803527	7.772994913
Ngp	8.031913643	7.869789867	8.071523892	7.903850337	7.918045904	7.887679817
Ngrn	7.806011666	7.761851746	7.734616421	7.758890942	7.695033547	7.800842398
Nhej1	8.448005161	8.473770342	8.364841951	8.301146401	8.235884782	8.367744103
Nhlh1	7.778043615	7.772423076	7.879832738	7.872371532	7.854216443	7.836033758
Nhlh2	7.690022562	7.646744389	7.736891047	7.739586172	7.728269487	7.755798292
Nhlrc1	8.621827009	8.320968289	8.60467986	8.134373251	8.658155199	8.424438019
Nhlrc2	10.00163519	9.79501739	9.479720314	9.33940079	9.936639718	9.774451594
Nhlrc3	7.748721468	7.80735928	7.801802532	7.783876034	7.798853324	7.857307891
Nhp2l1	8.841327733	8.698141496	8.622685771	8.576014197	8.719632085	8.935723801
Nhs	7.77433504	7.849535546	7.720576376	7.694277693	7.740120323	7.703067747
Nhsl1	8.538869259	8.890917141	8.755015052	9.277020203	8.494725696	8.738692712
Nicn1	9.599455358	9.294702463	9.590834929	9.431086585	9.604521711	9.282120101
Nid1	10.41881739	10.46257707	10.06778587	10.19395719	10.42025562	10.44514391
Nid2	11.66573931	11.57265309	11.49593355	11.44487188	11.60358624	11.54647161
Nif3l1	9.209006808	9.063059444	9.058979242	9.033431813	9.166075607	9.24595036
Nin	10.49020377	10.37274738	10.05366089	9.720385016	10.39409396	10.34229009
Ninj1	8.032628812	7.951174863	8.051158113	8.092976477	8.053840141	8.052519609
Ninj2	7.960624702	8.019033202	7.995548388	7.896007316	8.039254082	8.029885137
Nip7	10.72765209	10.83989134	10.63433764	10.49397904	10.51785287	10.74040546
Nipa1	10.28810962	10.1750338	10.27264814	9.318669684	10.32641702	10.21535188
Nipbl	10.69623016	10.59740634	10.3971157	10.61140691	10.74069741	10.6796281
Nipsnap1	10.18258784	10.0496323	10.18731252	10.28746041	10.01894296	10.02661562
Nipsnap3a	10.00998354	9.959388842	9.707745714	9.307004817	10.00974302	9.903125348
Nisch	11.9083678	11.68810144	11.71670742	11.71800029	11.79133594	11.73315341
Nit1	8.808379948	8.753381205	8.872985318	8.676297642	8.847827711	8.716436593
Nit2	9.214644304	9.319044159	9.297333562	9.500951189	9.208531524	9.280770708
Nkain2	10.41606629	10.00998354	10.3930477	8.25144507	10.58964181	10.21351292
Nkain3	7.798716391	7.876543792	7.814550518	7.822365779	7.809730183	7.776578261
Nkain4	8.03041042	8.004333062	8.088896314	7.971627634	8.017864611	8.049260998
Nkd1	8.63236113	8.756845848	8.762210809	8.420471467	8.67016033	8.741206535
Nkd2	8.665149987	8.668844479	8.648289282	8.635917705	8.510421207	8.688169221
Nkg7	7.879317059	7.934376903	7.959928938	7.955548632	7.918045904	7.862696946
Nkiras1	7.947005607	7.917194653	8.072368033	8.043833913	7.965874994	8.089283585
Nkiras2	8.921157441	8.947141312	9.236359826	9.138740642	8.924597539	8.899241972
Nkpd1	7.761941686	7.857665191	7.824975066	7.841635063	7.866110329	7.819587272
Nkrf	8.706900952	8.85243713	8.652785478	8.550585036	8.609067677	8.743597674
Nktr	9.588983996	9.626921419	9.306035009	9.216787733	9.632545063	9.614205303
Nkx1-2	7.952539588	7.938258527	7.95913162	7.838726537	7.950986891	7.95121086
Nkx2-1	7.828482178	7.781085759	7.87183762	7.857082238	7.8517155	7.873394739
Nkx2-2	7.840726947	7.849535546	7.796935281	7.774996843	7.854919354	7.792468601
Nkx2-3	8.048748764	8.008322586	7.944847626	7.979599977	8.066686984	7.928867091
Nkx2-4	7.733254533	7.740411749	7.765787972	7.788518205	7.721022473	7.879203678
Nkx2-5	7.843182108	7.873744444	7.89208639	7.811262753	7.867575622	7.816729599
Nkx2-6	7.781753619	7.788896669	7.773763722	7.846083194	7.820690184	7.85373687
Nkx2-9	7.876543792	7.81688961	7.83192189	7.898126158	7.847129348	7.791962805
Nkx3-1	7.817425921	7.767792094	7.770562712	7.758392533	7.750758021	7.743805778
Nkx6-1	7.843727284	7.8445694	7.748095894	7.770142627	7.712604403	7.846773789
Nkx6-2	7.861038888	7.815106324	7.865605784	7.92695536	7.81298765	7.826511935
Nkx6-3	7.708703989	7.749501237	7.76402713	7.719708958	7.737426973	7.744541408
Nle1	8.149717974	8.254406302	8.192931646	8.221561507	7.987587291	8.203119192
Nlgn1	7.742948694	7.688835717	7.761749995	7.716902204	7.718588628	7.750031959
Nlgn2	8.906772782	9.059485416	9.117588269	9.110017914	8.915560713	8.969772002
Nlk	8.055778912	7.981003953	7.978934608	7.846083194	7.97571646	7.999773319
Nln	9.489268083	9.362773424	9.3102981	9.441704628	9.462924273	9.487349224
Nlrc3	7.749883971	7.811819791	7.835446662	7.787045208	7.786104796	7.728560892
Nlrc4	7.891815703	7.831965509	7.929628869	7.896007316	7.839448575	7.818115393
Nlrp10	7.6818443	7.712172725	7.727341232	7.72616151	7.743761382	7.751828638
Nlrp12	7.81923003	7.736891047	7.748626238	7.716415353	7.771952957	7.694987995
Nlrp14	7.910904552	7.89869684	7.862425757	7.955548632	7.908056174	7.881161726
Nlrp1a	7.580745448	7.603754359	7.526252417	7.636984789	7.539251199	7.601896389
Nlrp2	7.831062191	7.75674367	7.756214753	7.760110775	7.802231305	7.763675967
Nlrp3	7.772524973	7.741677531	7.765787972	7.754246278	7.698231441	7.698653503
Nlrp4a	7.680986105	7.658781297	7.66072444	7.695539493	7.765297882	7.739254204
Nlrp4b	7.811329844	7.796515868	7.714725133	7.765737672	7.757855249	7.764302921
Nlrp4c	7.715734967	7.737920525	7.765787972	7.701712065	7.683486013	7.660200658
Nlrp4e	7.754869288	7.79345487	7.778043615	7.703615327	7.738505838	7.782940501
Nlrp4f	7.734049677	7.719825582	7.727869276	7.679044082	7.698822403	7.677724789
Nlrp4g	7.793930353	7.760557272	7.736891047	7.76663861	7.712604403	7.776578261
Nlrp5	7.741677531	7.711604648	7.749687384	7.768605396	7.673799425	7.740456843
Nlrp6	7.782372498	7.87311674	7.805309987	7.776087427	7.781610782	7.863234991
Nlrp9a	7.765787972	7.738557176	7.765297882	7.706208446	7.71556937	7.762694267
Nlrp9b	7.886887734	7.787144335	7.806420985	7.735132488	7.815106324	7.764877896
Nlrp9c	7.822365779	7.8445694	7.824480086	7.799132278	7.756214753	7.814511404
Nlrx1	8.900862852	8.860619168	9.05274259	9.012307534	8.943104589	8.913364859
Nmb	8.116902955	8.023993	8.14154011	8.020335459	8.082612608	8.05380266
Nmbr	7.721022473	7.729445599	7.67695111	7.710752726	7.74939922	7.657682398
Nmd3	8.112186347	8.171643871	8.358539239	8.416078206	8.402628895	8.286479866
Nme1	12.77108443	12.84653851	12.65256946	12.57445896	12.68517345	12.84653851
Nme2	12.67746145	12.68946171	12.84440502	12.92661455	12.62972664	12.71100684
Nme3	10.20471781	10.23853413	10.18754209	9.705085587	10.12301024	10.23461086
Nme4	9.124080846	9.147567857	9.276294802	9.503908941	9.007163772	9.055149318
Nme5	7.897399271	8.016371517	7.881650968	7.838726537	7.874590508	7.921725533
Nme7	9.951359146	10.02885664	10.46102091	11.22260015	9.946952879	10.00464771
Nmi	7.758916732	7.795207347	7.759493805	7.847005297	7.750268066	7.771801802
Nmnat1	7.874854705	7.782372498	7.745324106	7.879832738	7.77966866	7.824301532
Nmnat2	7.855526541	7.894920566	7.850862093	7.82004994	7.848353308	7.90269482
Nmnat3	7.653752272	7.800798621	7.733567725	7.739097732	7.699759229	7.80140839
Nmral1	9.108656334	9.086683113	9.100000973	9.302928294	9.07430303	9.01172458
Nms	7.825911687	7.808564719	7.884467809	7.816135582	7.845093074	7.800842398
Nmt1	11.5821573	11.63673477	11.46836707	11.53590957	11.54277462	11.52769644
Nmt2	7.731308472	7.734221786	7.742586846	7.693270874	7.681635512	7.660696634
Nmu	7.858069301	7.958414918	7.790624324	7.847549067	7.831697736	7.95121086
Nmur1	7.657263293	7.726890242	7.734154762	7.733081117	7.740120323	7.669786615
Nmur2	7.800303494	7.768506964	7.818029682	7.705046874	7.825599785	7.776047673
Nnat	7.902566433	8.083646438	7.985242083	8.219085297	7.814052095	7.96501534
Nnmt	10.3930477	10.80403175	11.11516488	12.01867672	10.45429736	10.76688969
Nnt	8.555911595	8.543080805	8.391961493	8.548777714	8.61484073	8.542379209
Nob1	8.76262226	8.777814588	8.618727801	8.619698252	8.591103447	8.800303208
Nobox	7.885514768	7.869166427	7.943105433	7.96421224	7.961955118	7.867183744
Noc2l	9.426704494	9.515409399	9.498829698	9.491536388	9.368253547	9.488749236
Noc3l	8.181365311	8.336610274	8.211088462	8.44494755	8.14300086	8.328636756
Noc4l	8.76204389	8.67227167	8.656699278	8.784678235	8.831801988	8.619425383
Nod1	9.832685062	9.770076786	9.743867633	9.186589915	9.789225374	9.853519286
Nod2	7.691384213	7.730816651	7.803444379	7.790349799	7.739586172	7.670604003
Nodal	7.849439667	7.87311674	7.919622637	7.837127045	7.815580166	7.758815252
Nog	7.94232422	7.915686093	8.007368673	8.00532475	7.916990173	8.042479507
Nol10	9.365231367	9.321553791	9.264675477	9.162493513	9.371115558	9.375263955
Nol11	8.816017717	8.732849342	8.782782358	8.775938029	8.863367156	8.708756678
Nol12	9.580446493	9.476150053	9.536708311	9.6655598	9.572979275	9.466267954
Nol3	7.886269795	7.871378322	7.864034669	7.864469139	7.866600004	7.855233943
Nol4	7.752935295	7.794680749	7.74693068	7.78142383	7.778073206	7.776047673
Nol6	8.982818141	9.085865537	9.064546783	9.199832881	9.006454937	9.004673811
Nol7	7.880448022	7.827101854	7.943659318	7.898126158	7.79515722	7.799092861
Nol8	9.92532761	9.974287167	9.632879109	9.454070976	9.764840116	9.943595925
Nol9	7.848854252	7.827101854	7.837674877	7.917635477	7.773803527	7.877698645
Nolc1	7.929359239	7.880654596	7.929628869	7.865394417	7.788348637	7.840157453
Nomo1	9.394005685	9.49908578	9.408383363	9.49517517	9.19187033	9.499479861
Nono	7.82907132	7.734221786	7.894016744	7.900993021	7.87369719	7.823845267
Nos1	7.913643805	7.91239437	7.901425303	7.915148468	7.932361116	7.9163728
Nos1ap	7.821715525	7.885850514	7.901425303	7.808612342	7.826037886	7.789120455
Nos2	7.852215713	7.841681676	7.937043156	7.819495984	7.894451488	7.905503368
Nos3	8.305697188	8.537292654	8.73511663	9.09710686	8.288862535	8.461751926
Nosip	9.223424025	9.211137426	9.095479315	9.079024071	9.351743099	9.184019231
Nostrin	8.048080282	8.24656889	8.227587441	8.245014278	8.149248788	8.175144711
Notch1	8.88182019	8.776824306	9.122175125	8.880210309	8.870017445	8.933122366
Notch2	7.877698645	7.850015948	7.845732264	7.893086944	7.894900146	7.930038792
Notch3	8.408165848	8.618727801	8.774737616	9.230604913	8.534414259	8.541346439
Notch4	9.176142178	9.469210216	9.473546929	9.612401876	9.209006808	9.345802559
Noto	7.734641764	7.802372292	7.739142238	7.813519967	7.822365779	7.690293549
Notum	7.710798559	7.700234747	7.733567725	7.859477088	7.797872957	7.714677856
Nov	7.966561172	7.875969008	7.88092494	8.000634033	8.041002683	7.95971445
Nova1	7.733254533	7.688835717	7.670959063	7.661831564	7.66672081	7.723978731
Nova2	7.957678907	7.893443166	7.904434065	7.992729783	7.918619432	7.969449321
Nox1	7.710798559	7.723978731	7.668959198	7.632625075	7.739586172	7.749451187
Nox3	7.557124154	7.577090417	7.61464166	7.667780735	7.670659218	7.658056514
Nox4	8.757222629	8.520160453	8.509071651	8.474808536	8.761075407	8.497841842
Noxa1	7.803635006	7.673469449	7.704322028	7.744115117	7.870614323	7.719825582
Noxo1	8.04434044	8.054242138	8.138761714	8.193053225	8.113494949	8.086091832
Npas1	7.764623233	7.754093885	7.716757579	7.717470272	7.711882575	7.851000864
Npas2	7.866520454	7.875342658	7.837035049	7.877253149	7.920512218	7.809122772
Npas3	7.78306932	7.870419858	7.833663062	7.899575589	7.860016298	7.912316756
Npas4	7.568408273	7.653339311	7.626468742	7.685728432	7.628027913	7.649879573
Npat	7.523971167	7.601445271	7.590077538	7.558195601	7.621833908	7.645736852
Npb	8.206900994	8.136451496	8.152472296	7.935490458	8.090240086	8.033551504
Npbwr1	7.744348302	7.682638501	7.757321591	7.760110775	7.714973875	7.745073772
Npc1	12.02140985	11.96974088	11.77008402	10.82694983	11.97473962	11.91762916
Npc1l1	7.725518336	7.785956052	7.712149051	7.664239585	7.697219528	7.72895232
Npc2	9.668210265	9.46018872	9.849523935	9.529033382	9.893594111	9.692375249
Npcd	7.817425921	7.846414686	7.835986347	7.754825171	7.869053463	7.785686853
Npdc1	7.821162193	7.832562756	8.055283451	7.868201124	7.903872948	7.868779707
Npepl1	11.48581611	11.34764764	11.52599968	10.96045218	11.52806113	11.34764764
Npepps	7.689171484	7.763053142	7.665421565	7.776087427	7.743761382	7.699864077
Npff	8.225336947	8.273694551	8.169492245	8.181918733	8.341617192	8.324386976
Npffr1	7.733254533	7.685728432	7.727869276	7.739586172	7.690175431	7.695539493
Npffr2	7.678586992	7.710850085	7.753412974	7.712939129	7.688574966	7.705826827
Nphp1	9.192232381	9.225086199	9.16948828	8.996867017	9.089664211	9.301320198
Nphp3	8.178790634	8.058514163	7.979309172	8.012933568	8.081082716	8.135748997
Nphp4	8.905462318	8.82294646	8.84199314	8.162369675	8.894774354	8.81215228
Nphs1	7.765787972	7.749501237	7.827063271	7.690800846	7.766362372	7.754847229
Nphs2	7.754869288	7.755534145	7.720029309	7.657221075	7.782227927	7.743322573
Npl	7.84123139	7.754093885	7.777532936	7.828899054	7.770995796	7.783984063
Nploc4	8.715013898	8.854380605	8.707889334	8.761027778	8.686472263	8.763470744
Npm1	13.62807617	13.7880958	13.42005651	13.48970314	13.61627344	13.6880486
Npm2	7.676997077	7.798853324	7.812803357	7.691967347	7.77595846	7.783984063
Npm3	11.86530259	11.91592747	12.00266341	12.31988246	11.69609152	11.93975393
Npm3-ps1	9.623551795	9.720385016	9.76750965	9.896311777	9.539759548	9.608091275
Npn2	7.757067589	7.787144335	7.735718907	7.755282484	7.763826463	7.72793074
Npnt	7.787804645	7.752061322	7.751288915	7.791348169	7.827652973	7.767072013
Nppa	7.85995113	7.783025314	7.744115117	7.878277307	7.817517598	7.790285929
Nppb	7.800953543	7.795952035	7.782940501	7.835672046	7.757855249	7.805752926
Nppc	7.789685881	7.79031021	7.722311405	7.776087427	7.744348302	7.783984063
Npr1	7.891815703	7.900850333	7.908269553	7.923195362	7.919770599	7.871378322
Npr2	8.791074269	8.885511545	9.044375551	9.091587818	8.911434288	8.923360659
Npr3	10.37800453	9.86728563	9.85591682	8.785054015	10.25916603	10.00074197
Npsr1	7.797569889	7.805631509	7.88092494	7.85234701	7.799513049	7.80140839
Nptn	13.09289554	13.00386878	12.89523023	12.6763177	13.09289554	12.93421436
Nptx1	7.745570857	7.71541431	7.780382482	7.729023792	7.777007016	7.770811916
Nptx2	8.134460541	8.165527024	8.082905869	7.835672046	8.094321384	8.197884569
Nptxr	7.798716391	7.804917667	7.759493805	7.780467305	7.772994913	7.804754612
Npvf	7.776087427	7.826511935	7.841681676	7.785577678	7.8076447	7.817425921
Npw	7.706715222	7.77433504	7.754955524	7.657859376	7.757855249	7.725571297
Npy	7.839634613	7.881825858	7.948434055	7.987099934	7.920512218	7.875281359
Npy1r	7.882607451	8.008322586	7.979309172	8.034861007	7.945740243	7.99747224
Npy2r	7.775477015	7.816256133	7.796935281	7.820586675	7.801572602	7.78861352
Npy5r	8.001279982	8.266635952	7.798671789	7.775516782	7.940534036	8.235666222
Npy6r	7.746153153	7.831325429	7.839406041	7.772275679	7.823000576	7.894414319
Nqo1	8.313784677	8.380551456	8.189353467	8.246426446	8.230242705	8.273823805
Nqo2	9.738483856	9.942234507	9.837888816	9.931868841	9.663803977	9.722767358
Nr0b1	7.678586992	7.729445599	7.761749995	7.810748288	7.79031021	7.768506964
Nr0b2	7.763291194	7.74502356	7.76402713	7.730673523	7.759468026	7.714133554
Nr1d1	7.905880237	7.885347247	7.852502648	7.996405155	7.921806782	7.980593585
Nr1d2	8.827698056	8.820250961	8.872625165	8.942048088	9.049309981	8.950307184
Nr1h2	8.834467383	8.760611852	8.776473192	8.751901076	8.825950318	8.674704726
Nr1h3	8.263584069	8.433310021	8.471392136	8.959498023	8.132042913	8.410727447
Nr1h4	8.047351606	8.224120846	8.095925844	7.824301532	7.992188354	8.169983817
Nr1h5	7.785577678	7.896739357	7.818029682	7.882076389	7.853114854	7.847261486
Nr1i2	7.750379382	7.696141819	7.757906871	7.760110775	7.723249295	7.741632469
Nr1i3	7.915559371	8.004333062	7.915126252	7.883937413	7.926977419	7.888782973
Nr2c1	7.849991911	7.80917236	7.846669709	7.887859137	7.858562359	7.860180539
Nr2c2	7.644523123	7.743761382	7.658205712	7.631565817	7.673799425	7.683035516
Nr2c2ap	8.793964133	8.683651315	8.938686859	8.653594269	8.646714028	8.744088938
Nr2e1	7.824624832	7.822365779	7.684556648	7.84645316	7.84382359	7.700359839
Nr2e3	7.787804645	7.783637062	7.730718234	7.821075223	7.716329117	7.782372498
Nr2f2	9.260164185	9.507395154	9.319974077	9.26452686	9.291747919	9.401571928
Nr2f6	9.735798569	9.806194677	9.958931332	9.675672396	9.686787121	9.723747824
Nr3c1	7.889334785	7.867318133	7.750318963	7.909054232	7.861038888	7.911266861
Nr3c2	7.626062578	7.71541431	7.619013606	7.677892058	7.668336903	7.639246512
Nr4a1	7.717062581	7.795207347	7.754955524	7.7899842	7.786671373	7.818669863
Nr4a2	8.961029941	8.567869085	8.681553683	8.170328148	8.985890464	8.62608434
Nr4a3	7.728659465	7.795952035	7.820690184	7.763053142	7.818669863	7.758287833
Nr5a1	7.742948694	7.835071341	7.75674367	7.761616303	7.851066369	7.839087929
Nr5a2	7.9103561	7.905503368	7.908269553	7.860016298	7.944213395	7.949358238
Nr6a1	8.319275474	8.222506019	8.181882717	8.159937349	8.307933176	8.22608502
Nradd	8.978651553	8.954336284	8.822488298	8.798358933	8.907381436	8.869319524
Nrap	8.086267695	8.597597803	8.290277699	9.943047184	7.992664344	8.586008126
Nrarp	9.187332774	9.170979912	9.383676647	9.516886945	9.130665304	9.08528267
Nras	13.19999297	12.99033544	12.85123406	12.17109695	13.19999297	13.11636604
Nrbf2	9.256106158	9.427162103	9.209354759	9.251505739	9.24595036	9.405336914
Nrbp1	8.842709992	8.731435558	8.82003446	8.958581402	8.825705685	8.880096657
Nrbp2	12.07067215	11.87373273	11.83058209	10.38488769	12.13821853	11.82430804
Nrcam	10.29804584	10.13499925	9.848849444	8.40577828	10.25875955	9.979993925
Nrd1	11.61604073	11.52769644	11.45029997	11.2786978	11.38917583	11.51096675
Nrf1	8.680125579	8.749118221	8.492433971	8.403263443	8.610066722	8.604803494
Nrg1	7.877698645	7.89869684	7.890244993	7.857576046	7.95660331	7.883937413
Nrg3	7.800303494	7.821201174	7.795902725	7.73420142	7.853114854	7.736891047
Nrg4	7.737111741	7.821812691	7.842138755	8.097334958	7.8076447	7.784599805
Nrgn	7.836992883	7.82962171	7.778043615	7.87883084	7.855436455	7.845093074
Nrip1	7.754869288	7.781085759	7.812803357	7.709698201	7.794344261	7.798109787
Nrip2	7.818029682	7.91317032	7.937576817	7.851800338	7.91227139	7.893264539
Nrip3	8.028515778	7.857172217	7.907809004	7.94488807	7.968447662	7.832247572
Nrk	7.720377159	7.827101854	7.735132488	7.735132488	7.736891047	7.680678896
Nrl	7.741041155	7.806754422	7.708514164	7.806527278	7.795759637	7.791962805
Nrm	10.54347253	10.31307163	10.41919606	10.4779954	10.51101366	10.26166972
Nrn1	9.429896557	9.599455358	9.667572734	9.123173883	9.399094872	9.501015845
Nrn1l	7.884425752	7.865394417	7.761133704	7.899575589	7.8037437	7.731012729
Nrp	10.71774894	10.60722379	10.61298104	10.8913539	10.70448972	10.57652417
Nrp1	11.52926947	11.55337385	11.61829546	12.14519308	11.6255396	11.57447542
Nrp2	7.861577534	7.871959022	7.952751627	7.896007316	7.910721993	7.889311643
Nrsn1	7.689171484	7.771801802	7.740483012	7.749647017	7.725518336	7.747062275
Nrsn2	7.75953394	7.725641622	7.835446662	7.749647017	7.798431209	7.783984063
Nrtn	7.835672046	7.818115393	7.811305521	7.78501068	7.78501068	7.835032935
Nrxn1	7.840181096	7.930183346	7.977265984	7.935490458	7.954290697	7.941810659
Nrxn2	8.041290584	8.067144858	8.132185769	7.917194653	7.990171831	8.073643404
Nrxn3	7.928867091	7.909857404	7.992553326	8.116775736	7.958087957	7.883425523
Nsd1	7.960055719	8.006248724	7.990725965	8.060299116	8.027518226	8.01376473
Nsdhl	10.28902381	9.381300173	9.327564361	8.274753086	10.17209519	9.323375969
Nsf	9.614767722	9.505452591	9.535195058	9.571793915	9.53730149	9.442976437
Nsfl1c	10.39372646	10.32618516	10.55050878	10.48168676	10.34690659	10.49352897
Nsg1	7.807736011	7.69905224	7.830912916	7.817140721	7.688021771	7.812376619
Nsg2	7.988629981	7.986770967	8.105718	7.97571646	8.026202689	8.031858247
Nsl1	7.726751488	7.784861817	7.814052095	7.790349799	7.734788207	7.756376575
Nsmaf	9.957437699	10.20597525	9.972158862	10.10999478	10.06405154	10.1240587
Nsmce1	12.36655519	12.23473473	12.36232722	12.25215529	12.35645375	12.29038028
Nsmce2	11.13039413	11.08451694	10.76794875	10.44416906	11.09667729	10.99126371
Nsmce4a	7.706715222	7.658781297	7.74693068	7.747062275	7.8213409	7.780139998
Nsun2	7.99878972	7.969993279	7.878277307	7.991240134	7.956178198	8.011954306
Nsun3	7.892430305	7.800165962	7.866558192	7.821075223	8.013416791	7.828850205
Nsun4	10.12952874	10.05088148	9.96808955	10.06224349	10.0837175	9.916035737
Nsun5	7.861038888	7.886450372	7.876409414	7.858562359	7.925601395	7.943659318
Nsun6	7.835672046	7.821812691	7.780382482	7.799132278	7.78263945	7.863234991
Nt5c	9.919281721	9.830428024	10.28810962	9.969385369	9.929064562	10.00594878
Nt5c1a	7.742948694	7.761851746	7.710202175	7.790349799	7.748920258	7.757422427
