Genes	HN_1	DCIS_1	HN_2	DCIS_2	HN_3	DCIS_3	HN_4	DCIS_4	HN_5	DCIS_5	HN_6	DCIS_6
5283	7.237861449	7.662412658	8.150328144	8.499638354	8.220432873	7.613025104	7.172518373	7.224416255	7.995576194	8.11008288	7.973570717	8.158844216
5284	7.391243411	7.279849	8.021026623	7.630314118	7.483395902	7.614027847	7.467206748	7.550663328	7.560730248	7.562153807	7.61383413	7.540425989
5286	8.372211109	8.804424394	8.763673353	8.711019482	9.091782208	8.512067142	7.789304265	7.542453484	9.312646061	9.532074245	9.193118479	9.400097507
5287	8.741504509	8.660384728	7.847723228	7.858544085	8.933329438	9.000095733	9.071576782	10.55289649	8.512262745	8.397936117	8.43197051	8.309046887
5288	7.457998255	6.890831403	7.661686861	6.982584706	8.20804402	7.567084746	7.490300307	7.22625656	7.976396398	7.319387553	7.919980592	7.708383289
5289	7.521527804	7.828877656	8.133992113	8.232462265	8.340167401	8.112072733	7.366367033	7.320921239	9.001312852	9.045852791	9.057886192	9.105644852
528	6.574250402	7.18388271	7.141148255	7.964465949	7.320824747	7.53544913	6.628912725	6.685414829	7.839932373	8.298080674	7.700237294	7.856966538
5290	6.722473694	6.775217588	7.308988432	7.174068169	6.89634654	6.861157023	6.636273963	6.579060214	7.186040554	7.179570789	7.02323948	7.002725371
5291	7.080564904	6.971190179	6.842403308	6.884462249	6.887915649	6.899873478	7.076367419	7.144804436	6.900904718	6.894408043	6.91591551	6.88774803
5292	8.02430062	7.467409814	7.688445385	8.029683603	7.717627952	8.50043698	7.48174902	7.30271038	7.371685372	7.306476004	7.386016469	7.598696795
5293	7.506834449	7.14319634	7.541283892	7.002339498	8.251129074	9.053774689	8.338789192	6.969651305	7.365083301	7.363190938	7.156981783	7.113366128
5294	6.684508321	6.628304991	6.688638985	6.676775786	6.67686791	6.700427083	6.686954354	6.746475002	6.704874504	6.691795346	6.714451858	6.705425388
5295	9.145609393	8.960188821	9.1641066	7.911713372	9.133865617	8.845186936	9.174664367	8.798671276	9.511813581	8.812417501	9.337003291	9.024046365
5296	7.751421517	7.684165212	7.638908523	7.667634747	7.478001306	7.375480531	8.128403417	8.05041702	7.359249393	7.284304411	7.369871468	7.452732723
5297	8.24100482	8.448395365	7.834645278	8.268470686	7.967677041	7.679445697	8.26085617	8.66892672	7.82908143	7.95937076	7.514571863	7.826065497
5298	8.214316482	8.462848921	8.265678978	8.249707173	6.903868405	6.879334949	8.679543083	8.117389584	6.762749934	6.704752481	6.794980699	6.736853814
529	9.923941353	10.08880317	9.63730591	9.916682407	9.719741443	9.925358822	9.835584323	9.849212137	9.851962011	9.839452412	9.703131978	9.747134301
52	7.608090222	8.300970938	7.703830523	8.1240222	8.071547343	8.17796043	7.434157086	8.066340971	8.217669238	8.505185331	8.030245358	8.23282457
5300	7.705570773	7.735449912	7.579886937	7.88707809	7.138210999	7.212281617	7.589138496	7.814809842	7.13160279	7.098215454	7.048421397	6.977705785
5301	7.062237547	7.033888362	7.019176212	6.98525209	6.969129695	7.038525585	7.202655333	7.172464494	6.941904374	6.900909635	6.950320052	6.94175065
5303	7.768727352	7.552672653	8.50620207	8.317435374	8.203806458	8.084866922	7.731802656	7.89566092	8.760091973	8.816738137	8.939831358	9.027262723
5304	12.8623675	13.04461249	12.05391954	13.15880746	11.27368478	7.340858234	11.64659456	10.08271777	12.40933067	8.460918178	12.8328919	9.579141745
5305	6.85584383	7.007408292	7.737892333	7.720497889	8.171154846	8.174950578	6.874677628	6.619845947	8.580194314	9.009049438	8.705764003	8.952755349
5306	8.688264871	8.443875624	8.162363586	8.305951658	8.403967926	8.168122683	8.1168312	7.967496585	8.326666945	8.446372228	8.252905846	8.081181116
5307	6.749447151	7.259283226	6.623086381	6.770595518	6.907027644	6.637643895	7.008048876	8.301708133	6.578622117	6.612317972	6.64852002	6.625005746
5308	6.385567744	6.390579932	6.397584348	6.383129833	6.403836283	6.378421155	6.408776945	6.41711627	6.387928982	6.400781665	6.406248617	6.382787065
5309	7.248737948	7.14468108	7.242324096	7.141742238	7.120900644	7.077078303	7.52567381	7.493907006	7.058993548	6.984876099	7.018740161	7.135884973
5310	7.849158438	7.316154825	6.889293457	6.832837502	7.134129472	7.066374861	8.451866488	7.949095625	7.022301374	6.918080306	7.018387393	7.081716521
5311	7.614012901	7.277403323	9.676814898	8.547314876	8.692722357	7.768923531	7.509840289	6.420483442	9.201989885	7.930655703	9.263088099	8.406919227
5313	7.15162815	7.09215885	7.079002952	7.063999639	7.063670167	7.075265214	7.143067368	7.185268244	7.044786481	7.041465252	7.065653509	7.08612024
5315	7.48411971	7.584875379	7.359829315	7.630045799	7.392386519	7.434554047	7.579127348	7.642958709	7.405155847	7.455256469	7.387934108	7.498341648
5316	7.174385724	7.109319181	7.117044233	7.161511687	7.242873004	7.223352821	7.194095471	7.005179696	7.232893266	7.237432996	7.226580495	7.211007958
5317	8.007245324	6.789810321	9.136809959	7.916669105	8.079516288	7.064134596	8.264801292	7.406309321	7.627081326	6.80113865	7.504362078	6.958306669
5318	7.598588015	7.30297021	6.974541465	7.693002924	7.025368997	6.535580644	6.873420662	6.670164031	7.636617888	7.802584477	7.074874839	7.366504473
5319	6.854311995	6.789064526	6.78460832	6.796711274	6.786619436	6.775700266	6.840340722	6.881605649	6.805975231	6.82161431	6.818757072	6.804210911
5320	7.47460835	7.48210693	7.562271539	7.531028008	7.534746775	7.550861801	7.516894639	7.539432843	7.537744532	7.572277343	7.560968319	7.580628748
5321	6.868875334	6.224070716	7.015048268	6.390422965	6.960479394	6.417429338	6.765743518	6.178929975	7.051012882	6.69036357	6.891803689	6.727507518
5322	6.983350221	6.805598674	6.955813799	6.847474976	6.997749336	7.063191998	7.089117061	7.071797813	6.961404108	7.051186454	7.108361116	7.09952108
5324	6.944469088	6.773786383	6.5989724	6.458321672	7.577760036	7.008896447	6.60043896	6.446636139	7.660373583	7.43585032	6.65281389	6.807046182
5325	7.702294666	7.205229935	8.496638994	7.682140276	8.159580581	7.380480451	7.355845605	7.187043902	7.859098188	7.120286172	7.523555765	6.985332892
5326	7.638310494	7.504268779	7.366244476	7.560145276	7.450864581	7.517236561	7.497529869	7.770123268	7.438039636	7.498283139	7.444057187	7.507561594
5327	8.704426348	11.22672531	9.803869394	11.19266892	9.485410528	8.965578757	8.678963487	6.845009206	9.977464434	10.15959907	9.923630937	9.653353414
5328	7.663031701	7.677232001	8.376107471	7.520410355	8.104637965	8.667740984	8.086144547	9.03156041	7.757863643	7.792470459	8.200955796	7.469029658
5329	7.393483708	7.36598825	7.242126903	7.346054306	7.257728322	7.466786017	7.478062901	7.542715104	7.212367631	7.254860529	7.236744587	7.228899902
5330	8.326618114	7.858949824	7.74561096	7.659523492	7.778231411	7.904864303	8.331930326	8.347234428	7.574500401	7.494739918	7.690389932	7.734586609
5331	7.755849564	7.568408953	7.518244746	7.541746661	7.571026196	7.684889999	7.983367097	7.791739615	7.574823432	7.422408244	7.506530984	7.568629253
5332	6.686801004	6.831001669	7.366279507	6.962225149	7.809429032	6.57198752	6.492073884	6.487943782	7.771350583	6.760881219	7.420476604	7.520221777
53335	7.586456904	6.831757462	8.534750276	6.877730195	8.82892825	7.963459414	7.966695436	7.391455936	7.9750793	6.992770837	7.718137911	7.316250865
53339	8.481377858	9.294009275	9.061831742	9.565898598	8.821168454	8.977533812	8.20780468	8.143968189	9.4245744	9.982362411	8.941362072	9.364884937
5333	8.68693203	8.268937615	8.139786297	8.088589132	7.964944868	8.004450873	9.266093417	8.908184892	7.913826786	7.655802509	7.870888149	7.77707841
53340	7.069879766	7.507762542	7.067015684	7.495159588	7.1473415	7.011405901	7.017361032	7.099885856	7.170762495	7.490135751	7.195368423	7.257401701
53343	7.894186376	8.700759664	8.316757816	9.90706862	7.930845771	7.854317826	7.688015298	7.577636209	8.432944922	8.420628582	8.123140526	8.259239293
53346	7.339957256	7.351492714	7.371811391	7.402300749	7.3520056	7.39683881	7.384834035	7.353344342	7.346256531	7.409903567	7.387539518	7.411126247
53347	6.813496849	6.72245098	6.769674652	6.703081119	6.805973996	6.788770178	6.883392721	6.888105021	6.76898033	6.716946855	6.792372891	6.743530828
5334	6.661425581	9.511403411	6.629250165	6.485396486	6.915600554	6.355811764	6.385814357	6.351601142	7.261667705	6.594416532	6.978827246	7.127725857
53353	6.629154313	7.378544532	6.418121852	7.717858849	6.52229188	6.524520711	6.321998253	6.578720287	7.083695564	6.576451096	6.857268972	7.257952223
53358	7.224809854	7.183156969	7.298143371	7.302665304	7.329437229	7.352952903	7.28014065	7.229052268	7.326418599	7.35727545	7.297938846	7.32605249
5335	8.211815762	7.945207668	8.317723257	7.734472115	7.826225309	7.552199539	8.832027801	9.318463644	7.543110686	7.594448801	7.714092587	7.588744697
5336	8.456071894	7.985202062	8.754483141	8.40175447	8.812909403	8.769886522	8.839500406	7.867272747	8.168937921	7.753416553	8.052658146	7.742979727
53371	8.219260159	8.526289347	7.536670593	7.377402329	8.638078047	8.117953383	7.404285407	6.916434189	8.22790094	8.169379302	8.286449048	8.316520411
5337	7.137765068	6.847832983	7.25176745	6.956493774	7.626623077	7.245926389	7.100466598	7.151654731	7.348704617	7.112489921	7.404780705	7.206802988
5338	7.89904207	7.657278552	7.42559036	7.494628575	7.56773164	7.535310346	8.287099846	8.015348625	7.436024046	7.340665159	7.493313241	7.509954944
5339	7.624570982	7.261368378	6.696535057	6.750983024	6.830233944	6.804094413	7.732410408	8.07516152	6.829010613	6.626394029	6.834374131	6.880844609
533	9.114156433	9.627270985	8.478317691	9.324705729	8.771297827	9.097201251	8.963541197	9.32512708	8.892387854	9.05213396	8.80722381	9.246984243
53405	7.084214502	7.428562819	7.033170065	9.215650979	7.373012685	6.911794724	6.834554292	6.625008537	7.26756521	6.676947935	6.946333373	6.881724066
53407	8.992470053	8.563799259	8.280356779	8.539824108	8.18131487	8.104851281	8.717716801	8.849572933	8.570717469	8.745234831	8.41085747	8.440033621
5340	6.821033458	6.82197768	6.848319159	6.832557459	6.797459687	6.802600294	6.876582154	6.830508123	6.800723105	6.793321868	6.778356323	6.786023704
5341	6.944053216	6.859086788	8.348302773	8.062355631	7.34816979	7.57515975	7.19612614	7.087007635	7.229017026	7.263163914	7.117394034	7.328750537
5345	7.95704277	7.497016483	7.384180918	7.397327424	7.408273116	7.418701215	8.220890122	7.700074093	7.230622696	7.066831446	7.29463327	7.204372819
5346	7.555292566	7.673194635	7.718533856	7.599304419	8.078470538	7.897484738	7.718467961	7.697229407	7.903956824	8.046682	7.837163478	7.972046703
5347	6.878198504	6.768528314	7.312750103	7.219022618	6.905847196	7.126445247	7.031965604	6.984215918	6.961225314	6.92528184	6.95147094	7.004958305
5348	7.029017191	6.790702923	6.787464195	6.724273887	6.751573859	6.82884166	6.876663378	6.770738584	6.745415	6.709221109	6.805316053	6.75451486
5349	9.441416113	10.27362434	8.805685148	9.761844845	8.717837351	9.413940127	10.06942097	10.3139408	8.299038781	8.111829466	8.189100195	8.650897853
534	6.87033515	6.854707536	6.973588313	6.909402804	6.963141979	7.006811466	6.912338487	6.992212627	6.969029771	6.996848803	6.980267366	6.959504125
5350	6.888717959	6.966253288	6.518035995	6.642488726	6.626522681	6.481745974	6.806999767	6.772815292	6.619502756	6.47957532	6.754196812	6.567509144
5351	8.302396564	8.050599149	7.71947224	7.63735152	7.646706631	7.494577018	8.281553683	9.033452604	7.371512299	7.327187984	7.409486294	7.175344211
5352	7.412361506	7.260538117	7.643144188	9.162425736	8.820942743	9.40152742	6.98121939	7.947935106	8.117922146	7.629446845	7.782408461	7.746383331
5354	6.951894938	6.717289959	7.094935932	6.546307047	7.053010394	6.651289668	6.797077089	6.806714814	7.691463232	6.926375678	7.545618852	7.040554012
5355	9.23225366	8.749682217	8.874446974	9.34722867	8.908827043	9.799619118	8.823429602	8.615090384	9.775412048	9.242204416	9.538831733	9.496212114
5357	7.573469729	7.603045775	7.806599724	8.12056447	7.938667906	7.952848623	7.436091255	7.318235695	7.989933637	8.130800803	7.963620092	7.890360354
5358	8.236157908	8.623081502	9.766213484	8.69539676	8.784198212	8.862511804	8.016591782	6.898921488	9.252679775	8.150572424	9.404683666	8.859590823
5359	7.980496797	8.872913895	7.757695938	8.211213075	7.921677796	8.644229594	7.300879376	8.057697063	8.06402681	8.287798222	7.500063409	7.964355206
535	8.663258219	8.501625333	7.830996673	7.769897669	8.074133674	8.051882877	8.983388467	8.820428767	7.886525833	7.702682529	7.891225891	7.942500884
5360	7.711393309	7.51192747	7.651159646	7.536308711	7.466615261	7.766091724	7.695965412	7.588448067	7.534888288	7.394293286	7.472517226	7.342061079
53615	8.648595748	8.111562797	8.139807273	8.22040069	7.662144735	7.660281385	8.905585557	8.771538559	7.466050062	7.360987439	7.470410364	7.513431684
53616	7.098515517	6.909777672	7.222554101	7.073223545	7.318022402	7.285070562	6.946869185	7.090546027	7.243074647	7.098238861	7.293568838	7.222312747
5361	8.843427357	8.243936705	8.879016714	8.587789312	7.901757102	7.879277344	9.10185398	9.536907764	7.47855668	7.258937155	7.293335172	7.050510822
5362	7.282206806	7.343460453	6.89622687	6.901337929	6.946730057	6.923299218	7.329486594	7.450607806	6.912703748	6.883513222	6.892277971	6.924067494
53630	6.959084073	6.863569046	6.881525018	6.833450365	6.983330893	7.00386299	7.00196021	7.092994984	7.035023514	7.098653482	7.07763764	7.118095366
53635	9.606954009	9.274147776	7.601556339	7.965258629	7.688308201	7.681962258	9.860991915	9.862594854	7.467891576	7.427541258	7.401065329	7.475747043
53637	6.87852619	6.878275333	6.876777961	6.878440054	6.878210019	6.878457336	6.879296558	6.879239597	6.877588033	6.877838891	6.877742615	6.87707013
5364	7.784181172	7.609174373	7.429013974	7.510394088	7.211625382	7.332622404	8.137074321	7.733525833	7.299825461	7.237880487	7.304979625	7.31412005
5365	7.76004851	7.360832479	7.354522643	7.220759855	7.351183234	7.447516875	7.918747347	7.743491962	7.230435953	7.012821363	7.149401168	7.397058475
5366	6.456088246	8.415633315	6.096243182	6.466436809	6.836977804	7.044828466	6.427456904	6.832694115	7.223720947	8.952732512	7.070878017	7.218390266
5367	7.052911516	6.976048751	6.748391591	6.722369157	6.854588711	6.877430053	7.328658392	7.39661242	6.697638316	6.698556962	6.885333226	6.827137097
5368	7.359715243	7.10264668	7.239091081	7.138014309	7.273912599	7.199843954	7.296164047	7.31891947	7.147128619	7.079719392	7.110728739	7.150121253
5371	7.348319926	7.272951688	7.180489493	7.197214882	7.199585051	7.199542345	7.51353027	7.455660023	7.088807124	7.064295074	7.126225348	7.070480384
5372	8.383602406	7.873236936	7.856237639	8.352135971	7.243221291	6.920799057	9.072997715	8.868403888	6.988434801	6.869434323	6.732676345	6.720019036
5375	6.413553277	6.404393479	6.422933737	6.415491664	6.411820997	6.411146161	6.416206013	6.428442531	6.408169119	6.41292686	6.421706177	6.420374406
5376	9.610702606	10.55134388	10.94477843	9.218070945	10.24172572	9.635674715	9.224718496	7.958069737	11.34555778	11.59911449	10.85450633	10.85805968
5378	8.223186203	8.436811203	8.417661713	8.359582477	8.866566485	8.460834162	8.528491825	7.982425177	8.985066375	8.888447829	8.779683362	8.797262406
5379	7.159029577	7.985309388	8.626505897	8.954522423	8.07123318	8.729001227	6.998797208	7.733694146	8.576195078	9.014597095	8.443049944	8.30446711
537	8.947019239	10.09535229	9.110855634	9.094596242	9.503759295	9.646267836	9.326386491	9.294709102	9.524825654	9.805402074	9.668517069	9.990080739
53820	7.370563439	7.390161544	7.110167151	7.547131857	7.366909898	7.276380973	7.391516695	7.627418288	7.281985416	7.187686226	7.428664328	7.62885111
53822	7.155343623	7.1181659	7.116841482	7.168949263	7.009680211	7.062180774	7.195221336	7.314761637	6.965785688	6.954078243	7.048167686	6.946758683
53826	10.29576258	9.013902212	9.51174212	7.369350275	8.113154697	7.644289119	9.76577014	8.197032919	8.472414294	6.800308283	8.475448446	7.207720602
53827	8.419724034	8.449433577	7.50511582	7.921813572	7.162100032	7.855683646	8.18966596	7.852167768	7.453777421	7.402357281	7.352516739	7.766953419
53829	6.608659353	6.525011587	7.199103504	6.42652823	8.318310376	8.895989423	6.747509046	6.527930038	7.859909227	7.605764615	7.874685245	7.882832898
53832	7.307796118	7.493254624	7.83633069	6.576461351	7.631570476	7.074290574	7.045031321	6.910183565	7.069367201	6.6883909	8.781197566	8.891488901
53836	7.159929981	6.920636203	6.836669575	6.90029169	6.844678479	7.864472332	6.836240194	6.920443428	7.069296851	7.205412243	6.833821566	7.262413944
53838	8.176334591	8.310289562	7.726911366	8.117711053	7.703287378	7.768096944	7.901420464	8.739415176	7.385195231	7.291974876	7.164233379	7.409021131
53841	7.520990124	7.246799762	6.574853817	6.464182041	6.724165275	6.562468534	8.269658004	7.91427253	6.58780686	6.196957226	6.428724723	6.442069795
538	7.376608958	7.361715361	7.253458198	7.282108194	8.639468198	7.757352524	7.630725283	7.656323742	7.369034986	7.317677745	7.491646458	7.571767891
53904	6.889326306	6.782197918	6.672743183	6.689455283	6.735323093	6.751124993	6.980340953	7.031584826	6.686142469	6.729600228	6.867873242	6.767115897
53905	7.297312712	6.580483768	7.539330112	6.937232294	7.507957894	7.354394924	7.164960852	7.748910859	7.230885646	7.033299639	7.175326808	6.772460313
53916	8.133223703	8.225433569	7.56000406	7.710793257	7.719536006	7.787575477	8.299832729	8.528816547	7.551781082	7.597466453	7.772390367	7.825609618
53918	7.230956435	7.69347528	8.773703755	8.320940695	7.981951253	7.849218206	7.171304089	7.189016145	8.141254425	8.042489705	8.321195201	8.232734089
53919	7.190508406	7.163990915	7.274731158	7.218024386	7.248989895	7.267002738	7.169768959	7.239164418	7.230947398	7.244645835	7.297839673	7.317544268
5393	7.231726261	7.57009449	7.342207371	7.466283906	7.480849525	7.644432971	7.044638875	6.88715794	7.718534569	7.622557395	7.503459193	7.684921547
53942	6.75057247	6.750378491	6.750460372	6.750429785	6.750485202	6.750530504	6.750593777	6.75061331	6.750510384	6.750368138	6.750612855	6.750617418
53944	7.00249544	6.74628656	6.650559389	6.687191489	6.540019961	6.610760535	7.002849937	7.003228665	6.525621941	6.436414823	6.422857393	6.578411825
53947	7.357060406	7.426859262	7.188090783	7.223587079	7.224388792	7.254238505	7.515950878	7.408560607	7.125698614	7.042622953	7.127808018	7.221143473
5394	8.088695054	7.255947845	9.113241038	8.642573053	7.706268909	7.151661056	8.08334364	7.970439238	7.611099595	7.347816854	7.555831336	7.489280271
5396	7.024437244	7.001882031	7.001413611	6.987432798	7.003261032	6.99643387	7.053413353	7.025329287	7.003610188	7.006668039	7.000917543	6.996302117
539	10.20996343	10.41827728	9.259774232	9.379556018	10.72848051	10.28197987	9.905578253	9.158365659	10.7814019	10.77201136	10.39603666	10.3182605
53	8.249047679	8.874403796	7.788751965	7.982155923	7.85404	8.136751426	8.35562634	8.062264566	7.63059082	7.77407684	7.763523781	8.076489697
54014	6.462592754	6.960074048	6.950866357	6.958857202	6.980052691	6.715234653	6.518373839	6.52310896	7.161698214	7.38007903	7.047878655	7.341072526
54020	7.861809353	8.214292864	6.801532501	7.083662525	7.185691013	7.493240497	7.556254812	8.859708514	6.744716875	7.085697833	6.803207336	6.892950035
54039	7.525443728	7.374348731	7.23321244	7.222480546	7.089205099	7.263925271	7.973965792	7.845558148	7.032287554	6.994944534	7.038143778	7.099070056
54069	7.144557333	7.464864898	8.454572372	8.39395366	7.963476863	7.700905752	6.995585228	7.29988367	8.283854264	8.476750775	8.295410933	8.342150633
5406	6.771926129	6.767223421	6.760201017	6.75105204	6.762436508	6.764328561	6.78870042	6.790766251	6.76492583	6.768902492	6.788280265	6.791930552
5407	7.071655402	6.923771502	7.466281281	7.413216267	7.320409277	7.488033465	7.202944842	7.017311404	7.260128008	7.282063856	7.164535964	7.267540094
5408	6.783918362	6.422480161	6.39725715	6.31772036	6.71365819	7.111552338	7.030077826	8.100351153	6.710363411	6.422414978	6.534912529	6.77198154
54093	7.197173834	7.051182643	8.097808419	7.506946767	8.792633555	8.375227118	7.580314839	7.341016337	8.622769769	8.519443205	8.767235879	8.640388193
5409	8.315824013	7.501778155	7.421587981	7.438606567	7.103435263	7.273885142	8.785463509	10.08648193	6.951123809	6.83268759	7.094272082	6.891250488
540	7.48239584	8.132160439	7.894925435	7.820360679	8.669001972	8.222339715	7.582925921	7.199969752	8.100697364	8.354848024	8.277154768	8.950613273
54101	8.708751793	7.982911415	9.25717318	8.14165545	9.067917034	8.790109541	8.425452054	8.095891927	9.516351175	8.783938852	9.338396226	9.302124772
54103	8.230714524	8.871849871	7.266441037	7.098704701	8.442533266	8.42514694	7.721209343	7.722730742	8.567796418	8.778614115	8.186213354	8.385296322
54107	7.34536907	7.542468092	8.229337074	8.101785204	8.209290432	8.060966293	7.260256737	7.167137095	8.719177115	8.895288564	8.430042055	8.533002564
54112	6.884356328	6.896066397	7.002733675	6.26647771	6.771125921	6.557133463	6.63060792	6.55115161	6.604205121	6.490439782	6.597249936	7.325966214
5411	7.73746895	8.857240821	8.765141553	8.537445555	9.478213272	9.092307376	7.335953024	6.805003891	9.795289614	9.788434383	9.771948312	9.683410617
5412	7.672597251	7.899700963	8.284647241	7.829729563	8.691947737	8.198010347	7.07651528	7.065100844	8.815280749	8.684214017	8.762360055	8.49799652
5413	7.310996893	7.089258535	6.849342546	6.834903928	7.042808597	7.039327366	7.7199009	7.550897396	6.803117141	6.646555657	6.843261691	6.780051983
541469	7.806949965	7.603266736	7.593712866	7.40292381	7.176663397	7.187263558	8.105695091	8.038429772	6.958305968	7.02619306	7.02577031	7.129111092
54148	7.526493135	7.846343706	8.697373581	8.829542236	7.892472542	7.70657347	7.433985542	7.294279752	8.213677954	8.771948231	8.509442372	8.421850558
54149	6.925860493	6.889361674	7.308432997	7.356400823	7.133040472	7.1710735	6.875643878	6.974424145	7.298466801	7.196535277	7.090720575	7.020092244
5414	7.174372446	6.998753676	6.942940832	6.939389214	7.042017903	7.030311955	7.295746113	7.258036022	6.894458755	6.829738901	6.989063222	6.902225983
54187	8.774440552	8.971836175	8.617304668	9.296507748	8.158243806	8.724695845	8.83612301	9.481666596	8.031825667	8.048932427	8.111763648	8.373283408
54205	9.893913995	10.8418028	10.47629029	11.19952555	9.877793612	9.868052937	8.512434204	9.219008627	10.39655532	10.75638119	10.03939104	10.37532911
54207	7.130654789	7.096443264	7.11015135	7.104486594	7.184448774	7.224815247	7.191086855	7.129871209	7.164416976	7.155716803	7.128623609	7.187975704
54209	7.778708593	7.521189186	7.529856185	7.503441095	7.434474312	8.057258579	8.057220399	7.624949788	7.259431171	7.392142852	7.371072426	7.301936181
5420	9.655776115	9.652790403	9.413746065	10.15756827	9.189004086	9.942003946	9.243686068	8.47374988	9.294605807	9.08401033	8.078303574	9.182092113
54210	7.311211351	7.230226846	7.473497975	7.517104099	7.259473697	7.533605015	7.40207369	7.410129354	7.304709083	7.329683122	7.324413059	7.334917397
5422	7.965947707	8.085811827	7.982390654	7.563483908	8.27917978	8.183352145	8.264616789	10.19826035	8.105274653	8.048669183	8.086017749	8.10419147
5423	8.381313541	9.047354191	9.207963425	10.53651531	9.055399268	8.881988282	8.593147458	8.413778483	9.342656234	9.342834228	9.101693294	9.440183947
5424	7.332143767	7.168186273	7.475315389	7.510510959	7.433564793	7.573871127	7.409532572	7.352198393	7.48785693	7.355193757	7.37857312	7.500347886
5425	7.795596936	7.688106655	7.429403919	7.901714462	7.169874876	7.206905919	8.058791853	8.314180014	7.085513646	7.152273507	7.216227114	7.142503515
5426	7.728189512	7.714912563	7.538506779	7.524444754	7.341480927	7.37677944	7.87527875	8.386983031	7.274420078	7.299254508	7.328016703	7.310774546
5427	7.087673706	7.379563805	7.967474612	7.873944388	7.654135405	7.968151105	7.090103797	7.432407096	7.991529349	8.36592993	7.668860189	8.465634142
5428	7.462053939	7.386083048	7.608746753	7.638633191	7.428241023	7.438044513	7.435195165	7.401978875	7.555650281	7.613425763	7.512720124	7.526334158
5429	6.099410488	6.1005546	6.102813414	6.102047141	6.102119966	6.100119334	6.102321759	6.10111081	6.102494223	6.103680735	6.099764272	6.102521943
5430	7.426534933	7.420636841	9.410300485	9.812265412	7.77732609	7.732403605	7.469562232	7.079345844	7.561086846	7.468379536	7.641239264	7.301642165
5431	8.543576831	9.244080904	9.865872959	9.563474687	9.822539298	9.984770035	8.583586417	8.339377783	10.70046769	10.95350244	10.78077491	10.55890685
54328	7.008385234	6.971560431	6.992617987	7.000822991	6.992279578	6.996589917	7.043366995	7.03150307	6.988787159	6.99826067	7.014194028	7.015220083
54329	6.54999892	6.511012853	6.511343155	6.519038137	6.537712205	6.535455685	6.521563967	6.560176734	6.532627365	6.554969125	6.573644293	6.588975312
5432	8.819149765	8.123669811	9.001459784	8.699341529	8.401796795	8.292805075	8.698535179	8.915696892	8.243891093	7.913611469	8.333779918	8.202018076
54332	6.759320111	6.754705114	6.747940388	6.744566832	6.755452955	6.750746889	6.761812238	6.770700674	6.743163934	6.743529292	6.757512461	6.743858177
5433	7.116355074	7.177898157	7.294054787	7.52503945	7.191851518	7.225512886	7.174815837	7.278755571	7.167698775	7.190214687	7.146558626	7.177852685
54344	8.744885532	8.870403958	8.037690381	8.28936774	8.333686114	8.025713107	8.980455609	9.786435786	7.914960578	7.862799812	7.535531812	7.700968433
54345	6.611361592	6.611448317	6.611347305	6.611391682	6.611333424	6.611497495	6.611263374	6.611483016	6.611373906	6.611320595	6.611407604	6.611377191
5434	8.147318158	7.964902938	7.323706457	7.514331025	7.504575159	7.47058958	8.136740459	8.00673449	7.445398501	7.390564209	7.452636408	7.664965667
5435	8.546790394	8.471935228	7.819242483	8.485486334	8.18453311	8.056349323	8.88816245	8.400000989	7.780422098	7.730484968	7.618379185	7.720673214
54360	7.040833569	6.923389248	6.907208909	6.849944092	6.863768963	6.878916438	7.031975046	7.042391241	6.900382694	6.945612323	6.94917533	6.927858205
54361	6.988951654	6.737724657	7.540091207	7.165828348	6.684633818	6.899812777	7.105237335	7.048293818	6.575493988	6.705939633	6.491541695	6.562741507
54363	7.040290012	6.979237466	6.98459672	6.973781614	7.004977125	6.973450591	7.043584528	7.052140172	6.964551074	6.995647262	7.011087693	6.972198174
5436	9.211727335	9.599799756	9.060574842	9.10822545	9.772067545	9.547938646	9.191035791	8.832060382	9.861359627	10.10706978	9.898014058	9.940415343
5437	9.296266373	9.522029601	9.624620862	10.00656263	9.299742559	9.469891808	9.463917034	9.921978197	9.540395871	9.427399999	9.464229132	9.534607359
54386	10.20879054	9.588336779	8.999024595	8.093783831	10.21069919	9.821221021	9.775652826	9.3655464	9.800639828	9.045394994	9.843281632	9.764012585
5438	8.999101126	8.907186579	8.164241119	8.712009665	8.209785268	7.82786474	9.139593127	9.761196727	7.939824314	7.959277773	7.85337207	7.972420565
5439	8.758250808	8.669841465	8.54226998	8.858092884	8.520729171	8.466737367	9.487130303	9.727761867	8.136407528	8.120280463	8.251271751	8.358515144
54407	8.193533835	9.448957268	8.651976809	9.042150622	8.601952435	8.179772006	7.950405172	7.521698507	9.524142124	9.534251583	9.314945525	9.422935934
5440	7.714783549	8.423081281	7.62059036	8.454848008	8.353272432	8.267900475	7.558164304	7.671598721	8.31967266	8.713819584	8.229042091	8.399836482
54413	7.161835735	6.807037712	7.322393285	7.068179964	6.793714483	7.057312605	7.240948248	7.300422509	6.841981925	6.853720864	6.932001203	6.988545129
5441	8.46911398	8.703504531	6.916889257	7.810832805	7.573525463	7.456862947	9.051756055	9.345638775	7.250535886	7.290825042	7.259031861	7.578293037
54431	6.645655873	7.07660914	7.125655887	7.508206657	6.777453305	6.978910665	6.717014885	6.728025295	7.167532454	7.400248455	6.959097105	7.22884625
