Compound ID	exp1	exp2
C02922	-1.461147201	1.262363674
C05371	0.156616443	0.850634279
C11310	0.513492006	2.201741809
C02911	0.544240334	1.865462453
C14053	0.523192766	-0.933706157
C00217	1.187737709	-1.11608984
C15535	0.117363933	2.22670026
C01181	-0.57339932	0.388477276
C00025	-1.124212692	0.870426677
C00348	0.396011978	-0.202457975
C07051	1.133050156	-0.253481001
C11906	-1.247898494	0.904563411
C00885	0.616854427	1.114812993
C04589	-2.023795359	-1.283222819
C11030	-1.227496119	0.15009179
C04307	1.221994088	0.095265154
C09241	-1.181724011	-0.242831878
C00465	0.530070025	0.358625934
C08376	1.141456757	-0.017950099
C05229	0.218534467	1.262156279
C07326	-0.24175477	0.950917578
C11145	-0.55810518	-1.312537745
C03990	-1.163050118	0.451811811
C01424	0.13564261	-2.402482011
C00100	-0.668536461	-0.563895213
C00789	-0.110879284	0.520617543
C01304	0.734381648	0.161593678
C05946	-0.801937996	1.629271037
C01721	-1.034597089	0.216056193
C11177	-1.843134778	-1.104193402
C00906	1.168556979	0.061307899
C06366	0.941101994	1.581101926
C04944	0.141191252	0.994008729
C06006	-0.198331785	0.289350789
C17583	-0.710141362	1.646865663
C04500	-0.916901402	0.049762502
C02785	-0.35439813	1.443217407
C14120	-0.771563057	0.815900803
C11733	-1.415250468	0.18670701
C07890	-0.438481891	0.957575573
C04553	0.3385759	-1.026847771
C06476	-0.298010214	0.143561615
C02104	0.595568416	-2.62793294
C13723	0.748231893	0.823647001
C08507	-0.881735425	0.843310385
C14866	-1.115867092	0.193090595
C02704	0.635077531	0.231489493
C13809	-1.180491983	2.030776946
C02057	-0.530592594	-2.566534209
C14246	0.03617514	0.935022495
C11004	0.887648822	-1.2826342
C02853	0.358813134	-0.08130382
C00075	-0.753705469	0.511021275
C07164	-1.09850646	0.885668783
C06406	0.092818763	-1.161423849
C02233	1.252527919	1.721759648
C09900	-0.247757246	-0.217044868
C08932	-0.767393603	2.567560785
C09871	-0.494101831	0.033874233
C08124	-0.888357503	0.009605063
C02766	0.319504711	-0.005050529
C04427	-1.078355861	0.499060037
C06541	-0.825533247	-0.373845304
C06587	0.945683136	0.64333333
C14689	-1.23292232	-0.795571498
C19355	0.357669228	1.98014244
C08351	-0.150213292	0.348320054
C00423	0.354325211	0.271887704
C03454	0.870630879	-0.686552388
C08387	0.645030816	-0.061168086
C01380	0.563582209	1.519375015
C04584	-0.748813633	-1.737312441
C03206	-0.748726148	0.418336807
C08095	1.087649685	0.272638281
C11897	0.00939061	-2.073488912
C06348	1.05543342	0.919775595
C15479	-0.710681933	-0.005123715
C03797	1.521585507	1.011167591
C16675	0.700046292	2.948852917
C04543	0.60941176	-1.573238786
C07813	-0.748726148	1.210921054
C12054	0.365019847	-0.555414541
C07672	0.238148145	-0.230479378
C01912	0.444865788	-0.227183817
C06551	0.540966873	1.427269022
C11455	0.802655321	0.322041806
C03108	-0.233130892	-0.223458173
C07321	0.503475863	1.620414697
C05705	0.575165923	-1.143364376
C11166	0.400653855	-2.089231174
C08576	0.069108607	-0.36356473
C01378	0.819413251	0.107961558
C01551	-3.458232679	-0.462370906
C06757	-0.312543299	0.154047465
C05684	-0.555414541	-0.976712803
C05318	1.041696664	0.348320054
C05607	2.948852917	0.381284586
C06199	1.736895153	0.454689244
C14690	-0.461848464	-0.067605598
C16561	1.13936791	-0.138788332
C17542	1.09397855	-0.359213504
C05796	0.925728279	-0.056662887
C02000	-0.668618525	1.141526169
C06451	-0.729274432	-1.163050118
C04814	0.207185845	-0.35519572
C07931	-1.072329106	-0.182969474
C08317	1.490681342	-1.000232197
C05119	-1.093992564	-0.570745361
C03829	0.179322778	0.029732051
C01079	-2.304155596	0.35749013
C07556	-1.627361689	0.907586148
C06475	1.758131177	0.415513226
C14447	-0.548416436	-0.915578335
C11857	-0.261181165	0.133144597
C08460	-0.703548282	-0.765984109
C04556	-0.619851743	1.864421627
C01134	1.541442706	1.193207665
C04740	-0.068519186	1.227282904
C15610	0.244805168	-1.181642888
C02247	-0.659383849	-1.17823136
C09484	-1.318479227	1.104614715
C01061	-0.355009716	-0.619851743
C01869	-0.051111224	0.129780933
C02090	-0.777781271	-0.195712404
C05443	0.848450081	-0.508971467
C04188	1.270100041	1.502829647
C00514	-0.242831878	-0.022844384
C06948	-0.402525726	-0.042147441
C00365	-0.161010602	-0.414095319
C01046	0.454689244	1.515243672
C00248	-0.710681933	-0.017682951
C08335	-1.9965164	0.2821374
C06248	0.271086252	-0.273439472
C00221	-0.015185813	0.434787654
C13433	1.227290406	1.276612096
C12569	0.191209192	1.620414697
C16454	-1.133982834	1.697259655
C05947	-0.253348108	-0.0640979
C01478	-0.268494009	-0.595343236
C06997	2.059517921	-0.807803775
C00586	0.164266034	0.920340665
C00273	-0.618107981	-0.473145127
C07565	-0.001560243	-1.242953059
C07581	-0.139539099	-0.520513901
C04580	-0.375373013	0.391598412
C02886	-1.002260852	2.111885748
C01475	-0.124694083	-1.278271266
C15493	-0.324382195	0.570793988
C00198	0.414534051	0.155027232
C00715	-0.218307914	0.34875906
C01654	0.082341507	-0.158089795
C01585	0.275095212	-1.355368975
C03081	1.087321257	-1.078355861
C11061	0.791115475	-0.150555627
C09845	0.893414285	-0.08130382
C10991	-0.683247413	1.69921437
C02929	0.515023868	-0.928822707
C05769	1.017742784	-1.155991807
C08415	1.370610577	2.030776946
C04166	-0.725936586	0.501710006
C16216	-0.79529989	0.02041577
C05172	0.246663509	-0.136755884
C07643	0.231207759	-1.926565335
C06855	1.310616284	-0.752629135
C04404	0.388170089	-0.064455079
C07316	-1.283222819	-0.38239129
C04642	-0.43172268	1.442934664
C06767	1.040774568	-0.654300212
C02631	1.084599019	-0.403548589
C09631	1.093824693	0.359661513
C08463	-1.31363409	0.085193778
C01330	-2.304155596	0.538140975
C01667	-0.949919902	0.415513226
C10427	-2.413408206	0.099417316
C02177	0.635077531	2.008505763
C06204	-1.875256079	1.519078377
C07712	0.031027815	-2.069055601
C06726	0.60941176	0.812803518
C05347	-0.469672857	0.257803831
C00307	-0.759523849	-0.650518452
C08614	-0.264114538	0.371728877
C03189	-1.052212053	-0.5651947
C14875	-0.518353034	0.825574667
C14177	-0.55657009	-1.406216785
C00438	1.519375015	0.30958105
C07526	-0.143168656	-0.974622674
C08679	-1.817112933	-0.667989727
C02956	0.863015967	-0.564201275
C00844	0.18670701	-0.669628456
C00779	-0.901500688	-0.396439477
C02919	-0.232994176	-1.300763953
C04672	2.086775808	-0.845330248
C03743	0.592357812	0.851226518
C14091	0.390559412	-1.388672871
C02123	0.121414563	-0.439141592
C03214	0.450559276	-0.661399365
C14809	0.340993313	-0.335192055
C04076	-0.881735425	-1.818892707
C03648	0.209182468	-0.334848986
C00785	-0.988269917	-0.661399365
C02224	0.126322448	-0.565020557
C00717	0.823515957	-1.216269572
C09327	0.60444933	-1.099987724
C04503	-1.33395142	1.371430624
C08398	-0.71218007	-0.011427719
C10172	0.100580193	-0.197754053
C01768	1.117216292	1.117216292
C05383	-0.881013379	-0.001397088
C02508	0.34875906	-0.540616369
C00040	0.009952137	0.081792344
C14662	0.660262517	2.27463904
C10368	1.009082582	1.657200514
C06677	-1.650912141	-0.466119537
C08736	0.357669228	1.499806061
C07040	0.144020895	0.184434148
C14595	0.624909587	-1.153235171
C05676	-1.219487966	0.836765567
C08681	0.848965408	-0.840345813
C01770	1.982837304	0.244805168
C05715	0.679345637	-0.704146005
C04144	0.230306649	0.680550674
C10921	0.16842764	0.180084353
C02403	-0.152972835	1.1533214
C09420	2.576454701	0.796897301
C04529	0.568999379	-1.362832165
C12398	-0.790035534	1.017742784
C08350	-0.643507355	-0.978414913
C05109	0.14713775	0.165455323
C03052	2.823574779	-0.19549731
C16308	-0.878190307	0.714788709
C00076	0.263465219	-0.054730078
C03987	-0.546396145	0.817540989
C00903	-0.609848861	0.957989975
C03892	0.616673014	-1.180491983
C03711	-1.556941835	-0.198331785
C00355	-0.219824935	-0.68415436
C05762	1.850582143	1.380901922
C05952	-0.461523185	1.050294589
C03104	-2.462807493	-0.594433378
C09700	-0.141299319	0.505905306
C10934	-0.11790221	-2.227461557
C00440	-1.981739218	-0.607452698
C12269	1.403502201	-0.245871863
C00077	0.551295644	-0.806191103
C04622	0.669994745	-1.04352383
C01541	-0.702961441	1.083450531
C01894	2.003281574	-0.290366485
C00689	0.796541796	0.649732296
C08858	-0.34249547	-1.341145366
C08818	0.164266034	0.635854204
C07304	-0.083781598	-1.15432667
C02537	0.854348936	-0.458758476
C06612	-0.286023436	0.3644283
C06620	-0.94065831	1.671372573
C01235	0.271086252	-0.55810518
C04859	-0.870192863	0.48418866
C11432	1.719870034	0.388477276
C01207	-0.512337491	-1.217534431
C00487	-0.848122882	-0.272734163
C07724	0.314391621	-0.595334865
C01826	-0.921068369	1.011167591
C06368	0.913475108	-0.345944055
C00703	0.044355146	0.063185373
C07141	-1.850789563	-1.039013355
C00193	-1.17823136	0.356502885
C03056	0.244805168	-0.470816912
C03895	0.200585067	-0.131405658
C00501	-0.779878495	-1.12781653
C11341	1.038092588	-0.986648492
C03994	-0.764322887	-1.053336349
C00522	-0.050109971	-0.005123715
C01037	-1.687486808	1.692639621
C12058	-0.689601199	-0.497199427
C11059	-0.197754053	0.316988871
C04709	0.388170089	-1.587517118
C11871	-0.721471834	0.522140099
C11729	-0.933523651	-1.576584332
C07567	-0.633834481	2.746601585
C04079	-0.684977466	0.3385759
C01241	0.804282117	1.114812993
C08371	-0.473130665	0.161593678
C01737	-0.812687533	-0.248776699
C05824	1.227282904	-1.31363409
C06159	2.690167992	0.26381497
C04750	0.448868443	-1.44583946
C02577	-0.199691576	-1.067220935
C07219	0.586664062	0.192186913
C00606	2.212057413	-0.32446604
C11174	-0.137458975	-0.012010311
C01614	0.097989991	-0.966481186
C16321	0.069108607	-1.09772533
C14184	-0.36115694	-1.242953059
C11398	-0.598954933	0.854348936
C06152	-1.850789563	0.781295325
C05903	-1.455238305	0.384741315
C06180	-0.072958857	-1.343743678
C04272	0.956458995	-0.13296078
C14445	-1.103046397	1.571345426
C06299	0.271887704	-0.290052833
C01685	-0.840345813	-0.765984109
C04064	1.19812087	-0.33876243
C05198	-1.099297673	-0.220435892
C07398	-0.672684017	-0.711064275
C06263	-0.256515335	1.626486634
C03921	0.105384233	-0.408935019
C03961	-1.559484707	-1.650912141
C00164	-1.2826342	-0.258972931
C03416	1.499806061	0.037260102
C02282	0.450404212	0.501327712
C02476	0.246663509	-1.051346162
C06339	0.365019847	0.445098842
C00734	0.039893222	-0.244734122
C08368	-0.074996108	-1.850789563
C00439	2.576454701	0.285005315
C00597	-0.316878705	0.143561615
C11909	0.336417629	0.031027815
C05574	-0.223458173	0.517671046
C15558	-0.289243101	0.265784584
C09649	1.397272642	-1.973695778
C01373	0.471318376	-1.220890098
C04478	-0.597572328	-0.264114538
C07661	-0.81020187	-1.22707334
C01811	1.457510633	0.118000054
C06321	0.833022579	2.213002775
C11990	0.117363933	-0.536015302
C10927	-0.056124999	-0.233130892
C08418	-0.309919426	0.903418393
C05644	-0.056291144	1.937436116
C04448	-1.388672871	0.001319194
C12380	2.201741809	0.520617543
C04920	0.765913982	-0.272734163
C11431	0.583277254	-0.238597493
C02045	-0.458758476	0.693489739
C03455	1.172421657	-1.907617759
C07310	-0.319795853	1.189438659
C07761	-1.792748688	-0.518851517
C07943	0.039893222	-0.017950099
C04201	0.661242529	-0.638287615
C05821	-1.907617759	-0.667799623
C03440	1.199914988	0.148266029
C03267	1.237048512	1.323246644
C06113	-1.031536121	-1.363150732
C08586	-0.143187082	1.103182406
C00621	0.630991896	1.721759648
C02658	0.3578927	1.558156833
C06517	1.398468604	0.654506918
C14425	-1.851350268	-0.219235856
C11288	0.562110681	0.225602626
C06649	-0.492028807	0.857981386
C03573	-1.298082606	-0.722897046
C05585	-0.591049115	-2.000248072
C01389	0.81307504	0.426793115
C14767	0.059756786	0.755380598
C07447	-0.788382377	-0.633834481
C11433	0.098351647	1.012340521
C04926	1.65545338	0.024785011
C01418	-0.599747131	1.465069405
C01736	1.041696664	0.60444933
C05086	-0.309364074	0.673934005
C05431	0.049762502	-1.304746519
C14641	0.03897484	1.197532807
C09840	0.838311339	-0.827334059
C14473	-0.32080936	-0.556214649
C02061	-0.258814942	-1.038360322
C14040	-1.05943812	-0.469672857
C13859	0.804282117	0.379814003
C07092	-2.068831088	1.401697556
C14147	0.001039667	0.660262517
C00788	-1.343743678	-0.7535187
C09931	1.262156279	-0.179863796
C04822	1.511820778	0.004409094
C01606	0.310793794	-1.63474621
C06566	-1.274635515	2.823574779
C06636	-2.193054248	-0.236924039
C05057	1.259538863	-0.909451469
C03688	0.833525126	-0.534512006
C04469	-0.606701892	-1.565767825
C14510	0.052809348	-2.007772175
C11686	0.231671897	-0.752476803
C01303	-0.248644657	1.558156833
C04135	0.187840782	-0.841777347
C02416	-1.252531339	-0.182969474
C00869	0.754728259	0.42461027
C06883	-0.286023436	-0.282859421
C04673	-0.505468008	1.077273626
C14101	-0.367142838	0.111095724
C11215	0.37205974	0.031368301
C12314	0.569869969	0.142910029
C04586	-0.484271415	-0.414461895
C00584	1.310616284	-0.596499647
C02411	-0.375373013	0.009650645
C15699	-1.359639327	1.255035393
C09921	-2.000248072	-1.739049478
C03979	0.878792149	-1.053336349
C10876	0.505905306	-1.49572445
C04771	0.606419765	1.146157921
C01198	0.81740087	1.161062517
C06694	-2.227461557	-0.598527824
C00306	-0.00518647	1.940475829
C01793	2.023978128	0.476018076
C00492	-0.448367895	-0.707973468
C00468	0.863015967	-0.683186352
C07130	-0.33151261	0.840120048
C04445	-0.430724093	-0.885163879
C02163	-1.074155254	-0.252197466
C06839	1.117216292	-1.144663944
C00190	-0.57339932	0.172744589
C05183	-1.276807758	-0.460485187
C07933	0.489069507	0.291874257
C05450	1.898780421	0.615267744
C07647	0.029732051	0.544996781
C04849	0.81740087	0.645030816
C01765	-0.764240506	0.327761687
C08431	0.259513907	-0.268687137
C14096	1.585457975	-0.298010214
C04185	-1.684368764	-0.07089023
C11038	-0.524222107	-0.430724093
C01942	-0.978026539	-0.568735253
C09750	0.148163556	0.656390604
C05814	0.936333898	0.082940695
C07084	-0.777781271	0.396201554
C08558	-0.263166953	-0.653912542
C03811	-1.68586337	0.832084086
C11905	-1.294973625	-0.270308314
C01766	0.571784922	0.121256016
C03561	0.531004781	-1.421852088
C05699	1.226524729	0.383254499
C05965	0.712919491	-1.495886747
C09209	-0.787858983	-0.051111224
C05414	0.988884659	0.359661513
C08748	0.732500568	-0.686139186
C04812	-0.294823504	1.206361086
C05797	1.115965371	-0.23537159
C10202	-0.582309783	0.099417316
C02809	0.236060355	0.246356942
C01762	-0.190173637	0.81307504
C00652	1.863170715	0.624843298
C02406	-0.569363147	0.34686491
C02207	-0.461555455	1.02266506
C07706	-1.695848217	1.428090408
C08814	-0.643507355	1.317781224
C02400	-0.085126901	-3.080042596
C01245	-0.126877266	-0.419145884
C07629	1.406669247	0.390559412
C05994	-1.210687825	-1.851350268
C11588	0.536690121	-1.30754148
C01387	0.136005231	-1.101818568
C00742	-0.783926622	1.051317399
C05502	-0.397736466	-0.525326004
C03685	-1.68586337	0.409855367
C01839	-2.023082688	0.276666769
C05385	0.455208648	-1.178537516
C00766	0.806133287	-0.130672743
C06908	1.668353587	-0.356745602
C01233	0.536690121	-0.930382627
C11369	0.104261849	1.474490727
C11993	-1.026847771	-0.19198328
C02333	-0.42786092	0.698299578
C11132	0.796897301	0.118000054
C06162	-0.921069719	-0.642508051
C05042	-0.074996108	-0.221292968
C01381	-0.145840516	1.540642486
C01777	0.513529204	-1.195240569
C08880	-1.464626794	-0.356745602
C06813	-0.999379756	0.336278022
C13106	0.165648786	-0.769356546
C03569	1.050483442	0.162274918
C11040	0.515023868	-0.144918881
C10976	0.123937707	0.244805168
C15802	0.797847955	-0.376218311
C14077	1.471070728	-0.0221735
C02331	-1.124111117	1.148758155
C06322	-0.702994145	0.556511663
C04938	0.282737516	-1.164996817
C06559	-0.71218007	-0.827334059
C00660	-0.554286088	0.913475108
C05430	1.217197894	-0.381056036
C08424	-1.24208775	0.912556434
C08516	0.838736564	1.075624794
C06814	1.22484998	-1.934189758
C09627	2.460075712	-0.463774796
C07853	0.623558264	1.19219569
C06721	0.319670095	1.350796514
C06304	-0.569363147	1.371423631
C09630	-0.759906661	0.815969258
C00905	0.759946645	-2.023795359
C06156	-0.672684017	-0.473130665
C10326	-0.793020026	0.230306649
C02681	-2.51309002	-1.22707334
C01076	0.576178448	0.866390182
C11323	0.714788709	-2.066348209
C07075	0.393040792	1.115965371
C14100	-1.420462453	-0.139539099
C01274	0.346534867	-1.307623987
C10184	-0.667006794	-0.412729915
C03826	-0.646945212	1.641406552
C02624	-0.513346089	1.17692463
C02604	-0.530592594	-0.643507355
C12915	-1.121071506	-0.042147441
C04711	-0.462370906	0.449578569
C13973	-0.161438818	0.657264592
C00797	-0.313848123	-1.100035563
C07484	-0.119088244	0.60941176
C08366	0.48418866	0.642357644
C00008	-0.429672239	0.917396619
C02983	2.219462292	-1.792748688
C06193	0.647362197	0.120634327
C03549	0.819413251	-0.294823504
C03273	1.17692463	1.371430624
C04218	2.366247396	-0.518851517
C00001	1.244627737	-0.442872233
C07083	-0.59951256	0.44115507
C02630	0.213412494	-1.511468869
C10197	0.012342402	-1.152599476
C01069	-0.407147683	1.117216292
C06374	-2.395864421	-0.236623267
C02029	-2.000248072	0.53605095
C01258	0.771461226	1.850582143
C06146	-1.680323666	0.231207759
C07289	-0.705809257	-1.300763953
C00038	1.98014244	-0.429250343
C01204	-0.284201646	0.665210749
C06464	-2.651438265	0.455208648
C02595	-0.406157547	-1.153235171
C08136	1.317781224	-0.759906661
C04367	-1.981739218	0.840120048
C01816	1.380901922	-1.69546896
C04685	0.359661513	1.31595303
C00271	1.471370295	-0.791825104
C00458	0.336278022	-0.0221735
C03135	-0.848592532	-0.903814361
C00328	2.141651724	-0.988269917
C08601	0.341415984	0.46391424
C04906	-0.345278333	-0.432357526
C13884	0.445206426	0.745688536
C13623	0.575331251	-1.24208775
C11208	-0.671443982	-0.449438947
C02024	1.836046343	-0.252197466
C07827	0.745688536	-0.561492554
C05279	1.069397817	0.330502013
C12312	-0.570745361	2.721365112
C02672	-1.155991807	-1.207668369
C05440	-0.570745361	0.261674859
C01112	-0.614532016	0.695215765
C06319	0.029732051	0.148266029
C00055	-0.389963393	-2.95363731
C06338	-0.068006996	0.435356534
C04678	-1.04352383	-0.38602863
C00005	-0.225188423	-0.577684355
C00137	-0.252197466	1.490681342
C07834	-1.221380039	0.148368148
C09438	0.804569223	-0.301929522
C02734	-0.47083113	0.321912999
C04384	0.043021894	-1.475064963
C03467	1.497124433	0.562110681
C08113	-0.602040767	1.310616284
C00426	0.513859229	0.189180026
C02048	1.544074037	-0.709988924
C07677	0.414682306	0.878125315
C11408	0.043445256	0.100266914
C03160	2.201741809	1.050483442
C08401	0.619189652	0.70703831
C11818	-0.280672426	-0.217044868
C03723	0.939134538	-0.067605598
C13103	-0.999379756	1.397272642
C03068	-1.125630052	-0.347149615
C02107	-0.617105152	-0.517440042
C02341	0.412227512	0.343440789
C07156	1.310616284	0.532395168
C10044	1.498087284	-2.178676604
C02576	0.26962632	-0.070496068
C00343	-0.685650192	-0.445264216
C13283	1.781231795	0.710292093
C07253	-0.653912542	-0.340242631
C06943	0.836765567	-0.463774796
C08347	1.378131124	-0.724644569
C00637	-1.722891299	-1.573238786
C08491	-0.915315192	-0.358754466
C11428	0.70703831	-0.138788332
C00451	0.189732191	0.027293206
C11052	-0.13477502	-1.23292232
C01138	-1.276807758	-1.019979717
C01009	-0.248209386	-0.711697633
C14748	0.183515708	0.085193778
C15527	0.845453336	-0.800677494
C06733	-0.552372085	-0.141299319
C14151	0.573289977	0.658086059
C02997	-1.17054171	-0.432357526
C11268	-0.406157547	0.619189652
C13339	-0.881013379	-1.052212053
C06326	0.578277105	0.090128898
C17883	1.255035393	1.798457074
C01898	0.313974162	-0.689601199
C09263	0.17702712	-2.554234083
C01246	1.070512602	1.312929749
C01889	0.084973243	0.053018126
C06437	-0.194305935	-0.825533247
C07846	3.251422548	-0.594433378
C05290	0.246663509	-0.195712404
C04794	1.366844857	2.056504138
C06747	-1.005988488	-1.152599476
C12286	0.709638115	-1.307623987
C07220	-2.719359512	-0.685650192
C03624	0.552940598	-1.271539985
C11878	-0.2372453	-0.048825327
C04389	0.901967615	0.479669763
C01841	-0.627309025	-0.764322887
C03567	-0.172648882	-1.053950997
C00511	-0.643701629	-0.272816376
C03586	0.606419765	-1.076021545
C05102	1.697259655	0.336417629
C05281	0.272352956	-0.892864746
C00409	-0.219235856	-0.198331785
C03541	-1.323977185	0.361625327
C08518	-0.152972835	0.23617747
C06665	-0.129183481	-0.520513901
C14163	-0.710308492	-0.966481186
C00470	0.836789103	-0.419145884
C00180	-0.24175477	-0.715741221
C05853	0.513492006	-0.013747633
C00188	-1.242953059	0.570834784
C07303	0.228133832	-2.304155596
C05931	-1.324697846	0.735103158
C00813	-1.23292232	1.697924858
C14440	0.179657094	-0.042523777
C00079	-0.954162212	2.101451729
C04230	0.021689481	1.329491703
C04916	0.426793115	-0.036597074
C00449	-0.705849246	-0.319795853
C03767	-0.450108808	-1.570538036
C00640	1.45329873	-1.467957042
C06691	0.230063332	1.13847684
C09289	-2.451482161	0.190717432
C05269	-1.003837929	0.384100973
C04690	-0.33876243	0.477890024
C08532	1.65545338	-0.280672426
C09561	1.970317014	-0.653920849
C02673	0.901875893	2.008505763
C01249	-0.302075732	-0.990853138
C05108	-0.25134521	1.226524729
C07532	-1.44583946	0.466607324
C07540	-0.162157673	1.018094005
C02592	-0.986409428	-0.190173637
C05284	-1.159602034	0.321912999
C00971	-0.870192863	-1.389434873
C10906	-0.429882012	1.464892495
C05986	0.162274918	0.113542152
C06000	-1.153235171	-1.424906068
C07599	0.416121859	-1.011109087
C05345	1.588954697	0.666498177
C00131	-0.758546479	1.96967879
C06472	-0.227252467	0.22567594
C01890	0.037260102	-0.521017912
C04221	0.527265897	1.802608679
C01280	-1.843632423	-1.684368764
C07555	0.677986005	-0.659383849
C02499	-1.283222819	0.53605095
C00203	-1.271539985	0.298314495
C05592	-1.220890098	-1.034597089
C00672	0.121947049	-0.921068369
C01372	-1.981221487	-2.023795359
C09814	0.010007753	-0.130640111
C14785	-1.003837929	-0.309364074
C04708	-0.042523777	1.366844857
C06846	0.897494765	0.231489493
C02802	1.055370493	-0.34249547
C14677	0.239460967	0.949966387
C04886	-1.151325737	-2.700941838
C12153	-0.151786054	0.755380598
C14165	1.041320745	-1.143962779
C06539	-2.566534209	0.385890215
C00865	-0.982444238	0.011433669
C07620	-0.063773642	0.07778944
C05597	1.518217682	-0.308443686
C02534	0.608203489	0.951442662
C02231	-0.414454106	0.61981198
C01399	-0.787858983	0.335391989
C04524	-0.747253013	0.64333333
C06800	1.32545897	0.939442766
C12293	1.065473461	-0.53527166
C11890	0.438315108	-0.593485402
C11250	-0.08631932	0.570341134
C02804	1.19812087	0.049762502
C15521	2.280705802	0.029732051
C00102	-1.124111117	0.423278276
C11544	-0.36356473	0.544240334
C11481	-0.017950099	2.36221089
C15536	-0.533012349	0.174448025
C00635	1.084599019	0.406173305
C05864	0.114221222	-0.022691788
C10385	1.199914988	-0.75123021
C00317	-1.715589896	0.190717432
C02914	0.23617747	0.104358963
C15757	-0.540568259	1.609460946
C02522	-1.274635515	1.640395204
C14194	0.387270094	0.353831314
C01269	-0.790035534	-0.818234364
C03844	0.451074309	0.470537615
C00591	-0.480831727	-1.634398228
C00576	0.285145022	-0.249733657
C02912	0.289720588	-1.650912141
C06739	0.713608246	0.949966387
C09097	-2.010677181	2.33979325
C01164	-1.222846029	0.205154982
C14827	-0.841710136	0.985695053
C01529	1.104614715	-0.59951256
C11735	-0.43172268	0.346534867
C12819	-0.810320585	-0.090233003
C12564	0.314467969	-0.248977359
C00866	0.464160706	-0.764240506
C04527	-2.554234083	0.431576979
C14317	-1.074155254	-0.345718289
C05610	1.541442706	-0.597572328
C13638	-0.300063245	-0.113770845
C08705	-1.644581849	0.476018076
C01041	-0.709988924	0.636996206
C05340	-0.94065831	0.438315108
C09017	-0.19549731	1.482186434
C00978	-0.777781271	1.881200634
C10264	0.616673014	-1.985443585
C05309	-1.217276628	-1.556941835
C02015	1.168080589	-0.345718289
C06477	0.806133287	0.489069507
C01180	1.937219043	-1.126276344
C04437	-0.327282468	0.34875906
C02726	-0.157045559	-0.050109971
C05123	-0.540616369	-0.655065344
C06882	-0.617105152	-2.011001295
C00146	0.037178761	1.1533214
C08155	0.257265352	1.048215486
C00982	-0.622631616	-0.988819942
C00737	0.570793988	0.919775595
C11101	-1.850789563	1.848276267
C03313	1.317781224	0.165648786
C07743	1.354010456	-0.857340215
C11395	1.32545897	1.532794552
C00510	-0.060311043	-0.064229231
C07538	0.809645233	0.264355436
C05730	0.34686491	0.681559047
C01555	1.937436116	2.111885748
C02739	0.725482618	-0.123834841
C00792	0.336278022	0.710292093
C03753	0.287768299	1.489574522
C01255	0.919775595	-0.576129566
C07927	-1.161555681	-0.149525909
C08607	1.371430624	1.547142067
C14668	0.665340719	-1.237370696
C03598	-0.973199265	1.050294589
C07408	0.238148145	-0.288333464
C14248	-0.450108808	-0.568735253
C07842	-0.251747757	-0.296013958
C01860	0.614234617	0.576178448
C00181	0.336658231	0.022271295
C02354	-0.439141592	1.937436116
C14516	0.843310385	0.477890024
C04606	0.404602859	0.275414448
C00160	0.623100615	-0.747253013
C08050	-0.46039498	-0.767393603
C03776	-0.683247413	-0.592388004
C11134	1.018094005	-0.119783538
C14433	0.538140975	1.609460946
C08357	0.384124154	0.625106972
C03283	-0.79529989	1.021600808
C16522	-0.116695013	0.765553667
C00311	-0.429510212	1.152421612
C08263	0.460083825	-0.707973468
C02475	2.342185229	0.623100615
C00182	0.65694649	-1.221651235
C03150	0.364390084	1.693447821
C01062	0.271887704	-0.265519066
C02771	-0.011427719	0.571784922
C02545	-0.525134299	0.105384233
C06478	-0.484271415	1.348862863
C08321	1.692639621	1.103182406
C08383	0.806133287	-0.779878495
C10192	-0.494101831	-0.477787386
C02140	0.771461226	2.726922191
C03666	0.7355661	1.270100041
C02283	-0.044110015	-1.561474967
C01927	-0.346918064	-0.360465268
C05895	0.903502347	0.088239165
C15537	0.586664062	-0.132279892
C11278	0.985695053	-0.349846511
C01260	0.527265897	-0.429672239
C08588	-0.195712404	0.231682367
C04237	0.726915086	-0.223145489
C12512	-0.888357503	-1.716556991
C08482	-1.421708313	-1.31363409
C09817	1.225911104	2.062611239
C00801	0.769910668	1.19812087
C09665	0.583965862	0.893414285
C16361	1.557799068	-1.050597022
C01870	-0.397736466	0.379814003
C10820	0.095699887	-0.526479284
C05317	0.027293206	-0.00518647
C01983	-0.154607234	0.61056765
C01844	-0.272734163	0.289720588
C04902	-1.214893967	0.893399213
C11700	-0.146267163	0.314391621
C01907	-1.420462453	-1.191258131
C03126	2.361210832	-0.108191834
C01943	-1.63474621	-0.871119315
C00490	1.848653514	-1.984552663
C01493	-0.358754466	-0.749812842
C05158	0.126616555	0.211559473
C08012	1.141456757	-0.713176884
C10525	0.610488073	-1.280559259
C01158	-0.607300781	-1.195418058
C08024	0.238148145	-2.197232263
C09839	-1.019395169	-0.036446744
C07585	0.35048743	-0.695423538
C06073	-0.765984109	-0.99118919
C00803	1.427269022	-0.150555627
C07970	-1.298082606	2.27463904
C03692	0.939442766	0.76350467
C05697	0.656390604	0.666498177
C06752	-0.458758476	-0.056291144
C14308	0.866390182	0.322041806
C02220	1.083450531	1.142458488
C06060	1.521585507	-0.847912797
C01161	0.332576372	-0.661399365
C06843	0.838812955	1.256640612
