gene.ens	data
ENSMUSG00000095172; ENSMUSG00000094838	-0.65951396
ENSMUSG00000045150	0.613976873
	-0.033409883
ENSMUSG00000089727	-0.598300025
ENSMUSG00000052058	-0.623725312
	-1.872137008
ENSMUSG00000060503	1.360064201
ENSMUSG00000059791	0.57510082
ENSMUSG00000025728	-1.562685511
	-1.784327822
ENSMUSG00000027895	0.43038148
ENSMUSG00000036390	-0.087490606
ENSMUSG00000070425	0.125807987
	0.242481347
	-0.092747682
ENSMUSG00000037801	-0.139497421
	-1.133683835
ENSMUSG00000020739	-0.289511082
ENSMUSG00000042607	1.09524223
	-0.915890886
ENSMUSG00000017165	1.18928922
ENSMUSG00000094744; ENSMUSG00000095443; ENSMUSG00000096552; ENSMUSG00000095808; ENSMUSG00000094839; ENSMUSG00000096034	0.853936063
ENSMUSG00000067225	-1.106239788
ENSMUSG00000078453	1.188949564
ENSMUSG00000001138	0.617593961
	0.269028849
ENSMUSG00000022763	-1.496861326
ENSMUSG00000067916	2.84327039
ENSMUSG00000066268	0.177202926
ENSMUSG00000032040	-0.032643547
ENSMUSG00000047617	0.769870361
ENSMUSG00000020810	-0.771226788
ENSMUSG00000021645	-0.649010951
	0.597267949
ENSMUSG00000026553	-0.008404034
	-1.643211465
ENSMUSG00000035454	1.543191572
ENSMUSG00000041836	-1.927435282
ENSMUSG00000024260	0.192383576
ENSMUSG00000020376	0.630243643
ENSMUSG00000096356	0.151411013
ENSMUSG00000017652	0.520199756
ENSMUSG00000031078	-1.46442016
	0.556278757
	-2.064203982
	-0.910212277
ENSMUSG00000063804	-0.049268391
ENSMUSG00000059463	0.901710315
ENSMUSG00000089887	1.976860816
ENSMUSG00000073599	-2.055412385
ENSMUSG00000051379	-1.395848982
ENSMUSG00000025825	-0.200380397
	0.440766678
	0.237096959
	0.027666121
ENSMUSG00000025583	-0.957448656
	-0.551088476
	-0.099505746
ENSMUSG00000049932	0.577649258
	0.702449999
ENSMUSG00000035783	-0.045652199
ENSMUSG00000057234	-1.647057308
ENSMUSG00000037001	-0.483698917
ENSMUSG00000025757	2.252424387
	0.227286802
ENSMUSG00000048581	-0.14658543
ENSMUSG00000078689	0.012683432
ENSMUSG00000016128	0.244892452
	0.019787267
ENSMUSG00000059995	-0.167101305
ENSMUSG00000017692	-0.122185303
ENSMUSG00000086095	0.716750884
	0.335126922
	-1.721863897
	-0.197562828
ENSMUSG00000038071	1.108251449
	-1.550404129
ENSMUSG00000071772; ENSMUSG00000095601; ENSMUSG00000059626	1.482342351
	0.747934548
ENSMUSG00000032297	-0.534355146
	0.951686298
	-0.31985735
ENSMUSG00000059119	-0.55439922
ENSMUSG00000073257	-0.71869663
ENSMUSG00000043850	1.930263636
	0.754099337
ENSMUSG00000074634; ENSMUSG00000094114	-0.119832844
	-0.699839864
	-1.722364058
ENSMUSG00000047459	0.260309844
ENSMUSG00000007617	-1.022855433
	-0.922744561
ENSMUSG00000074221	-1.694435876
ENSMUSG00000008658	0.211531681
	0.525359505
ENSMUSG00000074403; ENSMUSG00000081058; ENSMUSG00000093769; ENSMUSG00000059309; ENSMUSG00000069273; ENSMUSG00000062808; ENSMUSG00000069310; ENSMUSG00000069267	-1.238231073
	1.017593834
	0.034962855
	0.374145256
ENSMUSG00000004789	0.466874553
ENSMUSG00000021120	0.456194453
ENSMUSG00000052625	-0.134136886
	-0.542164478
	-0.600885028
	-0.890260802
ENSMUSG00000021248	-0.498656315
ENSMUSG00000026939	-0.695707843
ENSMUSG00000090336	-0.331193098
	0.423924662
ENSMUSG00000047502	-0.381711155
ENSMUSG00000026455	-1.684948605
	-0.307901328
ENSMUSG00000029726	-1.171861265
ENSMUSG00000035007	-0.366471439
ENSMUSG00000031453	-2.410519807
	-0.340424546
	-2.414001445
ENSMUSG00000024558	0.619529228
	-0.585191216
ENSMUSG00000031173	0.022021027
	1.525361957
	-1.728243931
	-0.714291508
	0.79975464
	-1.128503305
ENSMUSG00000078627	-0.135360278
ENSMUSG00000073131	0.189524658
	1.022298006
ENSMUSG00000058063	-0.482934766
ENSMUSG00000013622	-1.026945396
ENSMUSG00000026638	1.513431722
	-1.435487491
	-0.560214183
	-0.969735791
	-0.61878741
ENSMUSG00000044172	0.340831853
	2.441986244
ENSMUSG00000028086	0.706572065
ENSMUSG00000065037	0.700084957
	0.622663566
ENSMUSG00000014609	-1.655492431
ENSMUSG00000047044	-0.236549809
ENSMUSG00000005087	0.265469284
ENSMUSG00000030101	0.240804438
ENSMUSG00000069998	-0.455220799
	-0.456512901
ENSMUSG00000024125	-1.730001194
ENSMUSG00000030350	-0.646514777
	-0.001682736
ENSMUSG00000000826	-0.65274517
	0.437579957
ENSMUSG00000096489; ENSMUSG00000095417; ENSMUSG00000096226; ENSMUSG00000096165; ENSMUSG00000095158; ENSMUSG00000096246	-0.31811985
	0.026025557
ENSMUSG00000021697	-0.047559974
	1.218285906
ENSMUSG00000014503	0.128096973
ENSMUSG00000026432	-0.67474411
ENSMUSG00000035863	-0.53606053
ENSMUSG00000020447	1.732905009
	0.767395077
ENSMUSG00000096230	1.328045851
ENSMUSG00000092570	-0.247639574
	-0.291733115
ENSMUSG00000041975	0.200072344
	-0.046235356
	0.935165483
	-1.267127615
	-0.963245
ENSMUSG00000096625; ENSMUSG00000093832; ENSMUSG00000094279; ENSMUSG00000094739; ENSMUSG00000096491; ENSMUSG00000095378; ENSMUSG00000096754; ENSMUSG00000093837; ENSMUSG00000096836; ENSMUSG00000095496; ENSMUSG00000094490; ENSMUSG00000094216; ENSMUSG00000095515; ENSMUSG00000095014; ENSMUSG00000095568; ENSMUSG00000095823; ENSMUSG00000095397; ENSMUSG00000095055; ENSMUSG00000094853; ENSMUSG00000096752; ENSMUSG00000094633; ENSMUSG00000096101; ENSMUSG00000096004; ENSMUSG00000096989	0.504798719
ENSMUSG00000070570	0.671863156
ENSMUSG00000049387	-0.069060536
	0.161869564
	0.225791333
	-0.226105367
	1.223913611
ENSMUSG00000095028	0.932361894
	-2.813104104
ENSMUSG00000062868	0.509940895
	-0.048771168
ENSMUSG00000035473	2.24521331
	-0.840886311
ENSMUSG00000091987; ENSMUSG00000095852	0.182693013
	0.398333855
ENSMUSG00000095867; ENSMUSG00000095622	-0.133202927
ENSMUSG00000001419	1.808348507
	0.762935366
	0.849303499
ENSMUSG00000079045	0.298710516
	1.012061136
	0.123551292
	1.562463682
	0.14517657
ENSMUSG00000007440	-1.080305608
	1.605845765
ENSMUSG00000054999	0.590569484
ENSMUSG00000062785	-0.27126203
ENSMUSG00000035349	0.258485776
	-0.786914957
	-1.028067541
	0.475831771
	-0.870032565
	0.468025752
ENSMUSG00000035373	-0.85318087
ENSMUSG00000045967	-2.137235256
ENSMUSG00000076241	1.210745449
ENSMUSG00000074444; ENSMUSG00000074440; ENSMUSG00000060208; ENSMUSG00000064213	0.876604854
ENSMUSG00000069072	-0.692242038
ENSMUSG00000054514	0.499085558
ENSMUSG00000039545	0.662767912
	-2.502366716
	-0.007592953
	0.406131456
ENSMUSG00000004655	0.684909564
	0.071457031
ENSMUSG00000036564	-0.827659021
ENSMUSG00000036858	-0.50332724
ENSMUSG00000024041	0.707823714
ENSMUSG00000030316	-0.234769085
ENSMUSG00000042797	-0.910866244
ENSMUSG00000069633	-1.662505074
	0.229889982
ENSMUSG00000070544	1.09998115
ENSMUSG00000091337	2.33011093
ENSMUSG00000022157	-0.448694041
	0.233335702
ENSMUSG00000024530	0.914492733
	1.030344261
	0.560067151
ENSMUSG00000020198	1.17299563
	1.910680035
ENSMUSG00000032186	-0.281870189
	0.63690478
ENSMUSG00000063316; ENSMUSG00000073640	-0.919610014
ENSMUSG00000051043	0.006947068
	1.652866116
	-0.593252133
	-0.258727546
ENSMUSG00000015970	0.798370222
ENSMUSG00000029417	-0.525977367
	0.415925083
	-0.184063549
	-1.773240907
ENSMUSG00000073018	1.099553233
	0.072566975
	-0.533732742
	0.696829789
	-0.227493524
ENSMUSG00000022658	-1.607085792
ENSMUSG00000072214	1.060420001
ENSMUSG00000021368	0.83818817
	-2.266988694
ENSMUSG00000074250	0.0266376
	-1.356832793
ENSMUSG00000008384	-1.378752657
ENSMUSG00000048142	-0.751360429
ENSMUSG00000097796	-0.61030747
	-0.136674012
	-1.407873207
ENSMUSG00000044542	-0.340390913
	1.885332803
	-1.051013184
ENSMUSG00000072814; ENSMUSG00000073497; ENSMUSG00000072821; ENSMUSG00000095505	-0.46223711
ENSMUSG00000058440	-0.038730068
ENSMUSG00000046282	1.296363465
	-0.168331579
	1.045835939
	1.718104142
ENSMUSG00000046717	-0.071033013
ENSMUSG00000061374	-2.657411402
	0.438545298
ENSMUSG00000095138	-0.103344109
ENSMUSG00000040596	0.542961928
	-0.361680108
ENSMUSG00000055571	-0.154915426
ENSMUSG00000078877; ENSMUSG00000095648; ENSMUSG00000078875	-0.644201996
ENSMUSG00000028413	0.845403089
ENSMUSG00000050343	1.106906055
	-0.760133513
ENSMUSG00000065577	0.18336895
	-0.08865307
ENSMUSG00000070704	1.744877472
ENSMUSG00000063430	1.089842219
ENSMUSG00000013878	-0.171667793
ENSMUSG00000020149	0.451347776
	0.258538929
ENSMUSG00000066189	0.758525854
	0.414981148
ENSMUSG00000051721	-0.077599517
ENSMUSG00000003135	0.358691898
ENSMUSG00000031647	-0.260469361
ENSMUSG00000061613	2.017670994
	0.130631677
ENSMUSG00000073601	-0.066128382
ENSMUSG00000098884	-1.256165088
ENSMUSG00000040711	-0.670524536
	0.939679706
ENSMUSG00000090225	1.449825064
ENSMUSG00000050128	1.364546185
ENSMUSG00000099245	-1.986608257
ENSMUSG00000001865	0.895733953
	0.852054755
ENSMUSG00000036473	-0.350729637
ENSMUSG00000021665	-2.759633575
ENSMUSG00000040966	1.783733549
ENSMUSG00000054459	1.194967842
ENSMUSG00000035582	0.199169409
	-0.032944733
ENSMUSG00000035383	0.7770844
	1.380859014
ENSMUSG00000089871	-0.822033319
ENSMUSG00000047881	1.938831863
ENSMUSG00000058295	-1.992238899
ENSMUSG00000049152	-0.465101264
ENSMUSG00000099172	-0.807668227
ENSMUSG00000042389	-0.988730513
ENSMUSG00000006442	0.12156432
ENSMUSG00000094545	-0.480104651
	0.790092737
ENSMUSG00000038370	-0.587171182
ENSMUSG00000063374	-1.688064404
ENSMUSG00000024878	0.125630833
ENSMUSG00000060636	0.510788542
ENSMUSG00000092074; ENSMUSG00000096255; ENSMUSG00000000579; ENSMUSG00000095677	-0.544554836
ENSMUSG00000071937	-0.470724979
	-0.381997539
ENSMUSG00000066584	1.215442425
	0.387788109
	0.247386099
ENSMUSG00000008140	-0.871169557
	0.703477218
ENSMUSG00000030417	-1.694171413
ENSMUSG00000054204	-0.161168616
ENSMUSG00000020719	1.443329332
ENSMUSG00000054909	-1.102989333
ENSMUSG00000033713	-0.952592481
ENSMUSG00000070417	-0.212616591
ENSMUSG00000047419	1.230764985
ENSMUSG00000038528	0.919209025
	1.004448344
	1.501296471
	1.499895427
ENSMUSG00000024835; ENSMUSG00000097771	0.281512275
	-0.910486754
	-0.277629513
ENSMUSG00000020877	0.968697263
ENSMUSG00000041438	0.75709909
	0.268719821
	1.34734366
ENSMUSG00000062580	-2.047420436
ENSMUSG00000022201	-1.205525717
	0.50789333
	0.598091647
	-1.014775114
ENSMUSG00000061082	0.966181286
ENSMUSG00000065581	0.220682947
ENSMUSG00000033983	0.521337023
	-0.919497587
ENSMUSG00000026971	1.004785333
ENSMUSG00000030486	-0.576576747
ENSMUSG00000035337	-0.286537257
	-0.408549637
ENSMUSG00000095821	0.461680372
	-0.051487481
	0.320618616
	1.131139049
ENSMUSG00000003208	0.417309253
	-0.371308606
ENSMUSG00000024958	-0.312904908
ENSMUSG00000044447	2.037917075
	-0.222116682
ENSMUSG00000031010	-1.256445097
	1.702385472
	0.932551708
	1.227660576
	-1.122154216
	-0.073153536
ENSMUSG00000029528	1.10504403
	-0.312128447
ENSMUSG00000034613	-2.3385553
ENSMUSG00000029155	0.076822525
ENSMUSG00000067150	0.612717723
ENSMUSG00000028189	1.609114555
	-1.022616639
ENSMUSG00000062511	-0.525753133
ENSMUSG00000022472	-0.029882704
ENSMUSG00000027620	-1.528521489
	0.192787129
	-0.694912932
ENSMUSG00000073888	0.724390506
ENSMUSG00000008976	-0.014725761
ENSMUSG00000073643	0.408710802
ENSMUSG00000057207	0.735972121
	-0.1286727
	0.928471484
ENSMUSG00000049950	0.023772611
	0.681247557
ENSMUSG00000098287	-1.831643609
ENSMUSG00000036585	0.052805817
ENSMUSG00000026309	-1.188426174
ENSMUSG00000094612	0.369641114
ENSMUSG00000055971	-0.608140244
	1.210737836
ENSMUSG00000019936	1.845637967
ENSMUSG00000040390	1.185342807
ENSMUSG00000037568	-0.116010672
ENSMUSG00000091494; ENSMUSG00000095360	-0.279782503
ENSMUSG00000052557	0.054785715
	-1.133612598
ENSMUSG00000057168	1.188448209
ENSMUSG00000048758	-0.785245107
	0.875852443
	-0.146670524
ENSMUSG00000025702	0.333202484
	1.983517322
ENSMUSG00000037101	0.700099361
ENSMUSG00000007480	1.048294515
ENSMUSG00000078700	0.223044295
ENSMUSG00000031697	-0.90137913
	1.37770545
ENSMUSG00000039347	0.29458217
	-0.687888582
	-0.758672904
	-0.252785184
ENSMUSG00000005892	-1.007254144
ENSMUSG00000065529	0.201790999
ENSMUSG00000065489	-0.744227774
ENSMUSG00000057421	-0.114573786
ENSMUSG00000035954	0.148497573
ENSMUSG00000002320	-1.707968785
	-0.728991128
ENSMUSG00000057551	-0.408310393
ENSMUSG00000029238	-1.005054913
	0.993593474
ENSMUSG00000061758	0.547448131
	1.152020654
	0.749309965
	-0.025142507
	0.997148524
	-0.226756273
	0.17276301
ENSMUSG00000068184	1.795071095
	0.228685562
ENSMUSG00000033423	1.802720215
ENSMUSG00000036817	0.195655583
ENSMUSG00000051390	-2.074342386
ENSMUSG00000017204	0.209974933
ENSMUSG00000094690	-0.799350568
ENSMUSG00000050555	1.609647393
ENSMUSG00000029617	0.361513299
ENSMUSG00000040055	0.075978333
	0.207044963
	0.216519909
ENSMUSG00000066672	0.436117423
	0.972341666
ENSMUSG00000091494; ENSMUSG00000095360	-0.706539587
ENSMUSG00000032238	0.071880233
ENSMUSG00000021470	0.268052249
	-0.651826767
ENSMUSG00000046160	0.695854097
ENSMUSG00000051003	0.370925533
	-0.57953222
ENSMUSG00000092275	-0.185730924
ENSMUSG00000030359	-0.092345015
ENSMUSG00000094217; ENSMUSG00000095807; ENSMUSG00000094170; ENSMUSG00000096332; ENSMUSG00000093895; ENSMUSG00000095049; ENSMUSG00000094623	-0.24124867
	0.062642947
ENSMUSG00000001496	2.792547467
	2.129162272
ENSMUSG00000001576	-0.31624335
ENSMUSG00000040990	0.646668221
ENSMUSG00000025964	1.483285173
ENSMUSG00000073411	-1.357191383
	0.9475825
	-0.829355796
	2.199316572
ENSMUSG00000029093	-0.545147309
	1.412870743
ENSMUSG00000090572	0.045894511
	0.842983823
ENSMUSG00000033769	1.476598289
ENSMUSG00000053441	0.390278551
ENSMUSG00000002984	0.160047452
	-0.916721599
ENSMUSG00000025531	0.609587522
	-0.446392366
ENSMUSG00000009907	1.250498523
ENSMUSG00000031684	0.736399296
	0.685979049
	-1.228534741
ENSMUSG00000032092	-0.708971478
ENSMUSG00000067038; ENSMUSG00000061983	0.19988788
ENSMUSG00000029836; ENSMUSG00000059647	-0.53988647
ENSMUSG00000025475	2.097808652
ENSMUSG00000074899	-0.387077882
ENSMUSG00000068394	1.037522838
ENSMUSG00000037022	-0.346296392
ENSMUSG00000022779	-1.280067649
ENSMUSG00000085559	1.170926334
ENSMUSG00000026425	0.706856257
	1.186570526
	-0.933972284
ENSMUSG00000097392	-0.046561184
	-0.08599016
	-0.215589208
ENSMUSG00000022408	0.376364258
ENSMUSG00000026469	0.57759867
	-0.892090731
ENSMUSG00000022450	0.544521342
ENSMUSG00000046806	-0.253648599
	-0.286377889
ENSMUSG00000003161	-0.637035742
	-0.972058197
ENSMUSG00000028460	0.234292191
	-0.004117332
	0.677176125
	1.198084443
	-0.648394188
ENSMUSG00000075044	0.392846326
	1.223652035
ENSMUSG00000040624	1.250053267
ENSMUSG00000020390	-0.934378067
ENSMUSG00000041571	-0.798799056
	0.068306575
ENSMUSG00000041831	-0.178057891
ENSMUSG00000079076	0.427051655
	-0.236305129
ENSMUSG00000024792	-0.428264428
	1.193823996
ENSMUSG00000025735	0.188391426
ENSMUSG00000034303	0.155945396
ENSMUSG00000087110	0.076211181
ENSMUSG00000031486	-0.354109545
ENSMUSG00000047878	-0.648138657
ENSMUSG00000022974	-0.626650758
ENSMUSG00000098797	-0.888550628
	0.548128996
	-2.0872136
ENSMUSG00000032011	-0.215833807
	-1.863151135
	-0.519258448
ENSMUSG00000021929	-0.122930625
ENSMUSG00000065480	1.626970483
	0.139975047
ENSMUSG00000097622	0.823443166
ENSMUSG00000071185	0.937572558
ENSMUSG00000053774	-0.017799184
ENSMUSG00000035352	-1.233931533
ENSMUSG00000031509	-0.007176168
	-0.70011322
ENSMUSG00000095341	-1.543148109
	0.944614275
ENSMUSG00000056379	0.78002218
ENSMUSG00000039470	-1.345857351
	-0.451165142
ENSMUSG00000004530	0.191804409
ENSMUSG00000073409	1.664680538
	-0.959370343
ENSMUSG00000051111	0.910446411
ENSMUSG00000060639; ENSMUSG00000096010; ENSMUSG00000067455; ENSMUSG00000064288; ENSMUSG00000069306; ENSMUSG00000069305; ENSMUSG00000091405; ENSMUSG00000060981; ENSMUSG00000069274; ENSMUSG00000061482; ENSMUSG00000060678; ENSMUSG00000069266; ENSMUSG00000060093	-0.244156717
ENSMUSG00000094294; ENSMUSG00000095067; ENSMUSG00000096013; ENSMUSG00000094729	-1.216633774
ENSMUSG00000097486	0.540929137
	-0.110432746
ENSMUSG00000079560	-0.241067275
	-0.434711851
	0.088916395
ENSMUSG00000092049	-0.757507967
	-1.239496801
	1.310995515
	-1.54886294
ENSMUSG00000050855	-0.074122267
ENSMUSG00000094942	1.381362079
ENSMUSG00000022212	-1.006983598
	-0.101516305
	0.637335722
	-0.00653198
ENSMUSG00000041654	0.439829608
	-0.952811226
ENSMUSG00000006527	1.221687477
ENSMUSG00000074212	1.282894198
	-0.050951102
ENSMUSG00000021345	-1.253375948
ENSMUSG00000027488	-0.437497404
ENSMUSG00000087382	-0.295440987
	0.356644802
ENSMUSG00000037418	-0.479879244
	0.092201469
ENSMUSG00000078789	0.75586954
	0.837837748
	-0.037620141
ENSMUSG00000025094	-0.751022279
ENSMUSG00000022288	-1.676511865
ENSMUSG00000025986	0.020310229
ENSMUSG00000079507	1.528160854
ENSMUSG00000036144	-0.411277171
ENSMUSG00000085416	0.392303012
ENSMUSG00000026301	-0.31654046
ENSMUSG00000001674	0.757954491
	-1.394161991
	-2.642063633
ENSMUSG00000067860	2.707046191
ENSMUSG00000060336	0.559563788
	0.168964196
	0.536107235
ENSMUSG00000062006	-1.795227372
	-0.859880424
ENSMUSG00000020721	-0.422147912
ENSMUSG00000085666	-1.589888242
	-1.214748101
	-1.998284648
ENSMUSG00000021880	0.60833665
	-0.313729535
ENSMUSG00000027510	-0.075323249
	-0.972027567
ENSMUSG00000065701	0.210137656
ENSMUSG00000096591; ENSMUSG00000095101; ENSMUSG00000094648	-2.140470438
ENSMUSG00000050234	0.403150398
ENSMUSG00000046593	-1.18522268
ENSMUSG00000004264	-1.422267345
ENSMUSG00000046474	1.738506725
ENSMUSG00000070436	1.077496873
	0.383333733
	-0.902199899
	0.747034867
	0.760458192
	0.708971788
ENSMUSG00000040351	1.239610618
ENSMUSG00000041722	-2.141539373
	-0.563499661
ENSMUSG00000063163	-0.13362112
ENSMUSG00000051029	-0.364016172
ENSMUSG00000020802	-0.547511061
	2.255136961
ENSMUSG00000030178	1.128551155
ENSMUSG00000052922	2.02169778
	0.299298081
	-0.118263514
ENSMUSG00000038217	1.482174206
	-0.456605304
ENSMUSG00000027247	0.84835235
ENSMUSG00000092021; ENSMUSG00000098049	-0.47601282
ENSMUSG00000025983	0.753131949
ENSMUSG00000020460	0.492531627
ENSMUSG00000020921	0.106887349
ENSMUSG00000003923	-0.057562314
ENSMUSG00000026100	-1.458393694
	-0.703860084
ENSMUSG00000070141	1.496625403
ENSMUSG00000020634	0.472023646
ENSMUSG00000038172	-0.376336054
ENSMUSG00000068819	-0.203963998
ENSMUSG00000036845	0.274489195
ENSMUSG00000026812	-0.194705923
	1.636734005
ENSMUSG00000048997	-0.629776438
	1.772878031
ENSMUSG00000045267	-0.020701162
	-1.097093355
ENSMUSG00000037692	0.799105806
ENSMUSG00000049692	0.045011799
ENSMUSG00000056716	0.15922695
ENSMUSG00000026321	-1.074840217
ENSMUSG00000066153	-0.725789535
	-0.234657426
ENSMUSG00000086401	-0.433516538
ENSMUSG00000078656	-0.659582448
ENSMUSG00000060461	-1.56679302
ENSMUSG00000047161	0.276835321
ENSMUSG00000050936	2.47127992
	0.85682899
	0.651783312
	0.164900036
	0.425238436
	0.065042335
	0.852980716
ENSMUSG00000034430	-0.011056813
	-1.592787939
	0.789747509
	-0.350017021
	-2.761282041
ENSMUSG00000076212	1.011244076
	0.160440713
ENSMUSG00000036452	-1.086721792
ENSMUSG00000046794	-0.381453899
ENSMUSG00000001054	1.809855421
ENSMUSG00000041794	0.549301596
	2.18050346
ENSMUSG00000000869	-0.690776341
ENSMUSG00000024331	-0.510558743
ENSMUSG00000050914	-0.121891135
ENSMUSG00000022679	-0.581903022
	1.796402475
ENSMUSG00000022428	-0.825666983
	-0.536673021
	-1.530219862
ENSMUSG00000034902	-0.574698332
ENSMUSG00000062400	-1.109020458
	0.020799636
ENSMUSG00000014791	0.327830624
	-0.587478826
ENSMUSG00000073490	0.170308416
ENSMUSG00000066748	1.527806197
ENSMUSG00000048007; ENSMUSG00000045455	0.528249442
ENSMUSG00000073917	0.844207703
	-0.426206973
ENSMUSG00000027589	0.302817903
ENSMUSG00000071769	-1.313978536
ENSMUSG00000025439	1.121619252
	0.395817126
ENSMUSG00000042605	0.361077893
ENSMUSG00000026611	-1.546224339
	-0.764807376
ENSMUSG00000009995	-0.410509457
ENSMUSG00000038806	-0.484686805
	1.002192421
ENSMUSG00000003484	-0.872992304
ENSMUSG00000032726	-1.007283124
ENSMUSG00000075574	0.696745116
ENSMUSG00000038580	0.53923121
	0.039670565
	0.316309934
ENSMUSG00000009647	-0.554672138
	-0.100823804
ENSMUSG00000095325	0.60705842
	0.399891783
ENSMUSG00000005225	1.194616861
ENSMUSG00000030069	0.260675789
	-1.139093016
ENSMUSG00000032507	-0.816461044
ENSMUSG00000073602	1.590171931
ENSMUSG00000030929	1.997800899
ENSMUSG00000023964	0.226471444
	-1.475898691
ENSMUSG00000095383	-0.390430002
ENSMUSG00000023235	0.767857183
ENSMUSG00000069307; ENSMUSG00000069303	-0.389851371
ENSMUSG00000050875	0.215996439
	0.528127949
	0.289566784
ENSMUSG00000041119	-0.045651255
ENSMUSG00000096445	-0.963766849
ENSMUSG00000020098	0.041976891
	-2.791049663
ENSMUSG00000001155	-0.820816206
	1.153484601
ENSMUSG00000074364	1.217862573
ENSMUSG00000050288	0.511790353
ENSMUSG00000075307	-0.818130523
ENSMUSG00000042096	-0.501919573
	-0.406081921
ENSMUSG00000031242	-0.721700094
ENSMUSG00000027010	-0.95792997
	-0.311926849
ENSMUSG00000033210	0.70785645
	-0.582831444
ENSMUSG00000030154	-0.936180419
ENSMUSG00000078963	-0.165996941
	1.055045631
ENSMUSG00000034248	-1.471374433
ENSMUSG00000076318	3.274950314
ENSMUSG00000050777	1.706516331
ENSMUSG00000026384	0.051661331
ENSMUSG00000017843	-0.561557312
ENSMUSG00000061952	1.080956062
	-0.872243325
ENSMUSG00000039462	0.14262345
	-0.054407381
ENSMUSG00000011306	-0.697637884
ENSMUSG00000037573	0.79987692
ENSMUSG00000032366	-0.487772146
	0.482824068
ENSMUSG00000044703	-0.113520533
	-0.720221626
	1.46609268
	-1.363564386
ENSMUSG00000070109	-0.902077714
	0.265893434
	-0.768734126
ENSMUSG00000039568	1.050937697
	0.432814545
ENSMUSG00000037860	-0.16419256
	-1.676326454
ENSMUSG00000006673	0.473910103
ENSMUSG00000078122	-0.819475996
ENSMUSG00000029475	-0.191614828
	-0.463830012
ENSMUSG00000023045	2.026142426
	0.374841218
	-1.397214911
ENSMUSG00000033307	0.325197366
	-0.841038462
ENSMUSG00000018800	-0.304679239
ENSMUSG00000068479; ENSMUSG00000048222	0.719336719
	-0.546997366
	0.175228956
ENSMUSG00000023032	-2.162856751
	-1.051684091
ENSMUSG00000089998	-0.940543178
ENSMUSG00000051367	-0.248818542
	1.653066734
ENSMUSG00000022571	-0.286356677
ENSMUSG00000024561	1.349815658
	-0.099604264
ENSMUSG00000022362	0.934366439
	2.158981912
ENSMUSG00000040511	-0.606421707
ENSMUSG00000019943	-0.036221344
	0.664932039
ENSMUSG00000032925	-0.168797931
ENSMUSG00000039163	0.064916605
ENSMUSG00000034855	1.346274634
	1.614747256
ENSMUSG00000035941	-1.033827645
	0.979420625
ENSMUSG00000075177	-0.998690016
ENSMUSG00000025602	-1.992111201
	0.085888092
	-0.739772928
ENSMUSG00000021023	-1.759014714
ENSMUSG00000073267	0.031173784
ENSMUSG00000032033	-0.046748807
	0.00494085
ENSMUSG00000024774	-1.120100434
	-0.079214964
ENSMUSG00000077111	0.949102121
	0.055987284
ENSMUSG00000043897	-1.754573017
	1.366066274
	-0.59639778
	2.383488173
ENSMUSG00000050335	-0.080883826
	-0.872661081
ENSMUSG00000031214	0.767932201
ENSMUSG00000022000	-0.081394475
	-0.153439782
	-0.656295251
ENSMUSG00000055172	0.633168009
ENSMUSG00000005846	-0.707973482
	0.147822694
	-1.608608481
ENSMUSG00000055373	-0.274740008
ENSMUSG00000036921	-0.726392214
ENSMUSG00000059401	-0.766208375
ENSMUSG00000009092	0.703952253
	0.476243369
	-0.441290509
ENSMUSG00000019984	0.208095304
	0.495184828
ENSMUSG00000024831	0.395582165
ENSMUSG00000048706	-0.515705833
	-0.50321295
ENSMUSG00000084590	1.909861591
ENSMUSG00000063760	0.115581019
ENSMUSG00000033061	-1.378489015
ENSMUSG00000022360	-0.266479979
ENSMUSG00000034673	0.375485843
ENSMUSG00000074576	0.798398815
ENSMUSG00000095249	1.579587997
	0.351782298
	-0.04930849
ENSMUSG00000029236	0.535238748
ENSMUSG00000054099	0.137858689
	1.374059855
ENSMUSG00000002020	0.147574445
	-0.46675064
ENSMUSG00000029607	-1.112727543
ENSMUSG00000026437	0.692309423
ENSMUSG00000053063	-1.109829263
ENSMUSG00000022496	-0.8361435
ENSMUSG00000049957	-1.668617592
	-0.775963075
ENSMUSG00000050158	-0.300729775
	-0.254396469
	-0.177146872
	1.425834227
ENSMUSG00000011257	0.8370617
ENSMUSG00000096010; ENSMUSG00000067455; ENSMUSG00000064288; ENSMUSG00000069306; ENSMUSG00000069305; ENSMUSG00000060639; ENSMUSG00000091405; ENSMUSG00000060981; ENSMUSG00000069274; ENSMUSG00000061482; ENSMUSG00000060678; ENSMUSG00000069266; ENSMUSG00000060093	2.641666068
ENSMUSG00000062627	0.281214049
ENSMUSG00000033365	-0.90480103
	0.315051177
ENSMUSG00000034889	1.181726746
	-0.394821705
ENSMUSG00000086903	0.978934932
	-0.414793368
	0.650761688
	0.524956464
ENSMUSG00000029014	0.431622845
ENSMUSG00000086379	-0.068767919
ENSMUSG00000050996	0.549809808
ENSMUSG00000028693	-0.36018119
ENSMUSG00000040732	-0.209100986
ENSMUSG00000059897	0.560562778
ENSMUSG00000029221	1.055527383
ENSMUSG00000021775	-0.587351017
ENSMUSG00000092995	1.391467219
ENSMUSG00000095918	-0.259841599
	1.551092148
	0.265141875
ENSMUSG00000036395	-1.084908702
